attn_impl,benchmark,resolution,max_new_tokens,sample_id,visual_encoder_ms,window_attn_ms,full_attn_ms,llm_prefill_ms,decode_loop_ms,ttft_ms,tpot_ms,e2e_ms,f_vision,actual_generated_tokens
fa2,docvqa,1792,64,docvqa_58108,155.131,111.25,34.789,221.314,707.798,223.801,29.492,931.598,0.166521,25.0
fa2,docvqa,1792,64,docvqa_41721,157.699,111.205,34.781,223.64,656.276,225.81,31.251,882.085,0.17878,22.0
fa2,docvqa,1792,64,docvqa_41723,160.258,116.711,34.856,227.353,496.729,229.512,31.046,726.241,0.220668,17.0
fa2,docvqa,1792,64,docvqa_17143,170.298,119.111,34.814,241.605,502.419,244.187,31.401,746.607,0.228096,17.0
fa2,docvqa,1792,64,docvqa_41728,155.364,111.213,34.724,221.989,684.514,224.52,31.114,909.034,0.170911,23.0
fa2,docvqa,1792,64,docvqa_41729,157.384,111.07,34.709,223.613,470.157,226.219,27.656,696.377,0.226004,18.0
fa2,docvqa,1792,64,docvqa_17147,162.914,111.516,38.24,231.668,597.913,233.834,27.178,831.748,0.19587,23.0
fa2,docvqa,1792,64,docvqa_17149,174.488,120.348,34.821,241.072,437.843,244.706,31.275,682.549,0.255641,15.0
fa2,docvqa,1792,64,docvqa_17150,156.953,112.959,34.868,223.654,365.18,226.139,30.432,591.319,0.265429,13.0
fa2,docvqa,1792,64,docvqa_45744,157.514,111.426,34.8,225.259,1132.414,227.972,29.036,1360.386,0.115786,40.0
fa2,docvqa,1792,64,docvqa_45745,155.298,111.323,34.811,221.595,1021.683,223.888,31.928,1245.571,0.12468,33.0
fa2,docvqa,1792,64,docvqa_782,156.039,111.745,34.827,223.284,534.22,225.566,28.117,759.786,0.205372,20.0
fa2,docvqa,1792,64,docvqa_783,158.547,112.702,34.826,225.671,486.758,228.632,30.422,715.389,0.221624,17.0
fa2,docvqa,1792,64,docvqa_784,158.336,112.207,34.838,225.004,844.011,227.396,33.76,1071.407,0.147783,26.0
fa2,docvqa,1792,64,docvqa_785,158.204,111.982,34.843,224.753,491.227,227.124,32.748,718.351,0.220232,16.0
fa2,docvqa,1792,64,docvqa_786,156.238,112.675,34.819,222.446,297.099,224.745,29.71,521.844,0.299395,11.0
fa2,docvqa,1792,64,docvqa_788,155.404,111.346,34.813,221.931,820.12,224.891,32.805,1045.012,0.14871,26.0
fa2,docvqa,1792,64,docvqa_789,168.574,111.577,34.841,237.841,976.195,241.508,27.117,1217.704,0.138436,37.0
fa2,docvqa,1792,64,docvqa_790,155.43,111.177,34.771,221.476,678.491,223.884,30.84,902.375,0.172246,23.0
fa2,docvqa,1792,64,docvqa_60401,155.391,111.314,34.809,221.548,533.558,223.825,35.571,757.382,0.205168,16.0
fa2,docvqa,1792,64,docvqa_792,158.354,111.594,34.779,224.868,850.593,227.132,31.503,1077.725,0.146933,28.0
fa2,docvqa,1792,64,docvqa_793,155.979,111.534,34.812,222.388,405.479,224.817,31.191,630.297,0.24747,14.0
fa2,docvqa,1792,64,docvqa_794,156.648,112.915,34.849,223.601,469.502,226.099,29.344,695.601,0.225198,17.0
fa2,docvqa,1792,64,docvqa_41749,171.12,115.724,34.834,237.347,618.875,239.885,32.572,858.76,0.199264,20.0
fa2,docvqa,1792,64,docvqa_41750,159.014,111.896,34.844,225.913,437.74,228.857,29.183,666.598,0.238545,16.0
fa2,docvqa,1792,64,docvqa_45747,158.341,111.351,34.812,224.791,1273.895,227.364,33.524,1501.259,0.105472,39.0
fa2,docvqa,1792,64,docvqa_60403,155.911,111.456,34.8,222.49,442.773,225.353,31.627,668.126,0.233356,15.0
fa2,docvqa,1792,64,docvqa_60404,159.747,111.284,34.836,226.14,932.956,228.572,33.32,1161.527,0.137532,29.0
fa2,docvqa,1792,64,docvqa_809,159.935,111.23,34.795,225.929,437.695,228.282,31.264,665.977,0.240151,15.0
fa2,docvqa,1792,64,docvqa_25385,157.033,111.384,34.804,223.104,286.585,225.323,28.659,511.908,0.306761,11.0
fa2,docvqa,1792,64,docvqa_25386,174.626,117.419,34.829,240.711,294.259,243.857,29.426,538.116,0.324513,11.0
fa2,docvqa,1792,64,docvqa_25387,156.856,111.354,34.833,223.036,322.409,225.35,29.31,547.759,0.28636,12.0
fa2,docvqa,1792,64,docvqa_60406,157.858,111.48,34.781,224.61,810.018,227.35,32.401,1037.368,0.152171,26.0
fa2,docvqa,1792,64,docvqa_815,163.291,111.86,34.82,229.588,568.061,232.862,29.898,800.923,0.203879,20.0
fa2,docvqa,1792,64,docvqa_60407,154.771,111.275,34.779,221.271,481.497,224.086,32.1,705.582,0.219353,16.0
fa2,docvqa,1792,64,docvqa_25396,157.665,111.464,34.837,224.031,1116.534,226.596,33.834,1343.13,0.117387,34.0
fa2,docvqa,1792,64,docvqa_822,154.544,111.236,34.685,220.66,358.99,223.115,27.615,582.105,0.265492,14.0
fa2,docvqa,1792,64,docvqa_824,157.735,111.243,34.731,224.994,701.816,227.132,31.901,928.948,0.1698,23.0
fa2,docvqa,1792,64,docvqa_826,157.449,111.234,34.792,225.164,331.942,227.576,27.662,559.518,0.281401,13.0
fa2,chartqa,1792,64,chartqa_val_0,155.577,111.303,34.797,223.328,484.02,225.773,30.251,709.794,0.219186,17.0
fa2,chartqa,1792,64,chartqa_val_1,156.021,112.055,34.846,222.845,2003.979,225.376,31.809,2229.354,0.069985,64.0
fa2,chartqa,1792,64,chartqa_val_2,154.863,111.576,34.828,222.737,1831.81,225.191,29.076,2057.001,0.075286,64.0
fa2,chartqa,1792,64,chartqa_val_3,155.737,111.414,34.868,223.7,1556.847,226.185,29.939,1783.032,0.087344,53.0
fa2,chartqa,1792,64,chartqa_val_4,155.115,111.403,34.818,223.071,807.155,225.881,26.905,1033.036,0.150155,31.0
fa2,chartqa,1792,64,chartqa_val_5,163.85,111.514,34.877,231.848,474.236,234.185,29.64,708.421,0.231289,17.0
fa2,chartqa,1792,64,chartqa_val_6,154.654,111.495,34.859,222.682,546.57,345.848,27.328,892.418,0.173298,21.0
fa2,chartqa,1792,64,chartqa_val_7,159.558,111.759,34.885,226.21,830.064,228.921,30.743,1058.985,0.150671,28.0
fa2,chartqa,1792,64,chartqa_val_8,154.934,111.427,34.842,227.709,891.526,230.395,28.759,1121.921,0.138097,32.0
fa2,chartqa,1792,64,chartqa_val_9,159.36,111.674,34.902,225.508,1714.646,227.772,27.217,1942.419,0.082042,64.0
fa2,chartqa,1792,64,chartqa_val_10,155.538,111.239,34.865,223.384,1785.013,225.725,28.334,2010.738,0.077354,64.0
fa2,chartqa,1792,64,chartqa_val_11,157.316,111.461,34.86,224.984,1718.934,227.206,27.285,1946.14,0.080835,64.0
fa2,chartqa,1792,64,chartqa_val_12,156.866,111.168,34.785,223.293,629.403,225.696,27.365,855.099,0.183448,24.0
fa2,chartqa,1792,64,chartqa_val_13,160.254,115.505,34.946,226.708,1786.273,230.522,28.354,2016.795,0.07946,64.0
fa2,chartqa,1792,64,chartqa_val_14,169.244,112.035,34.848,236.013,977.032,239.212,29.607,1216.244,0.139153,34.0
fa2,chartqa,1792,64,chartqa_val_15,156.947,111.299,34.813,223.289,1746.973,225.596,27.73,1972.569,0.079565,64.0
fa2,chartqa,1792,64,chartqa_val_16,157.789,111.447,34.79,224.185,952.678,226.376,29.771,1179.054,0.133827,33.0
fa2,chartqa,1792,64,chartqa_val_17,156.483,112.729,34.839,227.382,1750.282,229.642,27.782,1979.925,0.079035,64.0
fa2,chartqa,1792,64,chartqa_val_18,159.347,115.08,35.591,227.692,348.422,230.053,26.802,578.476,0.275459,14.0
fa2,chartqa,1792,64,chartqa_val_19,154.345,111.204,34.788,220.526,1385.337,222.837,28.861,1608.174,0.095975,49.0
fa2,chartqa,1792,64,chartqa_val_20,155.722,111.764,34.842,222.364,544.143,225.795,32.008,769.938,0.202253,18.0
fa2,chartqa,1792,64,chartqa_val_21,155.212,111.265,34.788,223.103,1759.811,225.55,27.934,1985.361,0.078178,64.0
fa2,chartqa,1792,64,chartqa_val_22,162.041,117.151,35.734,228.195,1062.227,230.437,27.237,1292.664,0.125354,40.0
fa2,chartqa,1792,64,chartqa_val_23,155.94,112.084,34.813,222.328,1893.557,224.516,30.056,2118.073,0.073624,64.0
fa2,chartqa,1792,64,chartqa_val_24,155.296,111.311,34.798,221.814,710.258,224.643,28.41,934.901,0.16611,26.0
fa2,chartqa,1792,64,chartqa_val_25,158.775,111.959,34.804,225.485,1039.095,227.667,28.864,1266.762,0.12534,37.0
fa2,chartqa,1792,64,chartqa_val_26,157.455,111.742,34.894,224.002,957.111,226.432,29.91,1183.543,0.133037,33.0
fa2,chartqa,1792,64,chartqa_val_27,157.233,111.272,34.788,229.612,1692.236,231.94,26.861,1924.176,0.081714,64.0
fa2,chartqa,1792,64,chartqa_val_28,155.299,111.188,34.788,223.164,775.909,225.459,28.737,1001.368,0.155087,28.0
fa2,chartqa,1792,64,chartqa_val_29,154.646,111.309,34.851,220.948,1763.349,223.204,27.99,1986.553,0.077846,64.0
fa2,chartqa,1792,64,chartqa_val_30,156.281,111.832,34.823,222.981,1322.587,225.5,29.391,1548.087,0.100951,46.0
fa2,chartqa,1792,64,chartqa_val_31,157.539,111.366,34.852,224.238,1213.018,226.754,28.881,1439.772,0.109419,43.0
fa2,chartqa,1792,64,chartqa_val_32,155.081,111.553,34.856,223.424,842.529,225.753,29.053,1068.283,0.145169,30.0
fa2,chartqa,1792,64,chartqa_val_33,157.263,111.283,34.819,223.58,1087.511,226.049,28.619,1313.56,0.119722,39.0
fa2,chartqa,1792,64,chartqa_val_34,154.995,111.239,34.82,221.318,483.359,223.635,30.21,706.994,0.219231,17.0
fa2,chartqa,1792,64,chartqa_val_35,154.723,111.42,34.795,221.07,1798.522,223.409,28.548,2021.931,0.076522,64.0
fa2,chartqa,1792,64,chartqa_val_36,156.912,111.852,34.861,223.341,1056.625,225.703,30.189,1282.328,0.122365,36.0
fa2,chartqa,1792,64,chartqa_val_37,155.796,111.456,34.835,222.229,1868.302,224.672,29.656,2092.973,0.074438,64.0
fa2,chartqa,1792,64,chartqa_val_38,155.661,111.489,34.84,222.098,1114.161,224.726,29.32,1338.887,0.116262,39.0
fa2,chartqa,1792,64,chartqa_val_39,158.806,111.668,34.844,225.312,1809.875,227.78,28.728,2037.655,0.077936,64.0
fa2,chartqa,1792,64,chartqa_val_40,154.576,111.183,34.798,220.771,976.63,223.067,27.904,1199.698,0.128845,36.0
fa2,chartqa,1792,64,chartqa_val_41,154.793,111.5,34.88,220.973,667.358,223.191,26.694,890.548,0.173817,26.0
fa2,chartqa,1792,64,chartqa_val_42,154.731,111.088,34.836,220.823,216.955,222.976,27.119,439.931,0.351718,9.0
fa2,chartqa,1792,64,chartqa_val_43,156.562,113.181,34.905,222.606,1376.904,224.783,27.538,1601.687,0.097748,51.0
fa2,chartqa,1792,64,chartqa_val_44,156.16,112.356,34.792,222.761,359.957,225.656,27.689,585.613,0.266661,14.0
fa2,chartqa,1792,64,chartqa_val_45,154.62,111.194,34.841,220.842,1815.62,223.223,28.819,2038.843,0.075837,64.0
fa2,chartqa,1792,64,chartqa_val_46,157.013,111.225,34.778,223.416,907.63,225.698,29.278,1133.328,0.138542,32.0
fa2,chartqa,1792,64,chartqa_val_47,155.131,111.431,34.831,221.385,1853.921,223.82,29.427,2077.741,0.074663,64.0
fa2,chartqa,1792,64,chartqa_val_48,158.305,111.661,34.928,224.618,1900.533,227.149,30.167,2127.682,0.074403,64.0
fa2,chartqa,1792,64,chartqa_val_49,155.799,111.566,34.887,222.548,1831.191,225.336,30.02,2056.528,0.075758,62.0
fa2,chartqa,1792,64,chartqa_val_50,158.482,113.114,34.913,224.851,1281.753,228.94,29.131,1510.692,0.104907,45.0
fa2,chartqa,1792,64,chartqa_val_51,162.44,111.24,34.828,228.822,1826.306,231.095,28.989,2057.401,0.078954,64.0
fa2,chartqa,1792,64,chartqa_val_52,155.032,111.28,34.86,221.232,224.344,223.684,28.043,448.029,0.346031,9.0
fa2,chartqa,1792,64,chartqa_val_53,157.643,111.382,34.797,225.076,1555.109,227.303,28.275,1782.412,0.088443,56.0
fa2,chartqa,1792,64,chartqa_val_54,154.885,111.177,34.827,221.039,1431.123,223.421,28.061,1654.544,0.093612,52.0
fa2,chartqa,1792,64,chartqa_val_55,159.485,112.558,35.514,225.805,1868.508,228.094,29.659,2096.603,0.076069,64.0
fa2,chartqa,1792,64,chartqa_val_56,156.26,111.121,34.779,222.742,1399.519,225.048,28.562,1624.566,0.096185,50.0
fa2,chartqa,1792,64,chartqa_val_57,155.217,111.204,34.77,221.53,596.149,223.888,29.807,820.038,0.189281,21.0
fa2,chartqa,1792,64,chartqa_val_58,154.918,111.279,34.814,220.962,775.538,223.233,27.698,998.771,0.155109,29.0
fa2,chartqa,1792,64,chartqa_val_59,156.483,111.403,34.803,222.859,1873.864,225.239,29.744,2099.103,0.074548,64.0
fa2,chartqa,1792,64,chartqa_val_60,154.83,111.297,34.827,221.341,835.89,223.831,29.853,1059.721,0.146104,29.0
fa2,chartqa,1792,64,chartqa_val_61,159.019,112.021,34.866,225.898,1871.507,228.335,29.706,2099.842,0.075729,64.0
fa2,chartqa,1792,64,chartqa_val_62,154.672,111.31,34.837,220.925,682.841,223.437,31.038,906.277,0.170668,23.0
fa2,chartqa,1792,64,chartqa_val_63,154.889,111.208,34.796,221.283,975.116,223.636,30.472,1198.752,0.129208,33.0
fa2,chartqa,1792,64,chartqa_val_64,158.482,111.222,34.858,224.848,459.422,227.506,30.628,686.928,0.230712,16.0
fa2,chartqa,1792,64,chartqa_val_65,154.907,111.233,34.803,221.453,1826.013,223.76,28.984,2049.773,0.075573,64.0
fa2,chartqa,1792,64,chartqa_val_66,154.917,111.148,34.775,221.045,855.779,223.392,29.51,1079.171,0.143552,30.0
fa2,chartqa,1792,64,chartqa_val_67,155.419,111.237,34.823,231.157,1723.129,233.666,27.351,1956.796,0.079425,64.0
fa2,chartqa,1792,64,chartqa_val_68,158.412,111.55,34.842,224.671,254.969,227.609,28.33,482.579,0.328262,10.0
fa2,chartqa,1792,64,chartqa_val_69,157.062,111.194,34.797,223.483,1763.554,225.701,27.993,1989.255,0.078955,64.0
fa2,chartqa,1792,64,chartqa_val_70,154.967,111.186,34.755,221.369,1795.241,223.822,28.496,2019.063,0.076752,64.0
fa2,chartqa,1792,64,chartqa_val_71,155.571,111.187,34.79,223.443,1790.978,226.031,28.428,2017.009,0.07713,64.0
fa2,chartqa,1792,64,chartqa_val_72,155.448,111.435,34.845,221.934,457.804,224.381,28.613,682.185,0.227867,17.0
fa2,chartqa,1792,64,chartqa_val_73,154.636,111.231,34.807,221.231,1762.538,223.843,27.977,1986.381,0.077848,64.0
fa2,chartqa,1792,64,chartqa_val_74,155.445,111.532,34.934,221.673,474.255,224.196,27.897,698.451,0.222557,18.0
fa2,chartqa,1792,64,chartqa_val_75,155.305,111.285,34.825,225.337,1792.108,227.675,28.446,2019.783,0.076892,64.0
fa2,chartqa,1792,64,chartqa_val_76,156.111,111.501,34.803,222.845,393.992,226.489,30.307,620.481,0.251596,14.0
fa2,chartqa,1792,64,chartqa_val_77,154.739,111.267,34.856,220.954,1869.705,223.357,29.678,2093.062,0.07393,64.0
fa2,chartqa,1792,64,chartqa_val_78,156.161,111.989,34.867,222.704,735.527,225.133,29.421,960.66,0.162556,26.0
fa2,chartqa,1792,64,chartqa_val_79,155.721,111.35,34.799,222.045,695.709,225.045,27.828,920.755,0.169123,26.0
fa2,chartqa,1792,64,chartqa_val_80,160.89,111.496,34.795,227.794,591.869,230.113,31.151,821.982,0.195734,20.0
fa2,chartqa,1792,64,chartqa_val_81,155.106,111.268,34.817,221.629,1805.707,224.017,28.662,2029.724,0.076418,64.0
fa2,chartqa,1792,64,chartqa_val_82,155.973,112.315,34.805,222.394,370.593,224.782,28.507,595.375,0.261974,14.0
fa2,chartqa,1792,64,chartqa_val_83,175.438,121.513,34.78,241.921,1769.497,246.82,28.087,2016.316,0.087009,64.0
fa2,chartqa,1792,64,chartqa_val_84,156.783,111.538,34.801,223.404,707.892,225.825,30.778,933.717,0.167913,24.0
fa2,chartqa,1792,64,chartqa_val_85,154.521,111.159,34.773,220.92,1905.46,223.311,30.245,2128.771,0.072587,64.0
fa2,chartqa,1792,64,chartqa_val_86,156.444,111.464,34.79,222.785,599.942,225.407,27.27,825.348,0.189549,23.0
fa2,chartqa,1792,64,chartqa_val_87,158.75,111.182,34.784,225.025,1087.079,227.338,28.607,1314.416,0.120776,39.0
fa2,chartqa,1792,64,chartqa_val_88,159.387,111.384,34.851,225.817,1565.846,228.139,28.997,1793.985,0.088845,55.0
fa2,chartqa,1792,64,chartqa_val_89,156.345,111.489,34.825,222.899,1869.776,225.19,29.679,2094.966,0.074629,64.0
fa2,chartqa,1792,64,chartqa_val_90,155.066,111.219,34.782,221.262,1262.866,223.704,28.701,1486.57,0.104311,45.0
fa2,chartqa,1792,64,chartqa_val_91,155.236,111.246,34.81,221.657,1766.032,224.017,28.484,1990.049,0.078006,63.0
fa2,chartqa,1792,64,chartqa_val_92,155.983,111.495,34.833,222.36,374.547,224.798,28.811,599.345,0.260256,14.0
fa2,chartqa,1792,64,chartqa_val_93,154.993,111.409,34.838,221.515,1289.277,224.216,29.983,1513.492,0.102407,44.0
fa2,chartqa,1792,64,chartqa_val_94,156.464,111.21,34.83,222.721,1789.819,225.148,29.83,2014.968,0.077651,61.0
fa2,chartqa,1792,64,chartqa_val_95,157.279,111.416,34.876,223.653,1766.035,225.984,28.032,1992.018,0.078955,64.0
fa2,chartqa,1792,64,chartqa_val_96,159.182,114.051,34.809,225.956,960.033,228.431,29.092,1188.464,0.133939,34.0
fa2,chartqa,1792,64,chartqa_val_97,155.072,111.251,34.809,221.196,1830.661,223.417,29.058,2054.078,0.075495,64.0
fa2,chartqa,1792,64,chartqa_val_98,155.916,111.306,34.84,222.07,1815.017,224.292,28.81,2039.31,0.076455,64.0
fa2,chartqa,1792,64,chartqa_val_99,156.611,111.487,34.839,222.985,1883.931,225.219,29.904,2109.15,0.074253,64.0
fa2,chartqa,1792,64,chartqa_val_100,154.579,111.529,34.78,220.873,1579.427,223.249,29.249,1802.675,0.08575,55.0
fa2,chartqa,1792,64,chartqa_val_101,155.322,111.382,34.85,221.945,1842.789,224.288,29.251,2067.077,0.075141,64.0
fa2,chartqa,1792,64,chartqa_val_102,155.447,111.423,34.828,221.816,172.412,224.29,28.735,396.703,0.391849,7.0
fa2,chartqa,1792,64,chartqa_val_103,155.651,111.478,34.877,221.869,1825.46,224.263,28.976,2049.723,0.075938,64.0
fa2,chartqa,1792,64,chartqa_val_104,160.428,111.274,34.779,226.829,320.552,229.389,32.055,549.941,0.291718,11.0
fa2,chartqa,1792,64,chartqa_val_105,159.415,111.296,34.803,225.92,1801.406,228.192,28.594,2029.598,0.078545,64.0
fa2,chartqa,1792,64,chartqa_val_106,154.597,111.246,34.796,220.967,739.348,223.242,27.383,962.59,0.160605,28.0
fa2,chartqa,1792,64,chartqa_val_107,154.333,111.155,34.822,220.491,1760.058,222.689,27.937,1982.747,0.077838,64.0
fa2,chartqa,1792,64,chartqa_val_108,156.126,111.66,34.888,222.496,337.688,224.791,28.141,562.479,0.277568,13.0
fa2,chartqa,1792,64,chartqa_val_109,157.659,111.238,34.829,224.327,1378.821,227.02,30.64,1605.841,0.098178,46.0
fa2,chartqa,1792,64,chartqa_val_110,154.887,111.188,34.817,221.118,501.986,223.566,27.888,725.552,0.213475,19.0
fa2,chartqa,1792,64,chartqa_val_111,155.332,111.341,34.827,221.832,1772.23,224.186,28.131,1996.415,0.077805,64.0
fa2,chartqa,1792,64,chartqa_val_112,157.67,111.642,34.865,223.954,362.024,226.269,27.848,588.293,0.268012,14.0
fa2,chartqa,1792,64,chartqa_val_113,155.813,111.249,34.79,222.094,1789.312,224.506,28.402,2013.818,0.077372,64.0
fa2,chartqa,1792,64,chartqa_val_114,157.657,111.237,34.814,223.721,367.135,226.083,30.595,593.219,0.265765,13.0
fa2,chartqa,1792,64,chartqa_val_115,154.553,111.231,34.815,220.659,1776.29,222.92,28.195,1999.21,0.077307,64.0
fa2,chartqa,1792,64,chartqa_val_116,156.797,111.15,34.778,223.077,168.601,225.438,28.1,394.039,0.397922,7.0
fa2,chartqa,1792,64,chartqa_val_117,155.689,111.362,34.839,222.115,1093.866,224.542,28.786,1318.408,0.118088,39.0
fa2,chartqa,1792,64,chartqa_val_118,157.982,112.015,34.89,228.347,868.873,230.813,27.152,1099.686,0.143661,33.0
fa2,chartqa,1792,64,chartqa_val_119,157.921,111.207,34.807,224.049,1782.0,226.879,28.286,2008.879,0.078612,64.0
fa2,chartqa,1792,64,chartqa_val_120,156.049,111.184,34.83,222.246,1018.009,224.546,27.514,1242.555,0.125587,38.0
fa2,chartqa,1792,64,chartqa_val_121,157.96,111.396,34.831,224.355,1836.652,226.614,29.153,2063.266,0.076558,64.0
fa2,chartqa,1792,64,chartqa_val_122,155.558,111.572,34.877,221.896,731.649,224.262,28.14,955.91,0.162733,27.0
fa2,chartqa,1792,64,chartqa_val_123,156.731,111.198,34.857,224.758,1808.545,227.076,28.707,2035.621,0.076994,64.0
fa2,chartqa,1792,64,chartqa_val_124,155.192,111.294,34.786,222.893,783.832,225.35,29.031,1009.182,0.15378,28.0
fa2,chartqa,1792,64,chartqa_val_125,155.002,111.23,34.811,221.584,1819.256,224.232,28.877,2043.488,0.075852,64.0
fa2,chartqa,1792,64,chartqa_val_126,159.018,111.278,34.848,225.23,596.736,227.536,29.837,824.272,0.192919,21.0
fa2,chartqa,1792,64,chartqa_val_127,156.258,112.469,34.945,222.812,991.88,225.052,28.339,1216.932,0.128403,36.0
fa2,chartqa,1792,64,chartqa_val_128,155.483,112.056,34.796,221.798,514.383,224.04,27.073,738.423,0.21056,20.0
fa2,chartqa,1792,64,chartqa_val_129,156.969,111.111,34.8,223.041,1112.001,225.253,30.054,1337.254,0.117382,38.0
fa2,chartqa,1792,64,chartqa_val_130,154.753,111.49,34.86,220.904,989.825,223.199,29.113,1213.024,0.127576,35.0
fa2,chartqa,1792,64,chartqa_val_131,156.68,111.281,34.879,223.047,1805.354,225.351,28.656,2030.705,0.077155,64.0
fa2,chartqa,1792,64,chartqa_val_132,155.079,111.183,34.771,221.45,1779.877,223.787,28.708,2003.664,0.077398,63.0
fa2,chartqa,1792,64,chartqa_val_133,155.225,111.212,34.839,221.365,1782.881,223.677,28.3,2006.558,0.077359,64.0
fa2,chartqa,1792,64,chartqa_val_134,156.159,111.611,34.787,222.549,757.85,224.872,28.069,982.722,0.158905,28.0
fa2,chartqa,1792,64,chartqa_val_135,156.427,111.556,34.837,222.886,1756.893,225.423,27.887,1982.317,0.078911,64.0
fa2,chartqa,1792,64,chartqa_val_136,157.961,111.524,34.882,224.222,581.63,226.759,27.697,808.389,0.195403,22.0
fa2,chartqa,1792,64,chartqa_val_137,161.22,111.31,34.823,228.803,687.416,231.11,27.497,918.526,0.17552,26.0
fa2,chartqa,1792,64,chartqa_val_138,158.137,111.258,34.779,224.431,750.13,226.949,27.783,977.079,0.161846,28.0
fa2,chartqa,1792,64,chartqa_val_139,154.857,111.064,34.777,221.201,755.427,223.598,26.049,979.025,0.158174,30.0
fa2,chartqa,1792,64,chartqa_val_140,155.972,111.934,34.81,222.472,820.883,224.683,29.317,1045.566,0.149174,29.0
fa2,chartqa,1792,64,chartqa_val_141,155.135,111.293,34.79,221.462,1847.952,223.799,29.333,2071.751,0.074881,64.0
fa2,chartqa,1792,64,chartqa_val_142,154.646,111.212,34.833,221.059,1004.141,223.658,28.69,1227.799,0.125954,36.0
fa2,chartqa,1792,64,chartqa_val_143,156.59,112.046,34.934,223.684,1818.097,226.477,28.859,2044.573,0.076588,64.0
fa2,chartqa,1792,64,chartqa_val_144,155.789,111.272,34.816,222.159,753.753,224.633,28.99,978.385,0.159231,27.0
fa2,chartqa,1792,64,chartqa_val_145,155.507,111.571,34.867,221.603,1338.358,224.089,27.882,1562.446,0.099528,49.0
fa2,chartqa,1792,64,chartqa_val_146,158.301,111.469,34.835,224.901,1877.494,227.358,29.801,2104.853,0.075207,64.0
fa2,chartqa,1792,64,chartqa_val_147,155.312,111.213,34.839,221.855,1758.193,224.182,27.908,1982.375,0.078347,64.0
fa2,chartqa,1792,64,chartqa_val_148,154.412,111.235,34.755,220.813,834.476,223.176,28.775,1057.652,0.145995,30.0
fa2,chartqa,1792,64,chartqa_val_149,156.724,111.298,34.862,222.87,1774.245,225.116,28.163,1999.361,0.078387,64.0
fa2,chartqa,1792,64,chartqa_val_150,154.811,111.266,34.801,221.159,627.261,223.923,29.87,851.184,0.181877,22.0
fa2,chartqa,1792,64,chartqa_val_151,155.378,111.344,34.834,221.624,1880.073,223.92,29.842,2103.993,0.073849,64.0
fa2,chartqa,1792,64,chartqa_val_152,156.495,111.415,34.877,222.751,248.481,225.546,27.609,474.027,0.33014,10.0
fa2,chartqa,1792,64,chartqa_val_153,156.123,111.225,34.817,223.133,296.54,225.697,29.654,522.237,0.298951,11.0
fa2,chartqa,1792,64,chartqa_val_154,158.847,111.276,34.821,225.527,796.733,228.121,30.644,1024.855,0.154994,27.0
fa2,chartqa,1792,64,chartqa_val_155,155.796,111.177,34.798,222.262,395.67,224.774,28.262,620.444,0.251104,15.0
fa2,chartqa,1792,64,chartqa_val_156,157.165,111.396,34.843,223.521,909.262,225.987,29.331,1135.249,0.138441,32.0
fa2,chartqa,1792,64,chartqa_val_157,155.103,111.478,34.83,221.372,1854.995,223.693,29.444,2078.689,0.074616,64.0
fa2,chartqa,1792,64,chartqa_val_158,155.025,111.13,34.811,221.142,943.732,223.443,28.598,1167.175,0.132821,34.0
fa2,chartqa,1792,64,chartqa_val_159,155.502,111.562,34.8,221.463,360.831,223.686,27.756,584.517,0.266035,14.0
fa2,chartqa,1792,64,chartqa_val_160,155.138,111.267,34.837,221.689,671.223,224.392,27.968,895.615,0.17322,25.0
fa2,chartqa,1792,64,chartqa_val_161,157.071,111.403,34.833,223.796,1817.616,226.211,28.851,2043.827,0.076851,64.0
fa2,chartqa,1792,64,chartqa_val_162,155.972,111.589,34.803,222.241,1721.905,224.892,29.185,1946.798,0.080117,60.0
fa2,chartqa,1792,64,chartqa_val_163,155.598,111.454,34.832,221.827,1811.588,224.275,28.755,2035.863,0.076428,64.0
fa2,chartqa,1792,64,chartqa_val_164,154.288,111.229,34.817,220.277,1307.923,222.544,27.828,1530.468,0.100811,48.0
fa2,chartqa,1792,64,chartqa_val_165,157.173,112.091,34.836,223.784,1111.196,226.224,30.867,1337.42,0.117519,37.0
fa2,chartqa,1792,64,chartqa_val_166,156.142,111.268,34.8,222.271,778.179,224.458,26.834,1002.636,0.155732,30.0
fa2,chartqa,1792,64,chartqa_val_167,154.666,111.241,34.796,222.966,1385.072,225.627,28.856,1610.699,0.096024,49.0
fa2,chartqa,1792,64,chartqa_val_168,163.003,111.82,34.768,229.211,272.305,233.091,27.231,505.396,0.322525,11.0
fa2,chartqa,1792,64,chartqa_val_169,155.783,111.683,34.828,222.15,1078.099,224.26,28.371,1302.359,0.119616,39.0
fa2,chartqa,1792,64,chartqa_val_170,157.626,111.17,34.829,223.967,1836.891,226.362,29.157,2063.253,0.076397,64.0
fa2,chartqa,1792,64,chartqa_val_171,155.059,111.186,34.759,221.41,1764.983,223.859,28.016,1988.842,0.077964,64.0
fa2,chartqa,1792,64,chartqa_val_172,160.327,114.112,34.856,226.785,1718.676,229.273,29.632,1947.95,0.082305,59.0
fa2,chartqa,1792,64,chartqa_val_173,158.988,112.302,34.803,227.525,1919.011,229.928,30.46,2148.939,0.073985,64.0
fa2,chartqa,1792,64,chartqa_val_174,156.715,111.394,34.858,223.239,896.38,225.758,28.012,1122.138,0.139657,33.0
