benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_e2e_ms,fa2_ttft_ms,fa2_tpot_ms,guide_ve_ms,guide_e2e_ms,guide_ttft_ms,guide_tpot_ms
docvqa,1792,32,docvqa_49544,approximated,454.943,1246.831,517.152,24.323,0.36488,161.779,953.667,223.988,24.323,158.109,949.997,220.318,24.323
docvqa,1792,32,docvqa_58694,approximated,343.782,795.806,405.604,20.537,0.431992,157.834,609.858,219.656,20.537,156.497,608.521,218.319,20.537
docvqa,1792,32,docvqa_49546,approximated,379.237,1225.759,442.281,25.273,0.30939,159.109,1005.631,222.153,25.273,156.545,1003.067,219.589,25.273
docvqa,1792,32,docvqa_395,approximated,387.499,741.088,449.866,26.475,0.522879,168.643,522.232,231.01,26.475,156.631,510.22,218.998,26.475
docvqa,1792,32,docvqa_396,approximated,357.96,975.793,419.944,26.469,0.36684,155.524,773.357,217.508,26.469,156.4,774.233,218.384,26.469
docvqa,1792,32,docvqa_397,approximated,357.972,925.071,419.947,24.054,0.386967,156.923,724.022,218.898,24.054,158.513,725.612,220.488,24.054
docvqa,1792,32,docvqa_49550,approximated,398.981,1191.485,460.847,23.569,0.33486,156.745,949.249,218.611,23.569,158.719,951.223,220.585,23.569
docvqa,1792,32,docvqa_58695,approximated,401.972,982.184,464.294,22.517,0.409263,157.093,737.305,219.415,22.517,156.626,736.838,218.948,22.517
docvqa,1792,32,docvqa_398,approximated,399.208,758.705,461.457,22.865,0.52617,155.866,515.363,218.115,22.865,156.425,515.922,218.674,22.865
docvqa,1792,32,docvqa_49555,approximated,371.342,1182.408,433.787,24.149,0.314055,159.734,970.8,222.179,24.149,156.757,967.823,219.202,24.149
docvqa,1792,32,docvqa_16789,approximated,353.547,967.513,415.605,22.996,0.365418,155.375,769.341,217.433,22.996,156.61,770.576,218.668,22.996
docvqa,1792,32,docvqa_407,approximated,369.484,751.995,432.195,24.6,0.491338,157.374,539.885,220.085,24.6,156.417,538.928,219.128,24.6
docvqa,1792,32,docvqa_49560,approximated,374.27,987.092,436.775,20.382,0.379165,160.011,772.833,222.516,20.382,156.661,769.483,219.166,20.382
docvqa,1792,32,docvqa_408,approximated,413.995,825.952,476.209,24.982,0.501234,155.48,567.437,217.694,24.982,156.548,568.505,218.762,24.982
docvqa,1792,32,docvqa_409,approximated,356.382,866.664,419.173,21.309,0.411212,157.533,667.815,220.324,21.309,156.439,666.721,219.23,21.309
docvqa,1792,32,docvqa_24505,approximated,379.133,846.524,441.271,25.328,0.447871,166.433,633.824,228.571,25.328,156.707,624.098,218.845,25.328
docvqa,1792,32,docvqa_410,approximated,395.794,1037.934,458.113,22.301,0.381328,155.467,797.607,217.786,22.301,156.699,798.839,219.018,22.301
docvqa,1792,32,docvqa_49565,approximated,398.936,768.472,461.736,25.561,0.519129,156.044,525.58,218.844,25.561,158.138,527.674,220.938,25.561
docvqa,1792,32,docvqa_16801,approximated,348.416,633.051,410.647,24.712,0.550375,165.039,449.674,227.27,24.712,156.516,441.151,218.747,24.712
docvqa,1792,32,docvqa_49569,approximated,345.169,672.788,407.12,20.436,0.513042,157.034,484.653,218.985,20.436,156.545,484.164,218.496,20.436
docvqa,1792,32,docvqa_57765,approximated,371.962,888.699,434.599,22.705,0.418546,155.753,672.49,218.39,22.705,156.672,673.409,219.309,22.705
docvqa,1792,32,docvqa_57766,approximated,387.18,808.477,449.378,22.444,0.478901,156.411,577.708,218.609,22.444,156.865,578.162,219.063,22.444
docvqa,1792,32,docvqa_57767,approximated,384.821,730.071,447.494,21.737,0.527101,155.705,500.955,218.378,21.737,156.529,501.779,219.202,21.737
docvqa,1792,32,docvqa_58700,approximated,374.435,930.206,436.744,23.498,0.402529,156.587,712.358,218.896,23.498,156.979,712.75,219.288,23.498
docvqa,1792,32,docvqa_49574,approximated,357.977,827.031,419.816,21.432,0.432846,156.97,626.024,218.809,21.432,156.565,625.619,218.404,21.432
docvqa,1792,32,docvqa_57770,approximated,400.284,787.459,463.831,23.116,0.508323,156.869,544.044,220.416,23.116,156.683,543.858,220.23,23.116
docvqa,1792,32,docvqa_57771,approximated,373.85,1203.875,436.109,24.767,0.310539,167.93,997.955,230.189,24.767,156.821,986.846,219.08,24.767
docvqa,1792,32,docvqa_49579,approximated,371.819,825.135,434.564,26.038,0.450616,176.288,629.604,239.033,26.038,156.863,610.179,219.608,26.038
docvqa,1792,32,docvqa_49577,approximated,575.171,923.891,638.181,25.974,0.622552,160.881,509.601,223.891,25.974,156.878,505.598,219.888,25.974
docvqa,1792,32,docvqa_49583,approximated,385.417,852.244,449.198,21.213,0.452238,157.181,624.008,220.962,21.213,156.571,623.398,220.352,21.213
docvqa,1792,32,docvqa_431,approximated,393.832,1066.459,457.142,22.567,0.36929,156.479,829.106,219.789,22.567,156.79,829.417,220.1,22.567
docvqa,1792,32,docvqa_58702,approximated,372.058,883.861,434.165,24.983,0.420946,169.667,681.47,231.774,24.983,156.242,668.045,218.349,24.983
docvqa,1792,32,docvqa_49586,approximated,360.92,1175.834,423.164,24.28,0.306948,155.292,970.206,217.536,24.28,156.762,971.676,219.006,24.28
docvqa,1792,32,docvqa_432,approximated,350.84,856.367,413.37,23.316,0.409684,158.728,664.255,221.258,23.316,157.053,662.58,219.583,23.316
docvqa,1792,32,docvqa_57780,approximated,356.333,794.663,418.465,23.512,0.448408,155.358,593.688,217.49,23.512,156.453,594.783,218.585,23.512
docvqa,1792,32,docvqa_57781,approximated,377.624,743.504,440.487,21.644,0.507898,157.262,523.142,220.125,21.644,156.677,522.557,219.54,21.644
docvqa,1792,32,docvqa_57782,approximated,360.864,1114.827,423.908,22.288,0.323695,154.608,908.571,217.652,22.288,158.111,912.074,221.155,22.288
docvqa,1792,32,docvqa_57783,approximated,381.632,852.549,444.715,23.99,0.447637,157.087,628.004,220.17,23.99,156.527,627.444,219.61,23.99
docvqa,1792,32,docvqa_57784,approximated,426.142,1211.094,488.643,23.305,0.351866,159.434,944.386,221.935,23.305,156.758,941.71,219.259,23.305
docvqa,1792,32,docvqa_433,approximated,390.979,817.253,453.171,20.227,0.478407,157.438,583.712,219.63,20.227,157.03,583.304,219.222,20.227
docvqa,1792,32,docvqa_16826,approximated,403.074,1140.272,465.785,21.758,0.35349,155.188,892.386,217.899,21.758,157.096,894.294,219.807,21.758
docvqa,1792,32,docvqa_57786,approximated,348.262,736.325,410.179,20.384,0.472973,157.719,545.782,219.636,20.384,156.936,544.999,218.853,20.384
docvqa,1792,32,docvqa_49595,approximated,382.517,1002.154,444.572,22.303,0.381694,155.208,774.845,217.263,22.303,156.648,776.285,218.703,22.303
docvqa,1792,32,docvqa_444,approximated,383.709,895.313,446.218,26.417,0.428575,154.342,665.946,216.851,26.417,156.597,668.201,219.106,26.417
docvqa,1792,32,docvqa_16830,approximated,343.306,896.123,405.574,22.298,0.383102,158.302,711.119,220.57,22.298,156.759,709.576,219.027,22.298
docvqa,1792,32,docvqa_16831,approximated,379.661,933.122,441.488,22.347,0.406872,173.035,726.496,234.862,22.347,157.11,710.571,218.937,22.347
docvqa,1792,32,docvqa_16832,approximated,387.734,771.741,450.159,21.439,0.502415,158.445,542.452,220.87,21.439,156.686,540.693,219.111,21.439
docvqa,1792,32,docvqa_57790,approximated,354.335,623.958,416.664,25.912,0.567883,157.498,427.121,219.827,25.912,156.608,426.231,218.937,25.912
docvqa,1792,32,docvqa_57791,approximated,375.311,1077.185,437.76,24.593,0.348419,155.99,857.864,218.439,24.593,156.829,858.703,219.278,24.593
docvqa,1792,32,docvqa_16835,approximated,372.87,968.842,435.129,28.09,0.384862,179.239,775.211,241.498,28.09,156.758,752.73,219.017,28.09
docvqa,1792,32,docvqa_450,approximated,381.625,802.419,443.817,25.614,0.475593,158.275,579.069,220.467,25.614,156.571,577.365,218.763,25.614
docvqa,1792,32,docvqa_16837,approximated,349.121,785.779,412.257,23.345,0.444299,156.543,593.201,219.679,23.345,156.577,593.235,219.713,23.345
docvqa,1792,32,docvqa_57798,approximated,500.741,1234.02,562.87,24.857,0.40578,167.085,900.364,229.214,24.857,156.947,890.226,219.076,24.857
docvqa,1792,32,docvqa_16839,approximated,435.589,954.392,498.055,25.352,0.456404,156.171,674.974,218.637,25.352,156.768,675.571,219.234,25.352
docvqa,1792,32,docvqa_57799,approximated,405.384,982.014,467.571,25.722,0.412809,172.416,749.046,234.603,25.722,156.793,733.423,218.98,25.722
docvqa,1792,32,docvqa_57800,approximated,406.071,1230.149,469.097,24.55,0.330099,156.41,980.488,219.436,24.55,156.735,980.813,219.761,24.55
docvqa,1792,32,docvqa_57801,approximated,404.399,951.165,466.819,25.492,0.425162,172.189,718.955,234.609,25.492,156.047,702.813,218.467,25.492
docvqa,1792,32,docvqa_57803,approximated,438.192,917.359,501.348,26.001,0.477667,172.642,651.809,235.798,26.001,160.101,639.268,223.257,26.001
docvqa,1792,32,docvqa_57804,approximated,382.105,627.089,444.239,20.317,0.609332,168.162,413.146,230.296,20.317,155.902,400.886,218.036,20.317
docvqa,1792,32,docvqa_57805,approximated,382.856,1171.292,444.886,23.432,0.326866,158.754,947.19,220.784,23.432,156.014,944.45,218.044,23.432
docvqa,1792,32,docvqa_49605,approximated,403.374,1002.206,465.823,26.819,0.402486,158.913,757.745,221.362,26.819,156.471,755.303,218.92,26.819
docvqa,1792,32,docvqa_57807,approximated,396.156,802.192,458.492,24.55,0.493842,155.336,561.372,217.672,24.55,159.9,565.936,222.236,24.55
docvqa,1792,32,docvqa_57808,approximated,358.569,814.898,420.308,24.662,0.440017,157.633,613.962,219.372,24.662,156.552,612.881,218.291,24.662
docvqa,1792,32,docvqa_49617,approximated,400.753,1090.462,463.26,25.088,0.367507,157.442,847.151,219.949,25.088,156.528,846.237,219.035,25.088
docvqa,1792,32,docvqa_57810,approximated,405.295,1002.979,467.45,24.342,0.404091,186.647,784.331,248.802,24.342,156.501,754.185,218.656,24.342
docvqa,1792,32,docvqa_41421,approximated,407.393,791.48,470.358,20.07,0.514722,155.73,539.817,218.695,20.07,157.38,541.467,220.345,20.07
docvqa,1792,32,docvqa_461,approximated,635.794,1524.207,698.191,26.646,0.417131,158.265,1046.678,220.662,26.646,156.538,1044.951,218.935,26.646
docvqa,1792,32,docvqa_463,approximated,372.37,1202.886,434.629,24.782,0.309564,158.832,989.348,221.091,24.782,156.444,986.96,218.703,24.782
docvqa,1792,32,docvqa_4977,approximated,380.263,681.347,442.611,21.703,0.558105,158.108,459.192,220.456,21.703,163.963,465.047,226.311,21.703
docvqa,1792,32,docvqa_57815,approximated,376.874,865.085,439.003,25.064,0.43565,165.395,653.606,227.524,25.064,156.744,644.955,218.873,25.064
docvqa,1792,32,docvqa_4978,approximated,447.382,885.858,511.141,23.42,0.505026,156.707,595.183,220.466,23.42,156.54,595.016,220.299,23.42
docvqa,1792,32,docvqa_57817,approximated,426.549,1625.548,867.049,26.155,0.262403,156.647,1355.646,597.147,26.155,156.537,1355.536,597.037,26.155
docvqa,1792,32,docvqa_41434,approximated,428.427,799.938,491.545,23.723,0.535575,169.591,541.102,232.709,23.723,157.161,528.672,220.279,23.723
docvqa,1792,32,docvqa_57819,approximated,375.666,945.764,437.898,23.085,0.397209,160.176,730.274,222.408,23.085,156.549,726.647,218.781,23.085
docvqa,1792,32,docvqa_57820,approximated,381.481,742.824,443.932,22.992,0.513555,156.819,518.162,219.27,22.992,156.797,518.14,219.248,22.992
docvqa,1792,32,docvqa_57821,approximated,407.597,771.086,470.617,23.113,0.528601,154.975,518.464,217.995,23.113,156.636,520.125,219.656,23.113
docvqa,1792,32,docvqa_57822,approximated,417.798,996.264,481.15,23.414,0.419365,155.257,733.723,218.609,23.414,156.467,734.933,219.819,23.414
docvqa,1792,32,docvqa_57823,approximated,375.714,851.625,439.134,25.781,0.441173,155.828,631.739,219.248,25.781,156.597,632.508,220.017,25.781
docvqa,1792,32,docvqa_49629,approximated,381.893,824.479,445.015,25.298,0.463193,157.906,600.492,221.028,25.298,156.845,599.431,219.967,25.298
docvqa,1792,32,docvqa_57825,approximated,355.6,779.193,417.753,25.817,0.456369,156.008,579.601,218.161,25.817,156.787,580.38,218.94,25.817
docvqa,1792,32,docvqa_57826,approximated,362.095,754.311,424.523,21.986,0.480034,159.269,551.485,221.697,21.986,157.124,549.34,219.552,21.986
docvqa,1792,32,docvqa_57827,approximated,388.252,910.383,451.692,22.935,0.426471,158.144,680.275,221.584,22.935,157.212,679.343,220.652,22.935
docvqa,1792,32,docvqa_476,approximated,401.247,668.279,463.378,22.767,0.600419,156.568,423.6,218.699,22.767,156.7,423.732,218.831,22.767
docvqa,1792,32,docvqa_4980,approximated,380.334,1149.713,442.35,26.199,0.330808,178.264,947.643,240.28,26.199,156.681,926.06,218.697,26.199
docvqa,1792,32,docvqa_57833,approximated,372.457,640.388,434.476,25.739,0.581612,156.303,424.234,218.322,25.739,156.697,424.628,218.716,25.739
docvqa,1792,32,docvqa_41449,approximated,353.127,757.381,415.175,21.388,0.466247,158.897,563.151,220.945,21.388,156.636,560.89,218.684,21.388
docvqa,1792,32,docvqa_57835,approximated,381.652,837.358,444.831,24.533,0.455781,166.818,622.524,229.997,24.533,156.699,612.405,219.878,24.533
docvqa,1792,32,docvqa_57836,approximated,410.842,727.535,473.554,23.089,0.564705,156.798,473.491,219.51,23.089,156.8,473.493,219.512,23.089
docvqa,1792,32,docvqa_57837,approximated,434.752,749.903,497.288,22.965,0.579745,156.401,471.552,218.937,22.965,156.61,471.761,219.146,22.965
docvqa,1792,32,docvqa_57838,approximated,349.117,645.581,411.274,26.034,0.540779,158.826,455.29,220.983,26.034,156.766,453.23,218.923,26.034
docvqa,1792,32,docvqa_49643,approximated,348.2,935.991,410.775,22.835,0.372012,157.991,745.782,220.566,22.835,156.579,744.37,219.154,22.835
docvqa,1792,32,docvqa_57841,approximated,353.207,597.461,415.535,20.214,0.591181,157.062,401.316,219.39,20.214,156.592,400.846,218.92,20.214
docvqa,1792,32,docvqa_57843,approximated,355.326,601.723,418.054,20.408,0.590514,156.795,403.192,219.523,20.408,156.756,403.153,219.484,20.408
docvqa,1792,32,docvqa_57844,approximated,370.479,1048.255,432.801,24.618,0.353425,158.595,836.371,220.917,24.618,157.046,834.822,219.368,24.618
docvqa,1792,32,docvqa_57845,approximated,370.118,872.96,432.049,24.495,0.42398,159.896,662.738,221.827,24.495,156.59,659.432,218.521,24.495
docvqa,1792,32,docvqa_57853,approximated,403.798,836.562,465.96,23.163,0.482688,171.999,604.763,234.161,23.163,157.117,589.881,219.279,23.163
docvqa,1792,32,docvqa_57854,approximated,384.824,977.14,447.449,25.223,0.393827,172.739,765.055,235.364,25.223,158.435,750.751,221.06,25.223
docvqa,1792,32,docvqa_57855,approximated,383.218,941.624,445.985,26.086,0.406976,177.223,735.629,239.99,26.086,156.617,715.023,219.384,26.086
docvqa,1792,32,docvqa_57857,approximated,379.397,1201.695,442.602,24.487,0.315718,157.257,979.555,220.462,24.487,156.516,978.814,219.721,24.487
docvqa,1792,32,docvqa_57858,approximated,382.025,920.034,444.306,20.684,0.415229,157.577,695.586,219.858,20.684,156.727,694.736,219.008,20.684
docvqa,1792,32,docvqa_45694,approximated,392.639,962.626,454.892,22.075,0.407884,169.814,739.801,232.067,22.075,156.488,726.475,218.741,22.075
docvqa,1792,32,docvqa_55464,approximated,393.703,5947.632,942.563,161.454,0.066195,155.392,5709.321,704.252,161.454,155.999,5709.928,704.859,161.454
docvqa,1792,32,docvqa_57880,approximated,392.573,912.698,462.91,20.445,0.430124,157.307,677.432,227.644,20.445,157.19,677.315,227.527,20.445
docvqa,1792,32,docvqa_57881,approximated,517.511,963.698,579.947,22.574,0.537005,158.236,604.423,220.672,22.574,157.106,603.293,219.542,22.574
docvqa,1792,32,docvqa_57882,approximated,409.387,1284.805,471.685,26.23,0.318638,169.034,1044.452,231.332,26.23,156.505,1031.923,218.803,26.23
docvqa,1792,32,docvqa_57883,approximated,380.618,1258.867,443.443,26.304,0.302349,157.482,1035.731,220.307,26.304,156.392,1034.641,219.217,26.304
docvqa,1792,32,docvqa_57884,approximated,378.268,798.436,440.418,25.573,0.473761,156.687,576.855,218.837,25.573,156.726,576.894,218.876,25.573
docvqa,1792,32,docvqa_57885,approximated,373.029,733.71,435.146,22.966,0.508414,155.774,516.455,217.891,22.966,158.577,519.258,220.694,22.966
docvqa,1792,32,docvqa_57886,approximated,409.949,895.01,472.732,23.46,0.458038,161.687,646.748,224.47,23.46,156.503,641.564,219.286,23.46
docvqa,1792,32,docvqa_57887,approximated,349.064,831.911,411.239,23.371,0.419593,160.29,643.137,222.465,23.371,157.87,640.717,220.045,23.371
docvqa,1792,32,docvqa_57888,approximated,408.825,1117.033,471.872,28.05,0.365992,158.193,866.401,221.24,28.05,157.183,865.391,220.23,28.05
docvqa,1792,32,docvqa_57889,approximated,377.935,821.049,441.385,29.205,0.460307,157.588,600.702,221.038,29.205,156.639,599.753,220.089,29.205
docvqa,1792,32,docvqa_57890,approximated,403.216,879.756,465.601,24.362,0.458327,158.208,634.748,220.593,24.362,156.746,633.286,219.131,24.362
docvqa,1792,32,docvqa_57891,approximated,379.984,974.011,442.898,22.13,0.390122,156.418,750.445,219.332,22.13,156.663,750.69,219.577,22.13
docvqa,1792,32,docvqa_553,approximated,370.784,805.851,433.158,28.669,0.460114,157.697,592.764,220.071,28.669,156.622,591.689,218.996,28.669
docvqa,1792,32,docvqa_554,approximated,424.999,1193.721,487.416,26.159,0.356029,155.724,924.446,218.141,26.159,156.536,925.258,218.953,26.159
docvqa,1792,32,docvqa_555,approximated,384.372,994.457,446.696,24.898,0.386515,155.168,765.253,217.492,24.898,157.154,767.239,219.478,24.898
docvqa,1792,32,docvqa_57899,approximated,405.356,938.975,468.202,26.154,0.4317,163.848,697.467,226.694,26.154,157.295,690.914,220.141,26.154
docvqa,1792,32,docvqa_57900,approximated,377.892,807.878,440.674,26.229,0.467759,157.919,587.905,220.701,26.229,156.591,586.577,219.373,26.229
docvqa,1792,32,docvqa_57901,approximated,410.782,1125.035,474.086,20.998,0.365128,154.829,869.082,218.133,20.998,156.331,870.584,219.635,20.998
docvqa,1792,32,docvqa_57902,approximated,439.504,707.815,501.862,20.595,0.62093,156.256,424.567,218.614,20.595,156.307,424.618,218.665,20.595
docvqa,1792,32,docvqa_57903,approximated,430.436,991.179,492.83,22.652,0.434267,157.137,717.88,219.531,22.652,156.431,717.174,218.825,22.652
docvqa,1792,32,docvqa_57904,approximated,347.993,1193.944,410.048,25.287,0.291465,154.706,1000.657,216.761,25.287,156.966,1002.917,219.021,25.287
docvqa,1792,32,docvqa_57905,approximated,353.02,859.44,414.844,23.4,0.410756,160.73,667.15,222.554,23.4,156.539,662.959,218.363,23.4
docvqa,1792,32,docvqa_581,approximated,396.074,756.135,459.438,24.725,0.523814,179.437,539.498,242.801,24.725,157.88,517.941,221.244,24.725
docvqa,1792,32,docvqa_582,approximated,423.302,971.512,486.193,25.543,0.435715,154.765,702.975,217.656,25.543,156.742,704.952,219.633,25.543
docvqa,1792,32,docvqa_583,approximated,444.289,894.579,507.668,27.637,0.496646,162.014,612.304,225.393,27.637,156.303,606.593,219.682,27.637
docvqa,1792,32,docvqa_57928,approximated,374.787,681.108,437.194,27.102,0.55026,158.409,464.73,220.816,27.102,156.444,462.765,218.851,27.102
docvqa,1792,32,docvqa_57929,approximated,439.912,1288.591,502.412,25.361,0.34139,157.7,1006.379,220.2,25.361,156.55,1005.229,219.05,25.361
docvqa,1792,32,docvqa_584,approximated,403.114,845.66,465.417,25.35,0.476686,159.363,601.909,221.666,25.35,156.548,599.094,218.851,25.35
docvqa,1792,32,docvqa_57931,approximated,430.249,628.37,492.61,22.627,0.684707,155.777,353.898,218.138,22.627,156.466,354.587,218.827,22.627
docvqa,1792,32,docvqa_57933,approximated,389.558,737.805,451.598,22.016,0.527996,155.459,503.706,217.499,22.016,156.5,504.747,218.54,22.016
docvqa,1792,32,docvqa_57934,approximated,438.767,905.436,500.896,22.474,0.484592,155.485,622.154,217.614,22.474,156.702,623.371,218.831,22.474
docvqa,1792,32,docvqa_596,approximated,423.694,1096.581,485.977,24.424,0.386377,155.52,828.407,217.803,24.424,156.698,829.585,218.981,24.424
docvqa,1792,32,docvqa_597,approximated,380.631,731.927,442.951,20.641,0.52004,158.567,509.863,220.887,20.641,156.612,507.908,218.932,20.641
docvqa,1792,32,docvqa_598,approximated,394.659,1307.509,457.837,27.409,0.301841,158.7,1071.55,221.878,27.409,156.404,1069.254,219.582,27.409
docvqa,1792,32,docvqa_599,approximated,369.942,1211.535,432.194,25.14,0.305349,158.911,1000.504,221.163,25.14,156.75,998.343,219.002,25.14
docvqa,1792,32,docvqa_600,approximated,402.222,745.674,464.923,28.075,0.539407,188.449,531.901,251.15,28.075,156.914,500.366,219.615,28.075
docvqa,1792,32,docvqa_601,approximated,346.774,1185.324,408.769,25.05,0.292556,159.666,998.216,221.661,25.05,156.678,995.228,218.673,25.05
docvqa,1792,32,docvqa_16981,approximated,375.803,806.213,438.303,22.994,0.466134,167.285,597.695,229.785,22.994,156.619,587.029,219.119,22.994
docvqa,1792,32,docvqa_16990,approximated,489.875,993.13,551.952,23.22,0.493264,156.246,659.501,218.323,23.22,156.596,659.851,218.673,23.22
docvqa,1792,32,docvqa_57951,approximated,488.811,758.437,551.096,25.918,0.644499,158.285,427.911,220.57,25.918,156.753,426.379,219.038,25.918
docvqa,1792,32,docvqa_57952,approximated,454.814,867.771,518.314,23.297,0.524118,155.146,568.103,218.646,23.297,156.443,569.4,219.943,23.297
docvqa,1792,32,docvqa_57954,approximated,433.254,882.781,496.939,24.115,0.490783,158.541,608.068,222.226,24.115,156.904,606.431,220.589,24.115
docvqa,1792,32,docvqa_57955,approximated,475.632,839.604,540.511,23.007,0.566496,156.392,520.364,221.271,23.007,156.533,520.505,221.412,23.007
docvqa,1792,32,docvqa_610,approximated,343.196,1132.2,405.084,23.455,0.303123,157.408,946.412,219.296,23.455,156.554,945.558,218.442,23.455
docvqa,1792,32,docvqa_611,approximated,354.093,1067.578,416.58,23.25,0.331679,158.839,872.324,221.326,23.25,156.497,869.982,218.984,23.25
docvqa,1792,32,docvqa_612,approximated,386.913,1139.705,448.667,23.829,0.339485,158.122,910.914,219.876,23.829,156.506,909.298,218.26,23.829
docvqa,1792,32,docvqa_613,approximated,395.066,1271.888,456.856,26.291,0.310614,156.665,1033.487,218.455,26.291,156.629,1033.451,218.419,26.291
docvqa,1792,32,docvqa_16999,approximated,371.111,856.085,433.504,22.241,0.433498,155.415,640.389,217.808,22.241,156.372,641.346,218.765,22.241
docvqa,1792,32,docvqa_17000,approximated,368.75,747.616,431.376,26.353,0.493235,157.225,536.091,219.851,26.353,156.696,535.562,219.322,26.353
docvqa,1792,32,docvqa_17001,approximated,378.092,625.031,440.507,23.066,0.604918,157.393,404.332,219.808,23.066,156.757,403.696,219.172,23.066
docvqa,1792,32,docvqa_57963,approximated,414.808,1274.751,477.721,25.711,0.325403,157.143,1017.086,220.056,25.711,156.877,1016.82,219.79,25.711
docvqa,1792,32,docvqa_57964,approximated,369.76,1207.458,433.207,24.976,0.30623,159.054,996.752,222.501,24.976,156.239,993.937,219.686,24.976
docvqa,1792,32,docvqa_57965,approximated,373.271,1183.03,435.968,24.099,0.315521,155.617,965.376,218.314,24.099,156.303,966.062,219.0,24.099
docvqa,1792,32,docvqa_17002,approximated,437.872,833.277,499.967,25.639,0.525482,154.917,550.322,217.012,25.639,156.252,551.657,218.347,25.639
docvqa,1792,32,docvqa_17003,approximated,401.115,999.085,463.488,22.317,0.401482,157.331,755.301,219.704,22.317,157.022,754.992,219.395,22.317
docvqa,1792,32,docvqa_17004,approximated,390.835,885.738,454.069,22.719,0.441254,160.93,655.833,224.164,22.719,156.564,651.467,219.798,22.719
docvqa,1792,32,docvqa_57969,approximated,395.666,701.662,458.563,27.011,0.563898,157.324,463.32,220.221,27.011,158.387,464.383,221.284,27.011
docvqa,1792,32,docvqa_17005,approximated,346.826,795.258,408.754,25.767,0.436118,156.655,605.087,218.583,25.767,156.191,604.623,218.119,25.767
docvqa,1792,32,docvqa_57971,approximated,381.696,912.431,444.143,22.299,0.418329,157.429,688.164,219.876,22.299,156.534,687.269,218.981,22.299
docvqa,1792,32,docvqa_17007,approximated,357.21,1044.966,419.331,24.063,0.341839,160.551,848.307,222.672,24.063,156.576,844.332,218.697,24.063
docvqa,1792,32,docvqa_57973,approximated,350.799,709.657,413.947,22.747,0.494323,154.633,513.491,217.781,22.747,156.82,515.678,219.968,22.747
docvqa,1792,32,docvqa_57974,approximated,370.094,900.842,432.454,27.552,0.410831,163.402,694.15,225.762,27.552,156.628,687.376,218.988,27.552
docvqa,1792,32,docvqa_57975,approximated,392.364,927.819,454.878,24.892,0.422888,157.355,692.81,219.869,24.892,156.34,691.795,218.854,24.892
docvqa,1792,32,docvqa_57976,approximated,381.991,856.88,443.836,24.297,0.445792,155.072,629.961,216.917,24.297,156.459,631.348,218.304,24.297
docvqa,1792,32,docvqa_57977,approximated,347.008,910.775,409.039,25.087,0.381003,157.546,721.313,219.577,25.087,156.645,720.412,218.676,25.087
docvqa,1792,32,docvqa_57978,approximated,345.855,964.914,408.478,24.193,0.358431,157.752,776.811,220.375,24.193,156.449,775.508,219.072,24.193
docvqa,1792,32,docvqa_636,approximated,372.22,1255.0,434.377,26.472,0.29659,156.816,1039.596,218.973,26.472,156.464,1039.244,218.621,26.472
docvqa,1792,32,docvqa_637,approximated,427.149,1012.652,490.433,24.868,0.421812,179.689,765.192,242.973,24.868,156.551,742.054,219.835,24.868
docvqa,1792,32,docvqa_639,approximated,375.956,1282.396,438.341,27.228,0.293167,157.999,1064.439,220.384,27.228,156.98,1063.42,219.365,27.228
docvqa,1792,32,docvqa_57985,approximated,350.989,918.434,413.425,25.25,0.38216,158.277,725.722,220.713,25.25,156.851,724.296,219.287,25.25
docvqa,1792,32,docvqa_57986,approximated,452.451,1249.279,516.681,23.632,0.36217,155.781,952.609,220.011,23.632,156.338,953.166,220.568,23.632
docvqa,1792,32,docvqa_57987,approximated,369.915,1196.187,432.56,24.633,0.309245,156.473,982.745,219.118,24.633,156.699,982.971,219.344,24.633
docvqa,1792,32,docvqa_57989,approximated,407.449,967.275,470.165,24.856,0.421233,157.288,717.114,220.004,24.856,156.752,716.578,219.468,24.856
docvqa,1792,32,docvqa_650,approximated,424.722,843.404,488.779,23.642,0.50358,158.641,577.323,222.698,23.642,156.446,575.128,220.503,23.642
docvqa,1792,32,docvqa_651,approximated,351.476,941.318,413.834,25.118,0.373387,154.752,744.594,217.11,25.118,156.406,746.248,218.764,25.118
docvqa,1792,32,docvqa_58007,approximated,360.335,993.501,423.088,25.928,0.362692,155.689,788.855,218.442,25.928,156.36,789.526,219.113,25.928
docvqa,1792,32,docvqa_58009,approximated,515.39,772.767,578.565,24.275,0.666941,155.26,412.637,218.435,24.275,156.476,413.853,219.651,24.275
docvqa,1792,32,docvqa_58018,approximated,398.042,1173.778,460.891,22.996,0.339112,167.163,942.899,230.012,22.996,156.541,932.277,219.39,22.996
docvqa,1792,32,docvqa_674,approximated,377.66,785.878,440.296,26.583,0.480558,156.871,565.089,219.507,26.583,156.521,564.739,219.157,26.583
docvqa,1792,32,docvqa_57122,approximated,378.749,784.123,441.253,26.375,0.483022,156.51,561.884,219.014,26.375,160.679,566.053,223.183,26.375
docvqa,1792,32,docvqa_58020,approximated,360.683,639.468,423.311,21.616,0.564036,156.367,435.152,218.995,21.616,156.462,435.247,219.09,21.616
