benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_e2e_ms,fa2_ttft_ms,fa2_tpot_ms,guide_ve_ms,guide_e2e_ms,guide_ttft_ms,guide_tpot_ms
chartqa,1792,256,chartqa_val_471,approximated,396.885,2789.385,459.944,21.77,0.142284,155.507,2548.007,218.566,21.77,156.051,2548.551,219.11,21.77
chartqa,1792,256,chartqa_val_472,approximated,400.564,1085.758,464.69,22.181,0.368926,155.162,840.356,219.288,22.181,155.955,841.149,220.081,22.181
chartqa,1792,256,chartqa_val_473,approximated,400.617,1575.162,463.676,23.649,0.254334,155.023,1329.568,218.082,23.649,155.873,1330.418,218.932,23.649
chartqa,1792,256,chartqa_val_474,approximated,353.014,858.196,415.379,23.306,0.411344,154.813,659.995,217.178,23.306,155.789,660.971,218.154,23.306
chartqa,1792,256,chartqa_val_475,approximated,364.437,3881.181,426.943,23.339,0.093898,156.451,3673.195,218.957,23.339,155.907,3672.651,218.413,23.339
chartqa,1792,256,chartqa_val_476,approximated,372.199,980.131,436.185,21.758,0.379744,154.352,762.284,218.338,21.758,155.982,763.914,219.968,21.758
chartqa,1792,256,chartqa_val_477,approximated,368.131,2218.155,430.873,23.211,0.165963,155.584,2005.608,218.326,23.211,155.907,2005.931,218.649,23.211
chartqa,1792,256,chartqa_val_478,approximated,388.745,697.388,451.113,22.389,0.55743,154.289,462.932,216.657,22.389,155.98,464.623,218.348,22.389
chartqa,1792,256,chartqa_val_479,approximated,392.648,1325.82,454.99,22.329,0.296155,155.374,1088.546,217.716,22.329,156.092,1089.264,218.434,22.329
chartqa,1792,256,chartqa_val_480,approximated,354.787,1167.477,416.855,24.214,0.303892,155.798,968.488,217.866,24.214,156.092,968.782,218.16,24.214
chartqa,1792,256,chartqa_val_481,approximated,360.481,973.089,422.746,25.016,0.37045,156.214,768.822,218.479,25.016,156.032,768.64,218.297,25.016
chartqa,1792,256,chartqa_val_482,approximated,363.423,1125.601,425.811,24.131,0.32287,155.248,917.426,217.636,24.131,156.258,918.436,218.646,24.131
chartqa,1792,256,chartqa_val_483,approximated,360.496,6487.967,422.757,23.785,0.055564,155.447,6282.918,217.708,23.785,156.032,6283.503,218.293,23.785
chartqa,1792,256,chartqa_val_484,approximated,383.285,1227.8,446.696,22.317,0.312172,155.206,999.721,218.617,22.317,156.051,1000.566,219.462,22.317
chartqa,1792,256,chartqa_val_485,approximated,362.921,665.998,425.478,21.865,0.544927,162.646,465.723,225.203,21.865,156.074,459.151,218.631,21.865
chartqa,1792,256,chartqa_val_486,approximated,361.105,999.872,423.598,23.051,0.361151,158.262,797.029,220.755,23.051,156.273,795.04,218.766,23.051
chartqa,1792,256,chartqa_val_487,approximated,360.298,1569.668,422.516,23.899,0.229538,158.355,1367.725,220.573,23.899,156.025,1365.395,218.243,23.899
chartqa,1792,256,chartqa_val_488,approximated,408.203,951.891,470.884,21.864,0.428833,156.32,700.008,219.001,21.864,155.923,699.611,218.604,21.864
chartqa,1792,256,chartqa_val_489,approximated,368.709,2252.396,431.495,26.013,0.163696,156.244,2039.931,219.03,26.013,156.169,2039.856,218.955,26.013
chartqa,1792,256,chartqa_val_490,approximated,361.688,713.138,423.717,22.263,0.507178,154.636,506.086,216.665,22.263,156.234,507.684,218.263,22.263
chartqa,1792,256,chartqa_val_491,approximated,514.524,5229.599,576.452,23.62,0.098387,154.92,4869.995,216.848,23.62,155.923,4870.998,217.851,23.62
chartqa,1792,256,chartqa_val_492,approximated,431.448,3385.773,494.011,23.134,0.12743,158.233,3112.558,220.796,23.134,155.976,3110.301,218.539,23.134
chartqa,1792,256,chartqa_val_493,approximated,416.05,2310.577,480.299,24.083,0.180063,157.344,2051.871,221.593,24.083,156.051,2050.578,220.3,24.083
chartqa,1792,256,chartqa_val_494,approximated,374.499,1188.721,437.529,25.903,0.315044,157.183,971.405,220.213,25.903,155.871,970.093,218.901,25.903
chartqa,1792,256,chartqa_val_495,approximated,364.763,1718.536,858.314,24.578,0.212252,158.542,1512.315,652.093,24.578,155.944,1509.717,649.495,24.578
chartqa,1792,256,chartqa_val_496,approximated,375.09,1075.378,438.764,24.485,0.348798,155.08,855.368,218.754,24.485,156.03,856.318,219.704,24.485
chartqa,1792,256,chartqa_val_497,approximated,397.263,2612.864,460.065,22.902,0.152041,155.872,2371.473,218.674,22.902,155.778,2371.379,218.58,22.902
chartqa,1792,256,chartqa_val_498,approximated,361.571,1671.275,423.744,24.461,0.216345,157.743,1467.447,219.916,24.461,156.025,1465.729,218.198,24.461
chartqa,1792,256,chartqa_val_499,approximated,371.329,6159.307,433.636,23.857,0.060288,156.219,5944.197,218.526,23.857,156.03,5944.008,218.337,23.857
chartqa,1792,32,chartqa_val_0,approximated,362.784,772.683,425.418,21.704,0.469513,155.577,565.476,218.211,21.704,156.262,566.161,218.896,21.704
chartqa,1792,32,chartqa_val_1,approximated,351.904,1066.083,414.591,21.016,0.330091,156.021,870.2,218.708,21.016,156.057,870.236,218.744,21.016
chartqa,1792,32,chartqa_val_2,approximated,365.505,4412.523,817.626,115.964,0.082834,154.863,4201.881,606.984,115.964,155.889,4202.907,608.01,115.964
chartqa,1792,32,chartqa_val_3,approximated,393.337,1565.502,857.185,22.849,0.251253,155.737,1327.902,619.585,22.849,156.026,1328.191,619.874,22.849
chartqa,1792,32,chartqa_val_4,approximated,391.343,6820.217,804.33,200.53,0.05738,155.115,6583.989,568.102,200.53,156.642,6585.516,569.629,200.53
chartqa,1792,32,chartqa_val_5,approximated,546.408,1379.895,976.55,25.209,0.395978,163.85,997.337,593.992,25.209,156.08,989.567,586.222,25.209
chartqa,1792,32,chartqa_val_6,approximated,397.173,1319.75,829.245,24.525,0.300946,154.654,1077.231,586.726,24.525,156.14,1078.717,588.212,24.525
chartqa,1792,32,chartqa_val_7,approximated,363.694,1059.108,426.402,23.434,0.343397,159.558,854.972,222.266,23.434,156.117,851.531,218.825,23.434
chartqa,1792,32,chartqa_val_8,approximated,358.97,1557.596,789.356,24.782,0.230464,154.934,1353.56,585.32,24.782,156.053,1354.679,586.439,24.782
chartqa,1792,32,chartqa_val_9,approximated,365.384,1153.813,427.969,23.414,0.316675,159.36,947.789,221.945,23.414,155.953,944.382,218.538,23.414
chartqa,1792,32,chartqa_val_10,approximated,398.366,1619.055,880.203,23.834,0.246048,155.538,1376.227,637.375,23.834,156.123,1376.812,637.96,23.834
chartqa,1792,32,chartqa_val_11,approximated,365.922,3508.0,825.018,86.548,0.104311,157.316,3299.394,616.412,86.548,156.624,3298.702,615.72,86.548
chartqa,1792,32,chartqa_val_12,approximated,361.833,941.996,425.131,22.472,0.384113,156.866,737.029,220.164,22.472,156.042,736.205,219.34,22.472
chartqa,1792,32,chartqa_val_13,approximated,352.623,1080.327,415.274,21.453,0.326404,160.254,887.958,222.905,21.453,155.865,883.569,218.516,21.453
chartqa,1792,32,chartqa_val_14,approximated,356.102,1107.457,418.322,22.23,0.321549,169.244,920.599,231.464,22.23,156.146,907.501,218.366,22.23
chartqa,1792,32,chartqa_val_15,approximated,360.651,1128.034,423.151,22.738,0.319716,156.947,924.33,219.447,22.738,156.181,923.564,218.681,22.738
chartqa,1792,32,chartqa_val_16,approximated,390.867,1149.555,453.765,22.445,0.340016,157.789,916.477,220.687,22.445,156.307,914.995,219.205,22.445
chartqa,1792,32,chartqa_val_17,approximated,393.325,1563.805,829.377,23.691,0.251518,156.483,1326.963,592.535,23.691,156.082,1326.562,592.134,23.691
chartqa,1792,32,chartqa_val_18,approximated,390.639,1136.104,849.855,22.019,0.343841,159.347,904.812,618.563,22.019,155.991,901.456,615.207,22.019
chartqa,1792,32,chartqa_val_19,approximated,389.692,1165.571,453.069,22.984,0.334336,154.345,930.224,217.722,22.984,156.075,931.954,219.452,22.984
chartqa,1792,32,chartqa_val_20,approximated,413.85,829.405,476.077,20.784,0.498973,155.722,571.277,217.949,20.784,156.582,572.137,218.809,20.784
chartqa,1792,32,chartqa_val_21,approximated,366.091,1644.876,904.656,23.878,0.222564,155.212,1433.997,693.777,23.878,155.938,1434.723,694.503,23.878
chartqa,1792,32,chartqa_val_22,approximated,366.235,1184.513,430.058,24.337,0.309186,162.041,980.319,225.864,24.337,156.069,974.347,219.892,24.337
chartqa,1792,32,chartqa_val_23,approximated,364.316,1189.211,426.643,24.599,0.306351,155.94,980.835,218.267,24.599,156.012,980.907,218.339,24.599
chartqa,1792,32,chartqa_val_24,approximated,373.163,1097.299,435.523,26.471,0.340074,155.296,879.432,217.656,26.471,156.088,880.224,218.448,26.471
chartqa,1792,32,chartqa_val_25,approximated,399.448,1195.47,462.253,23.652,0.334134,158.775,954.797,221.58,23.652,156.192,952.214,218.997,23.652
chartqa,1792,32,chartqa_val_26,approximated,401.972,1247.088,464.244,25.253,0.322328,157.455,1002.571,219.727,25.253,156.239,1001.355,218.511,25.253
chartqa,1792,32,chartqa_val_27,approximated,356.948,1137.165,419.646,23.146,0.313893,157.233,937.45,219.931,23.146,155.906,936.123,218.604,23.146
chartqa,1792,32,chartqa_val_28,approximated,401.559,1551.446,874.344,25.078,0.258829,155.299,1305.186,628.084,25.078,156.038,1305.925,628.823,25.078
chartqa,1792,32,chartqa_val_29,approximated,411.288,1234.991,474.632,24.528,0.333029,154.646,978.349,217.99,24.528,156.151,979.854,219.495,24.528
chartqa,1792,32,chartqa_val_30,approximated,388.542,1180.747,452.153,23.503,0.329065,156.281,948.486,219.892,23.503,156.138,948.343,219.749,23.503
chartqa,1792,32,chartqa_val_31,approximated,391.315,1136.953,454.552,22.013,0.344178,157.539,903.177,220.776,22.013,156.036,901.674,219.273,22.013
chartqa,1792,32,chartqa_val_32,approximated,392.664,2008.872,876.632,39.043,0.195465,155.081,1771.289,639.049,39.043,156.065,1772.273,640.033,39.043
chartqa,1792,32,chartqa_val_33,approximated,371.135,1186.974,434.758,24.265,0.312673,157.263,973.102,220.886,24.265,156.173,972.012,219.796,24.265
chartqa,1792,32,chartqa_val_34,approximated,365.339,803.704,428.372,23.458,0.454569,154.995,593.36,218.028,23.458,156.045,594.41,219.078,23.458
chartqa,1792,32,chartqa_val_35,approximated,428.877,1134.751,491.564,20.748,0.377948,154.723,860.597,217.41,20.748,157.107,862.981,219.794,20.748
chartqa,1792,32,chartqa_val_36,approximated,419.87,1255.07,483.273,24.897,0.334539,156.912,992.112,220.315,24.897,155.951,991.151,219.354,24.897
chartqa,1792,32,chartqa_val_37,approximated,365.142,1129.751,427.885,22.641,0.323206,155.796,920.405,218.539,22.641,156.349,920.958,219.092,22.641
chartqa,1792,32,chartqa_val_38,approximated,419.283,1145.188,484.628,21.308,0.366126,155.661,881.566,221.006,21.308,156.06,881.965,221.405,21.308
chartqa,1792,32,chartqa_val_39,approximated,418.643,1206.345,481.261,23.39,0.347035,158.806,946.508,221.424,23.39,156.006,943.708,218.624,23.39
chartqa,1792,32,chartqa_val_40,approximated,366.331,1190.416,429.139,24.557,0.307734,154.576,978.661,217.384,24.557,155.946,980.031,218.754,24.557
chartqa,1792,32,chartqa_val_41,approximated,391.987,1035.835,454.275,23.262,0.378426,154.793,798.641,217.081,23.262,156.014,799.862,218.302,23.262
chartqa,1792,32,chartqa_val_42,approximated,389.171,655.969,451.696,25.534,0.593277,154.731,421.529,217.256,25.534,156.335,423.133,218.86,25.534
chartqa,1792,32,chartqa_val_43,approximated,466.742,1209.514,529.174,21.946,0.385892,156.562,899.334,218.994,21.946,156.132,898.904,218.564,21.946
chartqa,1792,32,chartqa_val_44,approximated,420.633,769.548,483.726,21.986,0.546597,156.16,505.075,219.253,21.986,156.349,505.264,219.442,21.986
chartqa,1792,32,chartqa_val_45,approximated,431.748,1189.613,494.061,22.437,0.362931,154.62,912.485,216.933,22.437,156.117,913.982,218.43,22.437
chartqa,1792,32,chartqa_val_46,approximated,371.13,1214.73,433.808,25.191,0.305525,157.013,1000.613,219.691,25.191,155.992,999.592,218.67,25.191
chartqa,1792,32,chartqa_val_47,approximated,381.701,1184.381,445.243,23.843,0.322279,155.131,957.811,218.673,23.843,156.638,959.318,220.18,23.843
chartqa,1792,32,chartqa_val_48,approximated,398.434,1218.704,461.817,24.416,0.326932,158.305,978.575,221.688,24.416,156.097,976.367,219.48,24.416
chartqa,1792,32,chartqa_val_49,approximated,395.184,1203.277,457.627,24.053,0.328423,155.799,963.892,218.242,24.053,156.209,964.302,218.652,24.053
chartqa,1792,32,chartqa_val_50,approximated,365.132,1157.319,427.112,23.555,0.315498,158.482,950.669,220.462,23.555,155.959,948.146,217.939,23.555
chartqa,1792,32,chartqa_val_51,approximated,355.037,1078.129,417.363,21.315,0.329309,162.44,885.532,224.766,21.315,155.839,878.931,218.165,21.315
chartqa,1792,32,chartqa_val_52,approximated,366.317,610.679,429.48,22.65,0.599852,155.032,399.394,218.195,22.65,155.903,400.265,219.066,22.65
chartqa,1792,32,chartqa_val_53,approximated,357.072,1147.951,419.578,23.496,0.311052,157.643,948.522,220.149,23.496,155.97,946.849,218.476,23.496
chartqa,1792,32,chartqa_val_54,approximated,403.897,1200.047,466.957,23.648,0.336567,154.885,951.035,217.945,23.648,156.036,952.186,219.096,23.648
chartqa,1792,32,chartqa_val_55,approximated,419.033,1193.18,481.311,22.964,0.35119,159.485,933.632,221.763,22.964,155.912,930.059,218.19,22.964
chartqa,1792,32,chartqa_val_56,approximated,399.064,1175.261,461.699,23.018,0.339553,156.26,932.457,218.895,23.018,156.143,932.34,218.778,23.018
chartqa,1792,32,chartqa_val_57,approximated,399.67,899.869,462.194,21.884,0.444143,155.217,655.416,217.741,21.884,156.18,656.379,218.704,21.884
chartqa,1792,32,chartqa_val_58,approximated,385.23,1062.399,448.167,21.937,0.362604,154.918,832.087,217.855,21.937,156.035,833.204,218.972,21.937
chartqa,1792,32,chartqa_val_59,approximated,368.568,1161.981,431.107,23.577,0.31719,156.483,949.896,219.022,23.577,156.037,949.45,218.576,23.577
chartqa,1792,32,chartqa_val_60,approximated,380.332,1099.254,443.087,23.435,0.345991,154.83,873.752,217.585,23.435,156.366,875.288,219.121,23.435
chartqa,1792,32,chartqa_val_61,approximated,399.839,1200.647,462.095,23.824,0.33302,159.019,959.827,221.275,23.824,156.079,956.887,218.335,23.824
chartqa,1792,32,chartqa_val_62,approximated,401.828,956.279,465.422,22.312,0.4202,154.672,709.123,218.266,22.312,156.147,710.598,219.741,22.312
chartqa,1792,32,chartqa_val_63,approximated,396.926,1179.811,460.109,23.216,0.336431,154.889,937.774,218.072,23.216,155.971,938.856,219.154,23.216
chartqa,1792,32,chartqa_val_64,approximated,409.716,815.927,472.954,22.865,0.502147,158.482,564.693,221.72,22.865,155.894,562.105,219.132,22.865
chartqa,1792,32,chartqa_val_65,approximated,399.281,1273.454,462.387,26.163,0.313542,154.907,1029.08,218.013,26.163,155.97,1030.143,219.076,26.163
chartqa,1792,32,chartqa_val_66,approximated,361.212,1145.769,423.136,24.918,0.315258,154.917,939.474,216.841,24.918,156.69,941.247,218.614,24.918
chartqa,1792,32,chartqa_val_67,approximated,399.259,1188.24,461.95,23.429,0.336009,155.419,944.4,218.11,23.429,156.041,945.022,218.732,23.429
chartqa,1792,32,chartqa_val_68,approximated,412.045,686.031,475.487,23.394,0.600622,158.412,432.398,221.854,23.394,156.054,430.04,219.496,23.394
chartqa,1792,32,chartqa_val_69,approximated,366.393,1198.999,428.835,24.844,0.305583,157.062,989.668,219.504,24.844,156.141,988.747,218.583,24.844
chartqa,1792,32,chartqa_val_70,approximated,364.133,1163.568,426.653,23.771,0.312945,154.967,954.402,217.487,23.771,156.037,955.472,218.557,23.771
chartqa,1792,32,chartqa_val_71,approximated,394.173,1632.259,877.561,24.345,0.241489,155.571,1393.657,638.959,24.345,156.66,1394.746,640.048,24.345
chartqa,1792,32,chartqa_val_72,approximated,380.75,767.058,442.825,20.265,0.496377,155.448,541.756,217.523,20.265,156.21,542.518,218.285,20.265
chartqa,1792,32,chartqa_val_73,approximated,476.624,1269.469,539.254,23.555,0.375451,154.636,947.481,217.266,23.555,156.115,948.96,218.745,23.555
chartqa,1792,32,chartqa_val_74,approximated,392.117,871.148,454.081,24.533,0.450115,155.445,634.476,217.409,24.533,156.005,635.036,217.969,24.533
chartqa,1792,32,chartqa_val_75,approximated,382.077,1232.24,444.226,25.42,0.310067,155.305,1005.468,217.454,25.42,155.924,1006.087,218.073,25.42
chartqa,1792,32,chartqa_val_76,approximated,389.033,759.57,451.289,23.714,0.512176,156.111,526.648,218.367,23.714,156.208,526.745,218.464,23.714
chartqa,1792,32,chartqa_val_77,approximated,354.422,1109.871,416.576,22.364,0.319336,154.739,910.188,216.893,22.364,156.145,911.594,218.299,22.364
chartqa,1792,32,chartqa_val_78,approximated,377.576,1077.215,441.188,25.441,0.350511,156.161,855.8,219.773,25.441,157.429,857.068,221.041,25.441
chartqa,1792,32,chartqa_val_79,approximated,379.1,1048.209,441.96,24.25,0.361665,155.721,824.83,218.581,24.25,156.301,825.41,219.161,24.25
chartqa,1792,32,chartqa_val_80,approximated,510.337,1085.144,572.961,25.609,0.470295,160.89,735.697,223.514,25.609,156.38,731.187,219.004,25.609
chartqa,1792,32,chartqa_val_81,approximated,353.524,1196.369,415.953,25.175,0.295497,155.106,997.951,217.535,25.175,156.149,998.994,218.578,25.175
chartqa,1792,32,chartqa_val_82,approximated,404.799,751.484,467.489,21.846,0.538666,155.973,502.658,218.663,21.846,156.008,502.693,218.698,21.846
chartqa,1792,32,chartqa_val_83,approximated,432.776,1191.958,495.43,22.469,0.36308,175.438,934.62,238.092,22.469,156.088,915.27,218.742,22.469
chartqa,1792,32,chartqa_val_84,approximated,370.15,959.185,432.563,22.897,0.3859,156.783,745.818,219.196,22.897,156.09,745.125,218.503,22.897
chartqa,1792,32,chartqa_val_85,approximated,382.043,1176.924,445.449,23.596,0.324611,154.521,949.402,217.927,23.596,155.943,950.824,219.349,23.596
chartqa,1792,32,chartqa_val_86,approximated,395.961,1070.026,458.596,27.792,0.370048,156.444,830.509,219.079,27.792,156.034,830.099,218.669,27.792
chartqa,1792,32,chartqa_val_87,approximated,376.966,1220.666,439.562,25.197,0.30882,158.75,1002.45,221.346,25.197,155.909,999.609,218.505,25.197
chartqa,1792,32,chartqa_val_88,approximated,387.726,1186.098,450.368,23.733,0.326892,159.387,957.759,222.029,23.733,156.152,954.524,218.794,23.733
chartqa,1792,32,chartqa_val_89,approximated,365.181,1177.623,427.855,24.186,0.3101,156.345,968.787,219.019,24.186,156.187,968.629,218.861,24.186
chartqa,1792,32,chartqa_val_90,approximated,405.457,1288.99,467.685,26.494,0.314554,155.066,1038.599,217.294,26.494,156.036,1039.569,218.264,26.494
chartqa,1792,32,chartqa_val_91,approximated,414.777,1245.564,477.537,24.775,0.333004,155.236,986.023,217.996,24.775,155.978,986.765,218.738,24.775
chartqa,1792,32,chartqa_val_92,approximated,408.539,845.353,472.07,28.714,0.483276,155.983,592.797,219.514,28.714,155.926,592.74,219.457,28.714
chartqa,1792,32,chartqa_val_93,approximated,398.172,1179.058,460.542,23.178,0.337703,154.993,935.879,217.363,23.178,156.057,936.943,218.427,23.178
chartqa,1792,32,chartqa_val_94,approximated,420.911,1191.846,484.913,22.804,0.353159,156.464,927.399,220.466,22.804,156.391,927.326,220.393,22.804
chartqa,1792,32,chartqa_val_95,approximated,404.891,1199.185,468.094,23.584,0.337638,157.279,951.573,220.482,23.584,155.862,950.156,219.065,23.584
chartqa,1792,32,chartqa_val_96,approximated,367.762,1125.269,430.304,22.418,0.326821,159.182,916.689,221.724,22.418,156.261,913.768,218.803,22.418
chartqa,1792,32,chartqa_val_97,approximated,432.575,1257.601,503.652,24.321,0.343968,155.072,980.098,226.149,24.321,156.006,981.032,227.083,24.321
chartqa,1792,32,chartqa_val_98,approximated,353.718,1195.238,415.798,25.143,0.29594,155.916,997.436,217.996,25.143,156.051,997.571,218.131,25.143
chartqa,1792,32,chartqa_val_99,approximated,401.774,1232.193,464.12,24.777,0.326065,156.611,987.03,218.957,24.777,156.123,986.542,218.469,24.777
chartqa,1792,32,chartqa_val_100,approximated,393.865,1185.593,456.17,23.53,0.332209,154.579,946.307,216.884,23.53,156.067,947.795,218.372,23.53
chartqa,1792,32,chartqa_val_101,approximated,398.705,1162.005,461.893,22.584,0.343119,155.322,918.622,218.51,22.584,155.965,919.265,219.153,22.584
chartqa,1792,32,chartqa_val_102,approximated,402.765,659.957,465.901,21.562,0.610289,155.447,412.639,218.583,21.562,156.078,413.27,219.214,21.562
chartqa,1792,32,chartqa_val_103,approximated,425.307,1210.445,488.202,23.298,0.351364,155.651,940.789,218.546,23.298,155.954,941.092,218.849,23.298
chartqa,1792,32,chartqa_val_104,approximated,359.416,666.551,421.87,24.468,0.539218,160.428,467.563,222.882,24.468,155.94,463.075,218.394,24.468
chartqa,1792,32,chartqa_val_105,approximated,447.675,1270.236,510.132,24.519,0.352435,159.415,981.976,221.872,24.519,156.038,978.599,218.495,24.519
chartqa,1792,32,chartqa_val_106,approximated,389.671,1084.074,452.503,23.392,0.35945,154.597,849.0,217.429,23.392,156.034,850.437,218.866,23.392
chartqa,1792,32,chartqa_val_107,approximated,431.567,1246.512,494.339,24.264,0.34622,154.333,969.278,217.105,24.264,156.056,971.001,218.828,24.264
chartqa,1792,32,chartqa_val_108,approximated,374.055,745.912,436.96,25.746,0.501473,156.126,527.983,219.031,25.746,156.295,528.152,219.2,25.746
chartqa,1792,32,chartqa_val_109,approximated,357.032,1159.805,419.38,23.885,0.307838,157.659,960.432,220.007,23.885,156.096,958.869,218.444,23.885
chartqa,1792,32,chartqa_val_110,approximated,398.04,889.307,460.197,23.839,0.447585,154.887,646.154,217.044,23.839,156.237,647.504,218.394,23.839
chartqa,1792,32,chartqa_val_111,approximated,400.021,1223.532,462.488,24.55,0.32694,155.332,978.843,217.799,24.55,156.014,979.525,218.481,24.55
chartqa,1792,32,chartqa_val_112,approximated,411.81,805.066,476.239,25.294,0.511524,157.67,550.926,222.099,25.294,156.025,549.281,220.454,25.294
chartqa,1792,32,chartqa_val_113,approximated,417.368,1220.473,480.649,23.865,0.341972,155.813,958.918,219.094,23.865,156.027,959.132,219.308,23.865
chartqa,1792,32,chartqa_val_114,approximated,402.912,754.115,466.147,23.997,0.534285,157.657,508.86,220.892,23.997,156.111,507.314,219.346,23.997
chartqa,1792,32,chartqa_val_115,approximated,359.838,1139.51,422.735,23.122,0.315783,154.553,934.225,217.45,23.122,156.047,935.719,218.944,23.122
chartqa,1792,32,chartqa_val_116,approximated,417.858,602.055,480.034,20.337,0.694054,156.797,340.994,218.973,20.337,156.14,340.337,218.316,20.337
chartqa,1792,32,chartqa_val_117,approximated,398.236,1263.98,461.153,25.898,0.315065,155.689,1021.433,218.606,25.898,155.959,1021.703,218.876,25.898
chartqa,1792,32,chartqa_val_118,approximated,511.759,1363.601,573.787,25.478,0.3753,157.982,1009.824,220.01,25.478,156.31,1008.152,218.338,25.478
chartqa,1792,32,chartqa_val_119,approximated,395.503,1181.436,457.631,23.349,0.334765,157.921,943.854,220.049,23.349,156.094,942.027,218.222,23.349
chartqa,1792,32,chartqa_val_120,approximated,360.067,1133.24,422.764,22.919,0.317732,156.049,929.222,218.746,22.919,156.172,929.345,218.869,22.919
chartqa,1792,32,chartqa_val_121,approximated,398.006,991.093,461.161,24.088,0.401583,157.96,751.047,221.115,24.088,156.55,749.637,219.705,24.088
chartqa,1792,32,chartqa_val_122,approximated,431.833,1130.612,495.189,24.439,0.381946,155.558,854.337,218.914,24.439,156.123,854.902,219.479,24.439
chartqa,1792,32,chartqa_val_123,approximated,392.085,1598.988,839.599,24.496,0.245208,156.731,1363.634,604.245,24.496,156.095,1362.998,603.609,24.496
chartqa,1792,32,chartqa_val_124,approximated,400.307,1552.807,885.2,24.726,0.257796,155.192,1307.692,640.085,24.726,156.093,1308.593,640.986,24.726
chartqa,1792,32,chartqa_val_125,approximated,426.638,1238.196,488.878,24.172,0.344565,155.002,966.56,217.242,24.172,156.543,968.101,218.783,24.172
chartqa,1792,32,chartqa_val_126,approximated,370.217,817.069,432.31,25.651,0.453103,159.018,605.87,221.111,25.651,155.859,602.711,217.952,25.651
chartqa,1792,32,chartqa_val_127,approximated,391.873,1151.787,454.336,22.498,0.34023,156.258,916.172,218.721,22.498,155.886,915.8,218.349,22.498
chartqa,1792,32,chartqa_val_128,approximated,440.259,929.451,503.701,22.408,0.473676,155.483,644.675,218.925,22.408,156.014,645.206,219.456,22.408
chartqa,1792,32,chartqa_val_129,approximated,457.464,1291.896,519.66,24.911,0.354102,156.969,991.401,219.165,24.911,155.99,990.422,218.186,24.911
chartqa,1792,32,chartqa_val_130,approximated,365.835,1185.179,428.984,24.393,0.308675,154.753,974.097,217.902,24.393,156.005,975.349,219.154,24.393
chartqa,1792,32,chartqa_val_131,approximated,388.18,1195.258,450.923,24.011,0.324767,156.68,963.758,219.423,24.011,156.055,963.133,218.798,24.011
chartqa,1792,32,chartqa_val_132,approximated,430.026,1286.351,493.508,25.576,0.334299,155.079,1011.404,218.561,25.576,156.017,1012.342,219.499,25.576
chartqa,1792,32,chartqa_val_133,approximated,393.806,1236.175,455.831,25.172,0.318568,155.225,997.594,217.25,25.172,155.98,998.349,218.005,25.172
chartqa,1792,32,chartqa_val_134,approximated,406.782,1162.969,469.37,25.689,0.349779,156.159,912.346,218.747,25.689,155.924,912.111,218.512,25.689
chartqa,1792,32,chartqa_val_135,approximated,423.157,1196.138,486.237,22.9,0.353769,156.427,929.408,219.507,22.9,155.884,928.865,218.964,22.9
chartqa,1792,32,chartqa_val_136,approximated,356.311,896.388,418.823,22.741,0.397497,157.961,698.038,220.473,22.741,156.063,696.14,218.575,22.741
chartqa,1792,32,chartqa_val_137,approximated,416.096,1493.219,860.073,25.326,0.278657,161.22,1238.343,605.197,25.326,156.218,1233.341,600.195,25.326
chartqa,1792,32,chartqa_val_138,approximated,376.675,1074.613,439.845,23.51,0.350521,158.137,856.075,221.307,23.51,156.002,853.94,219.172,23.51
chartqa,1792,32,chartqa_val_139,approximated,374.49,1061.159,438.994,21.454,0.352906,154.857,841.526,219.361,21.454,156.065,842.734,220.569,21.454
chartqa,1792,32,chartqa_val_140,approximated,412.167,1135.54,475.105,23.587,0.36297,155.972,879.345,218.91,23.587,155.988,879.361,218.926,23.587
chartqa,1792,32,chartqa_val_141,approximated,369.585,1203.985,432.576,24.884,0.306968,155.135,989.535,218.126,24.884,155.971,990.371,218.962,24.884
chartqa,1792,32,chartqa_val_142,approximated,370.474,1236.127,433.086,25.905,0.299706,154.646,1020.299,217.258,25.905,155.933,1021.586,218.545,25.905
chartqa,1792,32,chartqa_val_143,approximated,435.908,1215.045,498.482,23.115,0.358759,156.59,935.727,219.164,23.115,155.989,935.126,218.563,23.115
chartqa,1792,32,chartqa_val_144,approximated,419.291,1130.145,483.577,24.868,0.371007,155.789,866.643,220.075,24.868,155.942,866.796,220.228,24.868
chartqa,1792,32,chartqa_val_145,approximated,355.777,1184.622,418.782,24.705,0.30033,155.507,984.352,218.512,24.705,156.384,985.229,219.389,24.705
chartqa,1792,32,chartqa_val_146,approximated,386.93,1199.126,449.952,24.167,0.322677,158.301,970.497,221.323,24.167,155.965,968.161,218.987,24.167
chartqa,1792,32,chartqa_val_147,approximated,396.022,1183.965,459.669,23.364,0.334488,155.312,943.255,218.959,23.364,156.006,943.949,219.653,23.364
chartqa,1792,32,chartqa_val_148,approximated,368.812,1102.149,431.865,23.939,0.33463,154.412,887.749,217.465,23.939,155.9,889.237,218.953,23.939
chartqa,1792,32,chartqa_val_149,approximated,393.786,1206.012,455.898,24.197,0.326519,156.724,968.95,218.836,24.197,155.881,968.107,217.993,24.197
