benchmark,resolution,sample_id,fa2_ve_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,fa2_f_vision,fa2_prefill_ms,fa2_decode_ms,guide_ve_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms,guide_f_vision,guide_prefill_ms,guide_decode_ms,ve_speedup,ttft_speedup,e2e_speedup
docvqa,1792,docvqa_49542,156.391,224.812,737.81,30.176,0.211967,222.494,512.998,156.71,225.17,767.114,31.879,0.204286,222.977,541.944,0.998,0.9984,0.9618
docvqa,1792,docvqa_49544,161.779,237.365,1068.41,27.702,0.151421,235.084,831.045,158.109,228.053,1173.24,31.506,0.134763,225.006,945.187,1.0232,1.0408,0.9106
docvqa,1792,docvqa_49546,159.109,228.027,2254.854,32.172,0.070563,225.441,2026.827,156.545,225.5,2128.767,30.211,0.073538,223.204,1903.267,1.0164,1.0112,1.0592
docvqa,1792,docvqa_49550,156.745,226.317,1854.224,31.92,0.084534,223.666,1627.906,158.719,233.164,1825.498,31.222,0.086946,230.833,1592.334,0.9876,0.9706,1.0157
docvqa,1792,docvqa_49555,159.734,232.173,1301.996,32.419,0.122684,229.642,1069.823,156.757,226.431,1185.433,29.061,0.132236,223.238,959.002,1.019,1.0254,1.0983
docvqa,1792,docvqa_49560,160.011,228.745,951.872,26.783,0.168101,226.24,723.128,156.661,226.352,1026.883,29.649,0.15256,223.355,800.531,1.0214,1.0106,0.927
docvqa,1792,docvqa_49565,156.044,224.748,610.07,32.11,0.255781,222.216,385.322,158.138,226.719,564.795,28.173,0.279991,224.28,338.075,0.9868,0.9913,1.0802
docvqa,1792,docvqa_49569,157.034,233.309,628.231,30.379,0.249962,229.861,394.922,156.545,225.151,647.808,32.512,0.241653,222.756,422.657,1.0031,1.0362,0.9698
docvqa,1792,docvqa_49574,156.97,227.291,772.636,28.702,0.203162,224.676,545.345,156.565,225.063,750.332,27.646,0.208661,222.698,525.269,1.0026,1.0099,1.0297
docvqa,1792,docvqa_49577,160.881,229.388,547.686,28.936,0.293747,227.223,318.299,156.878,225.915,572.61,31.518,0.273971,222.789,346.696,1.0255,1.0154,0.9565
docvqa,1792,docvqa_49579,176.288,253.172,686.779,28.907,0.256689,242.578,433.607,156.863,225.903,677.798,30.126,0.23143,223.162,451.895,1.1238,1.1207,1.0133
docvqa,1792,docvqa_4958,156.77,232.903,685.596,28.293,0.228662,230.112,452.693,156.547,225.227,756.427,33.2,0.206955,222.78,531.2,1.0014,1.0341,0.9064
docvqa,1792,docvqa_49583,157.181,226.087,761.193,28.164,0.206493,223.714,535.107,156.571,225.438,815.035,31.031,0.192104,223.219,589.597,1.0039,1.0029,0.9339
docvqa,1792,docvqa_49586,155.292,224.28,2200.538,31.369,0.07057,221.587,1976.258,156.762,232.696,2074.33,29.232,0.075572,230.166,1841.635,0.9906,0.9638,1.0608
docvqa,1792,docvqa_4959,157.725,227.246,386.538,31.859,0.408046,224.447,159.293,156.705,225.507,365.293,27.957,0.428986,222.993,139.786,1.0065,1.0077,1.0582
docvqa,1792,docvqa_49595,155.208,223.989,926.568,28.103,0.167508,221.569,702.579,156.648,229.956,1017.969,31.521,0.153883,226.749,788.013,0.9908,0.9741,0.9102
docvqa,1792,docvqa_49605,158.913,227.967,878.317,32.517,0.180929,225.232,650.35,156.471,225.731,859.965,31.712,0.181951,223.418,634.235,1.0156,1.0099,1.0213
docvqa,1792,docvqa_49617,157.442,228.787,1008.273,31.179,0.156151,226.068,779.486,156.528,224.855,1040.347,32.62,0.150458,222.606,815.492,1.0058,1.0175,0.9692
docvqa,1792,docvqa_49629,157.906,227.195,710.089,32.193,0.222375,224.712,482.894,156.845,226.208,701.586,31.692,0.223558,223.652,475.378,1.0068,1.0044,1.0121
docvqa,1792,docvqa_49643,157.991,226.797,918.917,30.092,0.171932,224.264,692.12,156.579,224.953,966.005,32.22,0.162089,222.619,741.052,1.009,1.0082,0.9513
docvqa,1792,docvqa_4977,158.108,226.76,533.393,27.876,0.29642,224.418,306.632,163.963,234.84,580.757,31.447,0.282326,231.453,345.917,0.9643,0.9656,0.9184
docvqa,1792,docvqa_4978,156.707,225.151,734.717,31.848,0.213289,222.969,509.566,156.54,225.207,751.698,32.906,0.208249,222.925,526.491,1.0011,0.9998,0.9774
docvqa,1792,docvqa_4980,178.264,249.717,974.901,26.859,0.182853,246.259,725.184,156.681,226.729,1109.786,32.706,0.141181,224.143,883.058,1.1378,1.1014,0.8785
docvqa,1792,docvqa_553,157.697,227.256,700.597,36.411,0.225089,224.618,473.341,156.622,225.161,643.284,32.163,0.243472,222.887,418.122,1.0069,1.0093,1.0891
docvqa,1792,docvqa_554,155.724,224.683,1110.064,32.792,0.140284,222.175,885.381,156.536,225.41,1091.196,32.066,0.143454,223.088,865.786,0.9948,0.9968,1.0173
docvqa,1792,docvqa_55464,155.392,231.392,1466.93,31.68,0.10593,228.929,1235.538,155.999,226.437,1442.019,31.169,0.108181,224.175,1215.582,0.9961,1.0219,1.0173
docvqa,1792,docvqa_555,155.168,223.976,925.326,31.88,0.16769,221.408,701.35,157.154,226.902,923.09,31.645,0.170247,223.904,696.188,0.9874,0.9871,1.0024
docvqa,1792,docvqa_57122,156.51,224.957,719.837,32.992,0.217424,222.568,494.881,160.679,233.547,587.171,27.202,0.27365,229.336,353.624,0.9741,0.9632,1.2259
docvqa,1792,docvqa_57349,155.305,226.671,546.652,31.998,0.284102,224.141,319.98,156.503,227.208,510.991,28.378,0.306273,224.866,283.782,0.9923,0.9976,1.0698
docvqa,1792,docvqa_57357,155.492,226.937,927.928,29.208,0.167569,224.206,700.991,156.656,227.452,920.085,28.86,0.170262,224.761,692.633,0.9926,0.9977,1.0085
docvqa,1792,docvqa_57364,159.224,234.334,659.31,26.561,0.241501,231.982,424.976,156.408,232.562,730.434,31.117,0.214131,230.078,497.872,1.018,1.0076,0.9026
docvqa,1792,docvqa_57366,169.84,240.867,701.273,28.775,0.242188,238.54,460.406,156.737,228.882,660.653,26.986,0.237245,226.457,431.77,1.0836,1.0524,1.0615
docvqa,1792,docvqa_57368,155.183,225.233,693.431,29.262,0.22379,222.958,468.198,156.547,227.313,667.746,27.527,0.234441,224.815,440.433,0.9913,0.9908,1.0385
docvqa,1792,docvqa_57370,154.977,223.836,999.77,29.844,0.155012,221.209,775.934,157.298,227.972,969.558,28.523,0.162237,224.26,741.586,0.9852,0.9819,1.0312
docvqa,1792,docvqa_57371,158.223,228.597,1086.039,29.567,0.145688,226.185,857.443,156.613,230.05,1054.643,28.434,0.148498,227.642,824.592,1.0103,0.9937,1.0298
docvqa,1792,docvqa_57372,156.789,227.488,954.884,30.308,0.164197,225.131,727.397,159.158,228.976,932.712,29.322,0.17064,225.297,703.736,0.9851,0.9935,1.0238
docvqa,1792,docvqa_57373,159.242,228.431,929.887,31.884,0.171248,225.667,701.457,156.65,225.737,1024.187,29.572,0.152951,223.469,798.45,1.0165,1.0119,0.9079
docvqa,1792,docvqa_57374,156.7,226.635,769.58,31.938,0.203617,224.15,542.945,156.671,234.364,745.119,30.044,0.210264,231.835,510.755,1.0002,0.967,1.0328
docvqa,1792,docvqa_57375,155.606,224.703,1160.722,30.194,0.13406,222.046,936.019,156.717,239.399,1193.968,30.793,0.131257,236.807,954.57,0.9929,0.9386,0.9722
docvqa,1792,docvqa_57376,156.53,224.954,679.886,25.274,0.230229,222.535,454.933,156.705,225.85,866.828,35.61,0.180779,223.281,640.978,0.9989,0.996,0.7843
docvqa,1792,docvqa_57386,155.028,223.634,806.46,32.379,0.192232,221.149,582.826,157.139,227.469,741.116,28.536,0.212031,223.729,513.646,0.9866,0.9831,1.0882
docvqa,1792,docvqa_57387,158.365,229.063,882.841,34.409,0.179381,226.77,653.778,156.989,227.987,766.394,28.337,0.204841,223.19,538.407,1.0088,1.0047,1.1519
docvqa,1792,docvqa_57388,156.818,225.748,819.577,31.254,0.191341,223.188,593.83,156.504,224.986,851.352,32.967,0.18383,222.714,626.365,1.002,1.0034,0.9627
docvqa,1792,docvqa_57391,172.164,244.065,547.335,30.327,0.314549,241.139,303.27,156.702,225.564,506.698,28.113,0.309262,222.975,281.134,1.0987,1.082,1.0802
docvqa,1792,docvqa_57395,158.563,229.445,608.407,27.069,0.26062,225.548,378.962,156.652,225.812,639.569,29.554,0.244933,223.212,413.758,1.0122,1.0161,0.9513
docvqa,1792,docvqa_57402,160.609,229.892,1071.263,31.162,0.149925,227.159,841.371,157.144,227.34,1183.853,30.855,0.13274,223.736,956.513,1.022,1.0112,0.9049
docvqa,1792,docvqa_57403,166.303,238.06,1245.662,32.503,0.133506,232.936,1007.601,156.566,226.1,1113.739,28.634,0.140577,223.791,887.639,1.0622,1.0529,1.1185
docvqa,1792,docvqa_57404,156.203,229.723,1051.23,30.426,0.14859,227.157,821.508,157.006,231.218,1050.585,30.347,0.149446,227.799,819.367,0.9949,0.9935,1.0006
docvqa,1792,docvqa_57407,156.093,225.627,869.236,32.18,0.179575,222.895,643.609,156.685,225.934,1296.474,32.441,0.120855,223.446,1070.54,0.9962,0.9986,0.6705
docvqa,1792,docvqa_57409,156.467,225.146,489.334,26.419,0.319754,222.627,264.189,156.683,225.384,499.872,27.449,0.313446,222.807,274.488,0.9986,0.9989,0.9789
docvqa,1792,docvqa_57410,155.412,224.392,689.261,29.054,0.225475,221.676,464.869,156.607,225.99,693.273,29.205,0.225896,223.575,467.283,0.9924,0.9929,0.9942
docvqa,1792,docvqa_57411,154.396,223.124,1023.877,28.598,0.150795,220.609,800.753,156.426,225.488,1085.806,30.726,0.144064,222.982,860.319,0.987,0.9895,0.943
docvqa,1792,docvqa_57413,158.836,227.814,1224.85,32.162,0.129678,225.133,997.036,156.48,226.033,1283.869,30.224,0.121882,223.763,1057.837,1.0151,1.0079,0.954
docvqa,1792,docvqa_57414,155.241,223.963,800.195,32.013,0.194005,221.61,576.231,156.54,227.365,818.986,32.868,0.191139,225.098,591.621,0.9917,0.985,0.9771
docvqa,1792,docvqa_57415,163.842,232.658,895.521,31.565,0.182957,230.107,662.863,156.715,226.447,984.524,30.323,0.159179,223.812,758.077,1.0455,1.0274,0.9096
docvqa,1792,docvqa_57416,156.934,231.521,739.371,29.873,0.212254,229.078,507.849,156.704,225.44,794.06,33.448,0.197346,222.994,568.62,1.0015,1.027,0.9311
docvqa,1792,docvqa_57417,154.826,224.05,726.285,35.874,0.213175,221.388,502.235,156.559,226.408,701.067,33.904,0.223315,223.469,474.659,0.9889,0.9896,1.036
docvqa,1792,docvqa_57418,159.335,228.252,702.876,31.642,0.22669,225.7,474.624,156.677,225.871,708.16,32.153,0.221245,223.185,482.289,1.017,1.0105,0.9925
docvqa,1792,docvqa_57428,155.606,224.684,767.088,33.9,0.202853,222.077,542.404,156.647,225.208,803.38,36.136,0.194985,223.012,578.172,0.9934,0.9977,0.9548
docvqa,1792,docvqa_57431,155.953,224.733,748.574,30.814,0.208334,222.339,523.84,156.899,225.788,804.725,28.947,0.194972,223.23,578.937,0.994,0.9953,0.9302
docvqa,1792,docvqa_57439,159.233,228.307,1854.572,31.274,0.08586,225.819,1626.265,156.802,226.181,1866.094,31.537,0.084027,223.31,1639.913,1.0155,1.0094,0.9938
docvqa,1792,docvqa_57440,172.264,245.066,724.608,29.971,0.237734,238.822,479.542,156.633,225.588,727.92,31.396,0.215179,222.981,502.332,1.0998,1.0863,0.9955
docvqa,1792,docvqa_57449,155.222,223.659,486.531,26.287,0.319038,221.367,262.871,156.599,225.205,526.006,30.08,0.297713,222.84,300.801,0.9912,0.9931,0.925
docvqa,1792,docvqa_57452,163.007,232.003,701.908,31.327,0.232235,229.409,469.904,156.838,225.751,682.119,30.425,0.229927,223.183,456.368,1.0393,1.0277,1.029
docvqa,1792,docvqa_57454,189.34,258.217,2017.204,31.41,0.093863,255.865,1758.988,156.492,225.389,1946.614,30.736,0.080392,222.825,1721.224,1.2099,1.1457,1.0363
docvqa,1792,docvqa_57475,156.882,225.733,699.385,31.577,0.224314,223.234,473.652,157.127,226.939,640.568,27.575,0.245293,223.444,413.628,0.9984,0.9947,1.0918
docvqa,1792,docvqa_57476,155.922,226.247,920.096,31.539,0.169463,223.608,693.849,156.74,226.76,871.09,29.288,0.179936,223.216,644.33,0.9948,0.9977,1.0563
docvqa,1792,docvqa_57515,166.949,236.216,708.952,27.808,0.235488,233.136,472.736,156.648,225.543,732.287,29.808,0.213916,223.243,506.743,1.0658,1.0473,0.9681
docvqa,1792,docvqa_57517,173.929,244.812,531.988,31.908,0.326942,241.314,287.176,157.02,226.483,516.441,32.218,0.304043,223.205,289.958,1.1077,1.0809,1.0301
docvqa,1792,docvqa_57519,156.829,225.094,489.783,26.469,0.3202,222.74,264.689,156.642,225.914,540.912,31.5,0.289589,222.92,314.998,1.0012,0.9964,0.9055
docvqa,1792,docvqa_57521,155.658,225.553,636.773,31.632,0.244448,223.167,411.22,156.879,225.25,612.215,29.767,0.256248,223.046,386.965,0.9922,1.0013,1.0401
docvqa,1792,docvqa_57523,155.83,224.54,653.172,28.575,0.238574,222.416,428.631,156.457,225.223,665.448,29.348,0.235116,223.058,440.225,0.996,0.997,0.9816
docvqa,1792,docvqa_57524,157.533,225.713,625.564,28.561,0.251826,223.548,399.851,156.649,225.784,658.451,30.905,0.237905,223.09,432.667,1.0056,0.9997,0.9501
docvqa,1792,docvqa_57525,171.47,242.474,945.062,29.274,0.181438,239.198,702.588,156.678,226.813,955.141,30.347,0.164036,224.361,728.329,1.0944,1.069,0.9894
docvqa,1792,docvqa_57526,156.003,224.639,575.204,35.056,0.271214,222.407,350.565,156.531,225.193,534.947,30.975,0.292611,222.824,309.754,0.9966,0.9975,1.0753
docvqa,1792,docvqa_57527,156.802,225.363,785.11,32.926,0.199719,223.067,559.747,156.491,224.925,751.854,30.996,0.20814,222.628,526.929,1.002,1.0019,1.0442
docvqa,1792,docvqa_57528,158.86,227.342,1018.771,28.265,0.155933,225.038,791.429,156.559,226.024,1031.714,28.775,0.151746,223.695,805.69,1.0147,1.0058,0.9875
docvqa,1792,docvqa_57529,155.39,223.957,1084.363,29.669,0.143301,221.712,860.406,156.871,225.721,1103.206,30.258,0.142195,223.403,877.485,0.9906,0.9922,0.9829
docvqa,1792,docvqa_57530,156.822,225.608,519.88,29.427,0.301651,223.005,294.272,156.93,233.17,538.204,30.503,0.29158,228.958,305.034,0.9993,0.9676,0.966
docvqa,1792,docvqa_57531,156.38,225.508,760.191,35.645,0.205712,222.897,534.682,156.732,226.348,722.819,33.098,0.216834,223.545,496.471,0.9978,0.9963,1.0517
docvqa,1792,docvqa_57532,154.887,225.515,949.147,32.892,0.163185,222.948,723.632,156.567,227.043,829.804,27.398,0.188679,224.634,602.761,0.9893,0.9933,1.1438
docvqa,1792,docvqa_57533,155.831,228.281,781.575,30.739,0.199381,225.909,553.294,156.611,225.776,765.327,29.975,0.204633,222.827,539.551,0.995,1.0111,1.0212
docvqa,1792,docvqa_57537,156.93,225.828,815.751,31.049,0.192375,223.254,589.923,156.648,225.466,755.792,27.912,0.207263,223.042,530.326,1.0018,1.0016,1.0793
docvqa,1792,docvqa_57539,160.069,229.116,847.147,32.528,0.18895,226.474,618.03,156.62,225.909,783.6,29.352,0.199872,223.589,557.69,1.022,1.0142,1.0811
docvqa,1792,docvqa_57540,155.626,225.902,849.881,32.841,0.183115,223.211,623.978,156.814,225.853,832.833,31.946,0.18829,223.088,606.979,0.9924,1.0002,1.0205
docvqa,1792,docvqa_57543,155.437,225.682,810.661,30.788,0.191741,223.047,584.979,156.734,229.776,789.094,29.438,0.198626,227.301,559.318,0.9917,0.9822,1.0273
docvqa,1792,docvqa_57550,155.395,225.09,459.322,29.279,0.338314,222.022,234.232,157.061,227.255,473.733,30.81,0.331539,223.674,246.477,0.9894,0.9905,0.9696
docvqa,1792,docvqa_57557,166.093,242.888,1867.97,27.085,0.088916,238.749,1625.082,156.518,225.481,945.274,28.792,0.16558,223.122,719.793,1.0612,1.0772,1.9761
docvqa,1792,docvqa_57562,157.335,226.433,533.046,30.661,0.295162,223.729,306.613,157.013,226.045,532.62,30.658,0.294794,223.06,306.575,1.0021,1.0017,1.0008
docvqa,1792,docvqa_57564,155.534,224.455,2059.212,29.123,0.075531,221.72,1834.757,156.789,225.549,2112.898,29.958,0.074206,223.081,1887.349,0.992,0.9951,0.9746
docvqa,1792,docvqa_57566,155.922,224.605,676.312,28.232,0.230548,222.294,451.707,156.69,228.16,696.422,29.266,0.224994,225.857,468.262,0.9951,0.9844,0.9711
docvqa,1792,docvqa_57733,160.284,229.409,1045.181,32.631,0.153356,227.028,815.772,156.52,225.601,1028.115,32.101,0.15224,223.101,802.514,1.024,1.0169,1.0166
docvqa,1792,docvqa_57765,155.753,224.246,803.21,30.472,0.193913,221.907,578.965,156.672,225.177,809.949,29.239,0.193435,222.924,584.771,0.9941,0.9959,0.9917
docvqa,1792,docvqa_57766,156.411,227.846,716.644,30.55,0.218255,225.265,488.798,156.865,225.997,745.636,32.477,0.210378,223.188,519.639,0.9971,1.0082,0.9611
docvqa,1792,docvqa_57767,155.705,224.754,643.983,32.248,0.241784,222.499,419.229,156.529,225.245,672.5,34.404,0.232756,222.772,447.255,0.9947,0.9978,0.9576
docvqa,1792,docvqa_57770,156.869,225.519,667.891,31.598,0.234872,223.093,442.373,156.683,225.553,610.866,27.522,0.256494,223.038,385.313,1.0012,0.9998,1.0934
docvqa,1792,docvqa_57771,167.93,238.117,2151.475,32.43,0.078053,234.871,1913.358,156.821,225.521,1955.202,29.317,0.080207,223.351,1729.681,1.0708,1.0559,1.1004
docvqa,1792,docvqa_57780,155.358,229.28,730.187,31.307,0.212765,227.05,500.906,156.453,225.215,726.146,33.395,0.215457,222.836,500.931,0.993,1.018,1.0056
docvqa,1792,docvqa_57781,157.262,232.193,591.106,25.637,0.266047,229.962,358.913,156.677,225.95,672.303,31.882,0.233044,223.431,446.353,1.0037,1.0276,0.8792
docvqa,1792,docvqa_57782,154.608,222.815,2066.579,29.266,0.074814,220.663,1843.764,158.111,232.662,2104.033,29.704,0.075147,228.122,1871.371,0.9778,0.9577,0.9822
docvqa,1792,docvqa_57783,157.087,226.594,762.911,31.548,0.205905,223.734,536.317,156.527,224.871,729.661,29.694,0.21452,222.615,504.79,1.0036,1.0077,1.0456
docvqa,1792,docvqa_57784,159.434,228.142,1754.589,33.184,0.090867,225.641,1526.447,156.758,224.956,1576.774,30.04,0.099417,222.812,1351.818,1.0171,1.0142,1.1128
docvqa,1792,docvqa_57786,157.719,227.001,898.161,33.558,0.175602,224.098,671.16,156.936,227.565,728.937,31.336,0.215294,224.552,501.372,1.005,0.9975,1.2322
docvqa,1792,docvqa_57790,157.498,225.971,435.342,26.171,0.361781,223.463,209.371,156.608,225.069,456.824,28.969,0.34282,222.841,231.756,1.0057,1.004,0.953
docvqa,1792,docvqa_57791,155.99,230.555,982.389,28.917,0.158786,228.297,751.834,156.829,226.13,1058.184,32.002,0.148206,223.368,832.054,0.9947,1.0196,0.9284
docvqa,1792,docvqa_57798,167.085,236.491,1016.646,28.895,0.16435,233.374,780.156,156.947,226.51,1038.923,30.089,0.151067,223.37,812.413,1.0646,1.0441,0.9786
docvqa,1792,docvqa_57799,172.416,242.958,787.284,27.216,0.219001,240.31,544.326,156.793,225.676,875.039,32.468,0.179185,223.251,649.362,1.0996,1.0766,0.8997
docvqa,1792,docvqa_57800,156.41,230.9,1275.956,33.711,0.122583,228.585,1045.056,156.735,228.747,1133.527,29.186,0.138272,226.406,904.78,0.9979,1.0094,1.1257
docvqa,1792,docvqa_57801,172.189,241.029,865.296,32.856,0.198994,238.596,624.267,156.047,225.865,810.915,30.792,0.192433,223.426,585.05,1.1034,1.0671,1.0671
docvqa,1792,docvqa_57803,172.642,242.058,696.484,28.402,0.247877,238.689,454.426,160.101,234.948,725.617,30.667,0.220642,232.502,490.669,1.0783,1.0303,0.9599
docvqa,1792,docvqa_57804,168.162,237.985,519.695,31.301,0.323579,235.469,281.71,155.902,224.739,512.413,31.964,0.304251,222.322,287.674,1.0786,1.0589,1.0142
docvqa,1792,docvqa_57805,158.754,227.397,1621.569,31.686,0.097901,225.028,1394.172,156.014,225.287,1581.262,30.818,0.098664,222.45,1355.976,1.0176,1.0094,1.0255
docvqa,1792,docvqa_57807,155.336,226.348,744.524,37.013,0.208638,223.825,518.175,159.9,230.179,631.846,28.69,0.253068,226.909,401.667,0.9715,0.9834,1.1783
docvqa,1792,docvqa_57808,157.633,226.432,704.514,29.88,0.223747,223.839,478.082,156.552,225.095,665.285,27.512,0.235316,222.816,440.19,1.0069,1.0059,1.059
docvqa,1792,docvqa_57810,186.647,254.998,925.285,30.468,0.201719,252.711,670.286,156.501,224.991,877.879,29.677,0.178271,222.632,652.888,1.1926,1.1334,1.054
docvqa,1792,docvqa_57815,165.395,233.998,713.745,28.22,0.231728,231.813,479.747,156.744,225.501,754.598,31.123,0.207719,223.209,529.097,1.0552,1.0377,0.9459
docvqa,1792,docvqa_57817,156.647,227.367,1067.277,27.997,0.146773,224.964,839.91,156.537,231.827,1099.072,29.905,0.142427,229.347,867.245,1.0007,0.9808,0.9711
docvqa,1792,docvqa_57819,160.176,230.36,957.274,33.042,0.167325,227.654,726.914,156.549,225.132,921.061,31.633,0.169966,222.887,695.929,1.0232,1.0232,1.0393
docvqa,1792,docvqa_57820,156.819,225.703,663.481,33.675,0.236358,223.226,437.778,156.797,227.328,586.397,27.621,0.267391,224.638,359.069,1.0001,0.9929,1.1315
docvqa,1792,docvqa_57821,154.975,223.597,696.686,36.391,0.222446,221.274,473.089,156.636,226.26,656.991,33.133,0.238414,223.767,430.731,0.9894,0.9882,1.0604
docvqa,1792,docvqa_57822,155.257,223.949,926.052,31.914,0.167654,221.607,702.103,156.467,225.226,864.708,29.067,0.180948,222.786,639.482,0.9923,0.9943,1.0709
docvqa,1792,docvqa_57823,155.828,224.842,752.871,33.002,0.206978,222.114,528.029,156.597,227.188,729.365,31.386,0.214703,224.609,502.177,0.9951,0.9897,1.0322
docvqa,1792,docvqa_57825,156.008,224.962,747.235,32.642,0.20878,222.472,522.273,156.787,227.497,616.135,27.76,0.254468,225.032,388.638,0.995,0.9889,1.2128
docvqa,1792,docvqa_57826,159.269,230.923,719.102,32.545,0.221483,228.092,488.179,157.124,227.555,642.564,27.667,0.244526,223.45,415.009,1.0137,1.0148,1.1191
docvqa,1792,docvqa_57827,158.144,227.002,881.63,32.731,0.179377,224.484,654.628,157.212,227.008,854.365,31.368,0.18401,223.633,627.358,1.0059,1.0,1.0319
docvqa,1792,docvqa_57833,156.303,224.852,492.772,33.49,0.317192,222.571,267.921,156.697,226.391,498.361,33.996,0.314425,224.088,271.969,0.9975,0.9932,0.9888
docvqa,1792,docvqa_57835,166.818,236.766,762.696,32.871,0.218722,233.522,525.93,156.699,232.066,709.448,29.836,0.220874,229.389,477.382,1.0646,1.0203,1.0751
docvqa,1792,docvqa_57836,156.798,226.493,614.085,35.236,0.255336,224.056,387.592,156.8,225.845,593.479,33.421,0.264205,223.008,367.633,1.0,1.0029,1.0347
docvqa,1792,docvqa_57837,156.401,227.213,595.793,33.507,0.262508,224.224,368.58,156.61,227.14,572.816,31.425,0.273404,224.316,345.675,0.9987,1.0003,1.0401
docvqa,1792,docvqa_57838,158.826,228.013,542.82,34.979,0.292594,225.336,314.807,156.766,227.719,483.602,28.431,0.324164,225.109,255.883,1.0131,1.0013,1.1225
docvqa,1792,docvqa_57841,157.062,226.34,561.499,37.24,0.279718,223.639,335.158,156.592,225.835,476.102,27.808,0.328904,223.055,250.268,1.003,1.0022,1.1794
docvqa,1792,docvqa_57843,156.795,225.173,544.142,35.441,0.28815,222.857,318.969,156.756,225.92,499.6,30.409,0.313763,223.269,273.679,1.0002,0.9967,1.0892
docvqa,1792,docvqa_57844,158.595,227.257,980.665,30.136,0.161722,225.06,753.408,157.046,226.872,914.171,27.492,0.17179,223.762,687.3,1.0099,1.0017,1.0727
docvqa,1792,docvqa_57845,159.896,229.991,776.438,30.358,0.205935,227.457,546.446,156.59,225.995,832.476,33.693,0.188102,223.474,606.481,1.0211,1.0177,0.9327
docvqa,1792,docvqa_57853,171.999,243.134,662.539,26.213,0.259606,238.051,419.405,157.117,226.636,681.104,28.404,0.23068,223.366,454.468,1.0947,1.0728,0.9727
docvqa,1792,docvqa_57854,172.739,242.911,790.486,26.075,0.218523,239.009,547.575,158.435,236.139,868.753,30.124,0.182371,233.936,632.614,1.0903,1.0287,0.9099
docvqa,1792,docvqa_57855,177.223,246.352,759.796,27.023,0.233251,243.341,513.444,156.617,234.01,808.261,30.224,0.19377,231.775,574.251,1.1316,1.0527,0.94
docvqa,1792,docvqa_57857,157.257,226.716,1123.504,28.025,0.13997,224.254,896.788,156.516,224.639,1239.609,31.718,0.126263,222.438,1014.97,1.0047,1.0092,0.9063
docvqa,1792,docvqa_57858,157.577,226.292,902.077,29.382,0.174682,223.604,675.785,156.727,225.654,963.754,32.091,0.162621,223.414,738.1,1.0054,1.0028,0.936
docvqa,1792,docvqa_57880,157.307,226.254,885.413,29.962,0.177665,223.723,659.159,157.19,228.357,909.935,30.981,0.172748,223.457,681.578,1.0007,0.9908,0.9731
docvqa,1792,docvqa_57881,158.236,227.409,718.328,28.878,0.220284,225.121,490.919,157.106,225.884,777.993,32.477,0.201937,223.506,552.109,1.0072,1.0068,0.9233
docvqa,1792,docvqa_57882,169.034,238.906,1338.336,31.412,0.126301,235.506,1099.43,156.505,226.826,779.945,32.536,0.200661,223.203,553.12,1.0801,1.0533,1.7159
docvqa,1792,docvqa_57883,157.482,226.377,1240.365,28.971,0.126964,223.775,1013.988,156.392,226.3,1234.042,28.793,0.126732,223.93,1007.742,1.007,1.0003,1.0051
docvqa,1792,docvqa_57884,156.687,229.409,660.771,30.812,0.237128,227.031,431.362,156.726,225.519,656.208,30.763,0.238835,223.096,430.689,0.9998,1.0172,1.007
docvqa,1792,docvqa_57885,155.774,224.285,683.048,35.289,0.228057,222.091,458.763,158.577,231.282,588.404,27.471,0.269504,227.884,357.122,0.9823,0.9697,1.1608
docvqa,1792,docvqa_57886,161.687,230.265,694.819,25.809,0.232704,227.843,464.554,156.503,225.048,776.979,30.663,0.201425,222.801,551.931,1.0331,1.0232,0.8943
docvqa,1792,docvqa_57887,160.29,230.338,771.562,30.068,0.207748,226.859,541.224,157.87,233.46,775.932,30.137,0.203458,230.359,542.472,1.0153,0.9866,0.9944
docvqa,1792,docvqa_57888,158.193,227.047,950.994,31.476,0.166345,224.589,723.947,157.183,235.248,870.8,27.633,0.180504,232.036,635.552,1.0064,0.9651,1.0921
docvqa,1792,docvqa_57889,157.588,226.443,658.861,33.263,0.239183,223.849,432.419,156.639,228.447,666.183,33.672,0.235129,226.227,437.736,1.0061,0.9912,0.989
docvqa,1792,docvqa_57890,158.208,226.711,823.838,35.125,0.192037,224.524,597.127,156.746,225.302,765.854,31.797,0.204668,223.077,540.552,1.0093,1.0063,1.0757
docvqa,1792,docvqa_57891,156.418,225.339,949.515,30.174,0.164734,222.899,724.175,156.663,225.339,1013.78,32.852,0.154534,223.025,788.441,0.9984,1.0,0.9366
docvqa,1792,docvqa_57899,163.848,233.814,772.271,29.914,0.212164,231.308,538.457,157.295,227.742,833.461,33.651,0.188725,224.192,605.718,1.0417,1.0267,0.9266
docvqa,1792,docvqa_57900,157.919,226.437,638.494,29.433,0.24733,224.195,412.056,156.591,230.037,732.955,27.94,0.213644,227.808,502.918,1.0085,0.9844,0.8711
docvqa,1792,docvqa_57901,154.829,223.612,1294.177,32.441,0.119635,221.127,1070.565,156.331,224.881,1265.568,31.536,0.123527,222.66,1040.687,0.9904,0.9944,1.0226
