benchmark,resolution,sample_id,fa2_ve_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,fa2_f_vision,fa2_prefill_ms,fa2_decode_ms,guide_ve_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms,guide_f_vision,guide_prefill_ms,guide_decode_ms,ve_speedup,ttft_speedup,e2e_speedup
chartqa,1792,chartqa_val_404,157.162,225.846,1105.306,29.315,0.142188,223.653,879.46,155.986,224.59,1129.076,30.15,0.138154,222.286,904.486,1.0075,1.0056,0.9789
chartqa,1792,chartqa_val_405,155.346,224.429,2022.643,28.543,0.076804,221.982,1798.214,155.99,224.357,2077.156,29.41,0.075098,222.099,1852.8,0.9959,1.0003,0.9738
chartqa,1792,chartqa_val_406,155.907,227.513,783.465,30.886,0.198997,225.055,555.951,156.127,224.713,803.418,32.15,0.194329,222.435,578.705,0.9986,1.0125,0.9752
chartqa,1792,chartqa_val_407,157.286,226.185,1992.22,28.032,0.07895,223.662,1766.035,156.044,224.347,2026.599,28.607,0.076998,222.137,1802.253,1.008,1.0082,0.983
chartqa,1792,chartqa_val_408,161.023,230.001,1087.116,28.571,0.148119,227.338,857.115,155.888,224.122,1074.118,28.333,0.145131,221.909,849.996,1.0329,1.0262,1.0121
chartqa,1792,chartqa_val_409,157.845,234.445,2034.075,28.566,0.0776,232.107,1799.629,156.333,225.902,1970.075,27.685,0.079354,222.477,1744.172,1.0097,1.0378,1.0325
chartqa,1792,chartqa_val_41,154.793,223.191,890.548,26.694,0.173817,220.973,667.358,156.014,224.56,935.151,28.424,0.166833,222.2,710.591,0.9922,0.9939,0.9523
chartqa,1792,chartqa_val_410,157.937,226.916,905.41,27.14,0.174436,224.337,678.495,156.037,224.74,1158.126,28.284,0.134732,222.347,933.386,1.0122,1.0097,0.7818
chartqa,1792,chartqa_val_411,158.509,226.767,1982.184,27.864,0.079967,224.659,1755.417,156.072,224.37,2063.626,29.195,0.07563,222.124,1839.256,1.0156,1.0107,0.9605
chartqa,1792,chartqa_val_412,156.4,225.109,467.809,34.671,0.334324,222.878,242.7,156.003,224.24,420.843,28.086,0.370692,222.002,196.603,1.0025,1.0039,1.1116
chartqa,1792,chartqa_val_413,158.109,227.112,2057.698,29.057,0.076838,224.722,1830.587,156.025,224.697,2010.135,28.34,0.077619,222.491,1785.438,1.0134,1.0107,1.0237
chartqa,1792,chartqa_val_414,154.526,223.199,847.637,28.384,0.182303,220.82,624.439,156.21,225.056,819.896,27.038,0.190524,222.488,594.841,0.9892,0.9917,1.0338
chartqa,1792,chartqa_val_415,156.956,225.554,2062.542,29.159,0.076098,223.289,1836.988,156.214,232.315,2118.222,29.935,0.073748,229.658,1885.907,1.0047,0.9709,0.9737
chartqa,1792,chartqa_val_416,156.655,225.527,923.202,29.07,0.169686,222.928,697.675,156.03,225.152,916.052,28.787,0.170329,222.331,690.9,1.004,1.0017,1.0078
chartqa,1792,chartqa_val_417,160.025,228.429,2071.651,29.257,0.077245,226.254,1843.221,156.083,225.19,2041.521,28.831,0.076454,222.973,1816.33,1.0253,1.0144,1.0148
chartqa,1792,chartqa_val_418,157.081,229.881,1450.004,29.051,0.108331,227.538,1220.123,155.93,225.036,1482.55,29.941,0.105177,222.428,1257.513,1.0074,1.0215,0.978
chartqa,1792,chartqa_val_419,156.608,225.346,2016.762,28.435,0.077653,222.971,1791.416,155.85,224.612,2121.243,30.105,0.073471,222.172,1896.631,1.0049,1.0033,0.9507
chartqa,1792,chartqa_val_42,154.731,222.976,439.931,27.119,0.351718,220.823,216.955,156.335,225.081,456.645,28.945,0.342357,222.538,231.564,0.9897,0.9906,0.9634
chartqa,1792,chartqa_val_420,155.093,236.631,1428.351,27.714,0.108582,234.0,1191.72,156.183,225.343,1491.661,29.449,0.104704,223.033,1266.318,0.993,1.0501,0.9576
chartqa,1792,chartqa_val_421,155.083,223.612,1995.943,28.132,0.077699,221.459,1772.331,156.198,225.243,2137.025,30.346,0.073091,222.535,1911.782,0.9929,0.9928,0.934
chartqa,1792,chartqa_val_422,155.561,224.639,1931.679,27.096,0.080531,222.203,1707.04,156.175,224.774,2136.638,30.347,0.073094,222.437,1911.864,0.9961,0.9994,0.9041
chartqa,1792,chartqa_val_423,157.619,226.077,1978.989,27.824,0.079646,223.767,1752.911,156.311,226.068,2171.141,30.874,0.071995,223.111,1945.073,1.0084,1.0,0.9115
chartqa,1792,chartqa_val_424,154.741,223.021,601.844,27.059,0.257111,220.844,378.824,156.263,225.364,649.602,30.303,0.240552,222.815,424.238,0.9903,0.9896,0.9265
chartqa,1792,chartqa_val_425,154.195,222.844,2021.481,28.55,0.076278,220.699,1798.637,155.905,224.684,2085.114,29.531,0.07477,222.134,1860.43,0.989,0.9918,0.9695
chartqa,1792,chartqa_val_426,154.76,223.247,1058.664,26.949,0.146184,220.968,835.417,156.127,224.853,1167.314,30.402,0.133749,222.241,942.461,0.9912,0.9929,0.9069
chartqa,1792,chartqa_val_427,172.672,242.174,1172.971,28.206,0.147209,239.098,930.797,156.397,226.098,1138.844,27.659,0.13733,222.6,912.745,1.1041,1.0711,1.03
chartqa,1792,chartqa_val_428,155.294,224.581,1086.437,27.802,0.142939,221.894,861.856,155.944,226.573,1201.587,31.452,0.129782,224.258,975.014,0.9958,0.9912,0.9042
chartqa,1792,chartqa_val_429,155.121,223.929,1395.486,29.289,0.111159,221.491,1171.558,156.034,224.906,1404.039,29.478,0.111132,222.258,1179.133,0.9941,0.9957,0.9939
chartqa,1792,chartqa_val_43,156.562,224.783,1601.687,27.538,0.097748,222.606,1376.904,156.132,225.04,1783.335,29.402,0.087551,222.611,1558.295,1.0028,0.9989,0.8981
chartqa,1792,chartqa_val_430,155.283,225.848,452.478,32.376,0.343184,223.249,226.629,156.149,225.303,571.282,34.598,0.27333,222.794,345.979,0.9945,1.0024,0.792
chartqa,1792,chartqa_val_431,156.452,225.105,767.883,28.567,0.203745,222.699,542.778,156.105,225.056,846.445,32.705,0.184425,222.687,621.39,1.0022,1.0002,0.9072
chartqa,1792,chartqa_val_432,155.224,223.922,569.671,28.812,0.272481,221.57,345.749,156.169,227.69,617.72,32.503,0.252815,225.126,390.03,0.9939,0.9835,0.9222
chartqa,1792,chartqa_val_433,157.431,229.989,1673.103,28.862,0.094095,227.322,1443.114,156.3,225.362,1768.802,30.869,0.088365,222.9,1543.44,1.0072,1.0205,0.9459
chartqa,1792,chartqa_val_434,157.848,226.836,847.816,28.226,0.186182,224.313,620.981,156.035,224.71,837.563,27.857,0.186296,222.325,612.853,1.0116,1.0095,1.0122
chartqa,1792,chartqa_val_435,155.739,224.797,726.324,29.502,0.21442,222.486,501.527,155.984,224.905,735.915,30.059,0.211959,222.334,511.01,0.9984,0.9995,0.987
chartqa,1792,chartqa_val_436,154.797,223.641,468.617,34.997,0.330326,221.124,244.976,156.08,224.558,419.313,27.822,0.372227,222.132,194.755,0.9918,0.9959,1.1176
chartqa,1792,chartqa_val_437,155.189,224.224,251.789,27.565,0.616348,221.548,27.565,155.958,224.714,253.845,29.132,0.614381,222.239,29.132,0.9951,0.9978,0.9919
chartqa,1792,chartqa_val_438,155.707,225.474,789.093,29.664,0.197324,222.689,563.619,156.595,225.057,808.795,30.723,0.193615,222.834,583.738,0.9943,1.0019,0.9756
chartqa,1792,chartqa_val_439,161.084,230.479,750.97,30.617,0.214502,227.862,520.491,156.017,224.3,711.026,28.631,0.219425,222.062,486.725,1.0325,1.0275,1.0562
chartqa,1792,chartqa_val_44,156.16,225.656,585.613,27.689,0.266661,222.761,359.957,156.349,234.381,604.656,28.483,0.258575,231.466,370.275,0.9988,0.9628,0.9685
chartqa,1792,chartqa_val_440,155.781,227.746,632.569,28.916,0.246267,225.166,404.823,155.819,224.374,1006.23,30.071,0.154854,222.128,781.856,0.9998,1.015,0.6287
chartqa,1792,chartqa_val_441,155.034,223.87,1819.837,29.555,0.085191,221.457,1595.967,156.205,225.292,1633.153,28.157,0.095647,222.653,1407.861,0.9925,0.9937,1.1143
chartqa,1792,chartqa_val_442,156.294,225.631,623.698,28.433,0.250592,222.737,398.067,156.182,226.044,671.979,31.852,0.232421,223.298,445.935,1.0007,0.9982,0.9282
chartqa,1792,chartqa_val_443,154.958,224.294,1020.958,29.506,0.151777,221.682,796.663,155.961,224.588,1115.071,30.706,0.139866,222.192,890.483,0.9936,0.9987,0.9156
chartqa,1792,chartqa_val_444,156.64,225.278,1757.39,28.908,0.089132,222.839,1532.112,156.288,224.909,1873.841,31.112,0.083405,222.478,1648.932,1.0023,1.0016,0.9379
chartqa,1792,chartqa_val_445,173.549,244.037,2003.44,27.927,0.086625,239.892,1759.403,156.651,225.941,2015.151,28.4,0.077737,223.192,1789.21,1.1079,1.0801,0.9942
chartqa,1792,chartqa_val_446,158.098,228.449,919.592,28.798,0.171922,225.299,691.142,156.074,225.07,944.853,29.991,0.165183,222.654,719.783,1.013,1.015,0.9733
chartqa,1792,chartqa_val_447,154.694,223.794,2131.238,30.277,0.072584,221.362,1907.445,155.998,224.842,2206.833,31.46,0.070689,222.242,1981.991,0.9916,0.9953,0.9657
chartqa,1792,chartqa_val_448,155.794,224.972,407.229,30.376,0.382571,222.45,182.257,156.034,224.463,395.435,28.495,0.394587,222.159,170.972,0.9985,1.0023,1.0298
chartqa,1792,chartqa_val_449,156.979,226.912,775.677,30.487,0.202377,224.617,548.766,156.205,225.277,756.99,29.54,0.20635,222.614,531.712,1.005,1.0073,1.0247
chartqa,1792,chartqa_val_45,154.62,223.223,2038.843,28.819,0.075837,220.842,1815.62,156.117,224.857,2038.869,28.794,0.07657,222.456,1814.011,0.9904,0.9927,1.0
chartqa,1792,chartqa_val_450,155.508,224.388,1309.788,31.011,0.118728,222.1,1085.4,155.806,224.525,1207.588,28.088,0.129022,221.92,983.063,0.9981,0.9994,1.0846
chartqa,1792,chartqa_val_451,162.549,231.296,768.431,28.27,0.211534,228.946,537.135,155.984,224.767,788.509,29.671,0.197821,222.207,563.742,1.0421,1.029,0.9745
chartqa,1792,chartqa_val_452,154.957,227.479,413.572,31.016,0.374679,225.124,186.093,156.226,224.778,443.409,36.439,0.352328,222.397,218.632,0.9919,1.012,0.9327
chartqa,1792,chartqa_val_453,155.689,224.356,2003.727,28.244,0.0777,222.123,1779.372,156.06,224.565,1994.268,28.091,0.078254,222.13,1769.703,0.9976,0.9991,1.0047
chartqa,1792,chartqa_val_454,154.66,234.155,1672.404,29.352,0.092477,231.406,1438.248,156.066,224.718,1637.232,28.827,0.095323,222.19,1412.514,0.991,1.042,1.0215
chartqa,1792,chartqa_val_455,156.552,225.72,928.562,31.947,0.168597,223.455,702.841,156.076,224.694,832.819,27.642,0.187407,222.282,608.125,1.003,1.0046,1.115
chartqa,1792,chartqa_val_456,154.666,228.087,468.448,30.045,0.330167,225.753,240.361,156.044,224.522,445.901,27.672,0.349953,222.233,221.379,0.9912,1.0159,1.0506
chartqa,1792,chartqa_val_457,156.154,225.212,2062.955,29.171,0.075694,222.633,1837.743,158.505,227.846,1987.658,27.934,0.079745,224.692,1759.812,0.9852,0.9884,1.0379
chartqa,1792,chartqa_val_458,156.686,225.161,463.522,34.052,0.338034,222.977,238.361,156.025,224.571,418.509,27.705,0.372811,222.091,193.938,1.0042,1.0026,1.1076
chartqa,1792,chartqa_val_459,154.932,223.922,2028.538,28.645,0.076376,221.334,1804.615,155.978,224.343,2067.206,29.252,0.075454,222.129,1842.862,0.9933,0.9981,0.9813
chartqa,1792,chartqa_val_46,157.013,225.698,1133.328,29.278,0.138542,223.416,907.63,155.992,224.607,1113.923,28.688,0.140039,222.264,889.316,1.0065,1.0049,1.0174
chartqa,1792,chartqa_val_460,155.608,227.181,521.566,29.439,0.298347,224.631,294.385,156.171,224.857,503.018,27.816,0.310468,222.468,278.162,0.9964,1.0103,1.0369
chartqa,1792,chartqa_val_461,155.06,223.86,2019.644,28.505,0.076776,221.428,1795.784,155.799,223.94,2034.307,28.736,0.076586,221.691,1810.367,0.9953,0.9996,0.9928
chartqa,1792,chartqa_val_462,154.906,223.635,420.506,28.124,0.368381,221.259,196.871,155.925,224.422,418.923,27.786,0.372204,221.973,194.501,0.9935,0.9965,1.0038
chartqa,1792,chartqa_val_463,154.801,226.988,2016.814,28.41,0.076755,224.542,1789.826,156.086,224.788,2074.701,29.364,0.075233,222.306,1849.913,0.9918,1.0098,0.9721
chartqa,1792,chartqa_val_464,155.065,226.203,782.536,29.281,0.198156,223.825,556.332,155.962,224.627,751.723,27.742,0.207473,222.248,527.096,0.9942,1.007,1.041
chartqa,1792,chartqa_val_465,154.616,223.271,1899.377,28.409,0.081403,221.069,1676.106,155.952,228.175,2043.214,28.81,0.076327,225.863,1815.04,0.9914,0.9785,0.9296
chartqa,1792,chartqa_val_466,155.244,224.072,2087.506,29.578,0.074368,221.799,1863.434,155.962,224.757,2129.933,30.241,0.073224,222.322,1905.176,0.9954,0.997,0.9801
chartqa,1792,chartqa_val_467,156.497,229.588,2003.713,28.161,0.078103,227.346,1774.125,155.994,225.209,1987.789,27.977,0.078476,222.813,1762.581,1.0032,1.0194,1.008
chartqa,1792,chartqa_val_468,154.868,223.177,797.395,28.711,0.194217,220.961,574.218,155.899,224.313,777.798,27.674,0.200436,221.983,553.486,0.9934,0.9949,1.0252
chartqa,1792,chartqa_val_469,154.807,224.087,1952.78,27.44,0.079275,221.848,1728.692,155.95,224.522,2037.183,28.772,0.076552,222.222,1812.662,0.9927,0.9981,0.9586
chartqa,1792,chartqa_val_47,155.131,223.82,2077.741,29.427,0.074663,221.385,1853.921,156.638,228.37,2148.51,30.478,0.072905,224.829,1920.14,0.9904,0.9801,0.9671
chartqa,1792,chartqa_val_470,155.246,223.706,1614.429,27.269,0.096162,221.495,1390.724,156.019,224.667,2039.226,28.803,0.076509,222.301,1814.559,0.995,0.9957,0.7917
chartqa,1792,chartqa_val_471,155.507,224.031,2047.569,28.945,0.075947,221.882,1823.538,156.051,224.682,2170.725,30.89,0.071889,222.259,1946.044,0.9965,0.9971,0.9433
chartqa,1792,chartqa_val_472,155.162,223.443,1008.438,28.036,0.153863,221.199,784.995,155.955,224.4,1034.321,28.926,0.15078,222.034,809.92,0.9949,0.9957,0.975
chartqa,1792,chartqa_val_473,155.023,223.577,1634.025,30.01,0.094872,221.281,1410.448,155.873,224.38,1515.084,27.462,0.102881,221.997,1290.704,0.9945,0.9964,1.0785
chartqa,1792,chartqa_val_474,154.813,223.518,762.878,28.387,0.202933,221.221,539.36,155.789,225.33,778.008,29.088,0.200241,222.727,552.678,0.9937,0.992,0.9806
chartqa,1792,chartqa_val_475,156.451,225.226,2105.528,29.846,0.074305,222.978,1880.302,155.907,224.471,2012.577,28.383,0.077466,222.229,1788.105,1.0035,1.0034,1.0462
chartqa,1792,chartqa_val_476,154.352,223.052,950.036,29.079,0.16247,220.793,726.984,155.982,224.595,2050.399,28.981,0.076074,222.287,1825.804,0.9896,0.9931,0.4633
chartqa,1792,chartqa_val_477,155.584,223.903,2069.632,29.297,0.075175,221.697,1845.73,155.907,224.233,2043.347,28.875,0.0763,221.942,1819.114,0.9979,0.9985,1.0129
chartqa,1792,chartqa_val_478,154.289,222.752,529.322,27.87,0.291483,220.326,306.57,155.98,224.301,530.056,27.796,0.294272,221.987,305.755,0.9892,0.9931,0.9986
chartqa,1792,chartqa_val_479,155.374,225.121,1425.24,30.772,0.109016,222.299,1200.119,156.092,224.486,1582.092,28.283,0.098662,222.22,1357.606,0.9954,1.0028,0.9009
chartqa,1792,chartqa_val_48,158.305,227.149,2127.682,30.167,0.074403,224.618,1900.533,156.097,225.131,2135.379,30.321,0.073101,222.671,1910.248,1.0141,1.009,0.9964
chartqa,1792,chartqa_val_480,155.798,225.641,1147.274,29.73,0.135798,223.048,921.633,156.092,224.453,1132.461,29.291,0.137834,222.083,908.008,0.9981,1.0053,1.0131
chartqa,1792,chartqa_val_481,156.214,225.279,911.852,31.208,0.171315,222.68,686.573,156.032,224.443,843.608,28.144,0.184958,222.137,619.164,1.0012,1.0037,1.0809
chartqa,1792,chartqa_val_482,155.248,223.918,1050.996,28.52,0.147716,221.541,827.078,156.258,227.337,1064.243,28.859,0.146826,225.017,836.906,0.9935,0.985,0.9876
chartqa,1792,chartqa_val_483,155.447,224.167,2050.771,28.994,0.0758,221.822,1826.603,156.032,224.425,2029.549,28.653,0.07688,222.125,1805.124,0.9963,0.9989,1.0105
chartqa,1792,chartqa_val_484,155.206,224.004,1238.269,28.979,0.125341,221.664,1014.265,156.051,228.07,1194.601,27.615,0.13063,225.598,966.531,0.9946,0.9822,1.0366
chartqa,1792,chartqa_val_485,162.646,233.777,594.652,32.807,0.273514,230.309,360.875,156.074,224.652,522.355,27.064,0.298789,222.135,297.704,1.0421,1.0406,1.1384
chartqa,1792,chartqa_val_486,158.262,227.846,1020.08,31.689,0.155146,225.177,792.234,156.273,225.134,927.88,28.11,0.16842,222.693,702.745,1.0127,1.012,1.0994
chartqa,1792,chartqa_val_487,158.355,231.085,1691.88,30.433,0.093597,228.558,1460.795,156.025,224.537,1567.079,27.97,0.099564,222.284,1342.541,1.0149,1.0292,1.0796
chartqa,1792,chartqa_val_488,156.32,226.002,936.649,32.302,0.166893,223.281,710.647,155.923,224.256,847.644,28.336,0.183948,222.036,623.389,1.0025,1.0078,1.105
chartqa,1792,chartqa_val_489,156.244,225.04,1260.255,28.756,0.123978,222.566,1035.215,156.169,224.918,1218.824,27.609,0.128131,222.285,993.906,1.0005,1.0005,1.034
chartqa,1792,chartqa_val_49,155.799,225.336,2056.528,30.02,0.075758,222.548,1831.191,156.209,229.102,2085.427,30.432,0.074905,226.213,1856.325,0.9974,0.9836,0.9861
chartqa,1792,chartqa_val_490,154.636,223.257,1140.885,30.588,0.13554,220.957,917.628,156.234,224.875,596.062,28.553,0.262111,222.399,371.186,0.9898,0.9928,1.914
chartqa,1792,chartqa_val_491,154.92,226.251,2125.484,30.147,0.072887,223.972,1899.234,155.923,224.191,2022.865,28.55,0.07708,221.898,1798.674,0.9936,1.0092,1.0507
chartqa,1792,chartqa_val_492,158.233,226.966,2082.322,29.45,0.075989,224.462,1855.356,155.976,224.442,1987.344,27.983,0.078485,222.212,1762.901,1.0145,1.0112,1.0478
chartqa,1792,chartqa_val_493,157.344,226.279,1741.525,29.711,0.090349,223.698,1515.246,156.051,224.333,1803.621,27.707,0.086521,222.138,1579.288,1.0083,1.0087,0.9656
chartqa,1792,chartqa_val_494,157.183,226.066,1095.997,29.998,0.143416,223.656,869.932,155.871,224.291,1027.966,27.713,0.151631,222.123,803.674,1.0084,1.0079,1.0662
chartqa,1792,chartqa_val_495,158.542,230.203,1292.942,30.364,0.122621,227.339,1062.739,155.944,226.137,1206.696,28.016,0.129232,223.858,980.559,1.0167,1.018,1.0715
chartqa,1792,chartqa_val_496,155.08,223.855,1021.398,30.675,0.151831,221.391,797.543,156.03,225.306,936.287,27.345,0.166648,222.282,710.981,0.9939,0.9936,1.0909
chartqa,1792,chartqa_val_497,155.872,224.409,2012.66,28.385,0.077446,222.204,1788.251,155.778,224.296,1971.762,29.124,0.079004,222.02,1747.466,1.0006,1.0005,1.0207
chartqa,1792,chartqa_val_498,157.743,227.586,1869.88,32.202,0.08436,224.629,1642.294,156.025,224.403,1693.988,28.815,0.092105,222.061,1469.585,1.011,1.0142,1.1038
chartqa,1792,chartqa_val_499,156.219,225.495,2104.068,29.819,0.074246,222.82,1878.573,156.03,224.516,1971.172,27.725,0.079156,222.193,1746.655,1.0012,1.0044,1.0674
chartqa,1792,chartqa_val_5,163.85,234.185,708.421,29.64,0.231289,231.848,474.236,156.08,226.753,709.723,30.186,0.219916,224.322,482.97,1.0498,1.0328,0.9982
chartqa,1792,chartqa_val_50,158.482,228.94,1510.692,29.131,0.104907,224.851,1281.753,155.959,230.196,1020.251,28.216,0.152864,227.907,790.054,1.0162,0.9945,1.4807
chartqa,1792,chartqa_val_51,162.44,231.095,2057.401,28.989,0.078954,228.822,1826.306,155.839,224.39,2018.307,28.475,0.077213,222.177,1793.918,1.0424,1.0299,1.0194
chartqa,1792,chartqa_val_52,155.032,223.684,448.029,28.043,0.346031,221.232,224.344,155.903,224.389,495.275,33.861,0.31478,222.011,270.886,0.9944,0.9969,0.9046
chartqa,1792,chartqa_val_53,157.643,227.303,1782.412,28.275,0.088443,225.076,1555.109,155.97,224.5,1748.36,27.707,0.08921,222.24,1523.86,1.0107,1.0125,1.0195
chartqa,1792,chartqa_val_54,154.885,223.421,1654.544,28.061,0.093612,221.039,1431.123,156.036,224.841,1680.379,28.54,0.092857,222.473,1455.538,0.9926,0.9937,0.9846
chartqa,1792,chartqa_val_55,159.485,228.094,2096.603,29.659,0.076069,225.805,1868.508,155.912,224.101,2008.91,28.33,0.07761,221.895,1784.809,1.0229,1.0178,1.0437
chartqa,1792,chartqa_val_56,156.26,225.048,1624.566,28.562,0.096185,222.742,1399.519,156.143,225.517,1600.896,28.069,0.097535,222.638,1375.379,1.0007,0.9979,1.0148
chartqa,1792,chartqa_val_57,155.217,223.888,820.038,29.807,0.189281,221.53,596.149,156.18,224.73,776.311,27.579,0.201182,222.397,551.581,0.9938,0.9963,1.0563
chartqa,1792,chartqa_val_58,154.918,223.233,998.771,27.698,0.155109,220.962,775.538,156.035,224.86,1063.982,29.969,0.146652,222.322,839.122,0.9928,0.9928,0.9387
chartqa,1792,chartqa_val_59,156.483,225.239,2099.103,29.744,0.074548,222.859,1873.864,156.037,224.914,1970.756,27.712,0.079176,222.379,1745.842,1.0029,1.0014,1.0651
chartqa,1792,chartqa_val_6,154.654,345.848,892.418,27.328,0.173298,222.682,546.57,156.14,229.206,783.981,27.739,0.199163,226.438,554.775,0.9905,1.5089,1.1383
chartqa,1792,chartqa_val_60,154.83,223.831,1059.721,29.853,0.146104,221.341,835.89,156.366,225.804,1050.309,29.447,0.148877,222.844,824.505,0.9902,0.9913,1.009
chartqa,1792,chartqa_val_61,159.019,228.335,2099.842,29.706,0.075729,225.898,1871.507,156.079,224.666,2051.157,28.992,0.076093,222.292,1826.491,1.0188,1.0163,1.0237
chartqa,1792,chartqa_val_62,154.672,223.437,906.277,31.038,0.170668,220.925,682.841,156.147,224.91,881.721,29.855,0.177093,222.551,656.811,0.9906,0.9935,1.0279
chartqa,1792,chartqa_val_63,154.889,223.636,1198.752,30.472,0.129208,221.283,975.116,155.971,224.219,1109.931,27.679,0.140523,221.94,885.712,0.9931,0.9974,1.08
chartqa,1792,chartqa_val_64,158.482,227.506,686.928,30.628,0.230712,224.848,459.422,155.894,224.451,688.35,30.927,0.226475,222.186,463.899,1.0166,1.0136,0.9979
chartqa,1792,chartqa_val_65,154.907,223.76,2049.773,28.984,0.075573,221.453,1826.013,155.97,224.623,2065.651,29.223,0.075506,222.351,1841.028,0.9932,0.9962,0.9923
chartqa,1792,chartqa_val_66,154.917,223.392,1079.171,29.51,0.143552,221.045,855.779,156.69,227.224,1159.351,32.142,0.135154,223.29,932.128,0.9887,0.9831,0.9308
chartqa,1792,chartqa_val_67,155.419,233.666,1956.796,27.351,0.079425,231.157,1723.129,156.041,225.047,2005.661,28.264,0.0778,222.383,1780.614,0.996,1.0383,0.9756
chartqa,1792,chartqa_val_68,158.412,227.609,482.579,28.33,0.328262,224.671,254.969,156.054,225.023,495.085,30.007,0.315206,222.522,270.062,1.0151,1.0115,0.9747
chartqa,1792,chartqa_val_69,157.062,225.701,1989.255,27.993,0.078955,223.483,1763.554,156.141,225.053,2111.687,29.947,0.073942,222.655,1886.634,1.0059,1.0029,0.942
chartqa,1792,chartqa_val_7,159.558,228.921,1058.985,30.743,0.150671,226.21,830.064,156.117,224.815,983.236,28.09,0.158779,222.595,758.421,1.022,1.0183,1.077
chartqa,1792,chartqa_val_70,154.967,223.822,2019.063,28.496,0.076752,221.369,1795.241,156.037,227.852,2100.942,29.732,0.07427,225.39,1873.09,0.9931,0.9823,0.961
chartqa,1792,chartqa_val_71,155.571,226.031,2017.009,28.428,0.07713,223.443,1790.978,156.66,233.757,2157.737,30.539,0.072604,230.874,1923.979,0.993,0.9669,0.9348
chartqa,1792,chartqa_val_72,155.448,224.381,682.185,28.613,0.227867,221.934,457.804,156.21,225.426,755.793,33.148,0.206683,222.894,530.367,0.9951,0.9954,0.9026
chartqa,1792,chartqa_val_73,154.636,223.843,1986.381,27.977,0.077848,221.231,1762.538,156.115,225.48,2049.423,28.951,0.076175,222.995,1823.943,0.9905,0.9927,0.9692
chartqa,1792,chartqa_val_74,155.445,224.196,698.451,27.897,0.222557,221.673,474.255,156.005,224.801,709.341,28.502,0.21993,222.308,484.539,0.9964,0.9973,0.9846
chartqa,1792,chartqa_val_75,155.305,227.675,2019.783,28.446,0.076892,225.337,1792.108,155.924,224.317,1978.89,27.85,0.078794,222.023,1754.573,0.996,1.015,1.0207
chartqa,1792,chartqa_val_76,156.111,226.489,620.481,30.307,0.251596,222.845,393.992,156.208,225.216,597.857,28.665,0.26128,222.544,372.641,0.9994,1.0057,1.0378
chartqa,1792,chartqa_val_77,154.739,223.357,2093.062,29.678,0.07393,220.954,1869.705,156.145,226.648,2057.29,29.058,0.075898,224.184,1830.642,0.991,0.9855,1.0174
chartqa,1792,chartqa_val_78,156.161,225.133,960.66,29.421,0.162556,222.704,735.527,157.429,227.066,920.813,27.75,0.170967,223.596,693.747,0.9919,0.9915,1.0433
chartqa,1792,chartqa_val_79,155.721,225.045,920.755,27.828,0.169123,222.045,695.709,156.301,225.329,958.799,29.339,0.163017,222.469,733.47,0.9963,0.9987,0.9603
chartqa,1792,chartqa_val_8,154.934,230.395,1121.921,28.759,0.138097,227.709,891.526,156.053,230.835,1186.815,30.838,0.131489,228.563,955.98,0.9928,0.9981,0.9453
chartqa,1792,chartqa_val_80,160.89,230.113,821.982,31.151,0.195734,227.794,591.869,156.38,224.882,769.903,27.251,0.203117,222.581,545.021,1.0288,1.0233,1.0676
chartqa,1792,chartqa_val_81,155.106,224.017,2029.724,28.662,0.076418,221.629,1805.707,156.149,225.215,2082.798,29.485,0.074971,222.566,1857.583,0.9933,0.9947,0.9745
chartqa,1792,chartqa_val_82,155.973,224.782,595.375,28.507,0.261974,222.394,370.593,156.008,224.512,597.939,28.725,0.26091,222.221,373.427,0.9998,1.0012,0.9957
chartqa,1792,chartqa_val_83,175.438,246.82,2016.316,28.087,0.087009,241.921,1769.497,156.088,225.084,2029.737,28.645,0.076901,222.33,1804.652,1.124,1.0966,0.9934
chartqa,1792,chartqa_val_84,156.783,225.825,933.717,30.778,0.167913,223.404,707.892,156.09,224.783,850.236,27.194,0.183584,222.349,625.453,1.0044,1.0046,1.0982
chartqa,1792,chartqa_val_85,154.521,223.311,2128.771,30.245,0.072587,220.92,1905.46,155.943,229.294,1950.232,27.316,0.079961,227.032,1720.937,0.9909,0.9739,1.0915
chartqa,1792,chartqa_val_86,156.444,225.407,825.348,27.27,0.189549,222.785,599.942,156.034,224.787,867.624,29.22,0.179841,222.302,642.837,1.0026,1.0028,0.9513
chartqa,1792,chartqa_val_87,158.75,227.338,1314.416,28.607,0.120776,225.025,1087.079,155.909,224.239,1264.401,27.373,0.123307,221.926,1040.162,1.0182,1.0138,1.0396
chartqa,1792,chartqa_val_88,159.387,228.139,1793.985,28.997,0.088845,225.817,1565.846,156.152,224.507,1650.219,26.402,0.094625,222.213,1425.712,1.0207,1.0162,1.0871
chartqa,1792,chartqa_val_89,156.345,225.19,2094.966,29.679,0.074629,222.899,1869.776,156.187,227.306,1913.601,26.767,0.081619,225.1,1686.295,1.001,0.9907,1.0948
chartqa,1792,chartqa_val_9,159.36,227.772,1942.419,27.217,0.082042,225.508,1714.646,155.953,224.258,2074.31,29.366,0.075183,222.051,1850.052,1.0218,1.0157,0.9364
