benchmark,resolution,max_new_tokens,sample_id,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,ve_speedup_measured,e2e_speedup_measured,ttft_speedup_measured,tpot_speedup_measured,e2e_speedup_amdahl,tpot_speedup,method
chartqa,1792,64,chartqa_val_445,370.932,1812.161,434.005,21.875,0.20469,1.1079,0.9942,1.0801,0.9833,1.0203,1.0,measured
chartqa,1792,64,chartqa_val_446,384.236,952.923,447.068,21.077,0.403218,1.013,0.9733,1.015,0.9602,1.0052,1.0,measured
chartqa,1792,64,chartqa_val_447,376.949,1871.753,439.558,22.733,0.201388,0.9916,0.9657,0.9953,0.9624,0.9983,1.0,measured
chartqa,1792,64,chartqa_val_448,375.586,574.534,438.473,22.677,0.653722,0.9985,1.0298,1.0023,1.066,0.999,1.0,measured
chartqa,1792,64,chartqa_val_449,371.189,836.769,433.654,22.395,0.443597,1.005,1.0247,1.0073,1.0321,1.0022,1.0,measured
chartqa,1792,64,chartqa_val_450,377.407,1250.579,440.178,23.154,0.301786,0.9981,1.0846,0.9994,1.1041,0.9994,1.0,measured
chartqa,1792,64,chartqa_val_451,371.556,877.364,434.256,23.321,0.423491,1.0421,0.9745,1.029,0.9528,1.0174,1.0,measured
chartqa,1792,64,chartqa_val_452,370.108,569.417,433.294,22.687,0.649976,0.9919,0.9327,1.012,0.8512,0.9947,1.0,measured
chartqa,1792,64,chartqa_val_453,355.185,1722.793,418.118,20.709,0.206168,0.9976,1.0047,0.9991,1.0054,0.9995,1.0,measured
chartqa,1792,64,chartqa_val_454,360.541,1428.422,423.407,20.511,0.252405,0.991,1.0215,1.042,1.0182,0.9977,1.0,measured
chartqa,1792,64,chartqa_val_455,356.722,890.272,418.941,21.424,0.400689,1.003,1.115,1.0046,1.1557,1.0012,1.0,measured
chartqa,1792,64,chartqa_val_456,466.281,698.087,528.83,21.157,0.667941,0.9912,1.0506,1.0159,1.0858,0.9941,1.0,measured
chartqa,1792,64,chartqa_val_457,417.457,1806.74,480.268,21.055,0.231055,0.9852,1.0379,0.9884,1.0443,0.9965,1.0,measured
chartqa,1792,64,chartqa_val_458,369.59,584.504,432.148,21.765,0.632314,1.0042,1.1076,1.0026,1.2291,1.0027,1.0,measured
chartqa,1792,64,chartqa_val_459,368.129,1855.395,430.873,22.611,0.19841,0.9933,0.9813,0.9981,0.9792,0.9987,1.0,measured
chartqa,1792,64,chartqa_val_460,377.918,667.654,441.04,22.661,0.56604,0.9964,1.0369,1.0103,1.0583,0.998,1.0,measured
chartqa,1792,64,chartqa_val_461,396.188,1870.431,459.915,22.389,0.211816,0.9953,0.9928,0.9996,0.992,0.999,1.0,measured
chartqa,1792,64,chartqa_val_462,386.045,605.972,448.897,22.439,0.637067,0.9935,1.0038,0.9965,1.0122,0.9958,1.0,measured
chartqa,1792,64,chartqa_val_463,371.697,1841.369,433.959,22.34,0.201859,0.9918,0.9721,1.0098,0.9675,0.9983,1.0,measured
chartqa,1792,64,chartqa_val_464,369.547,820.88,431.966,20.469,0.450183,0.9942,1.041,1.007,1.0555,0.9974,1.0,measured
chartqa,1792,64,chartqa_val_465,375.947,1796.391,438.419,23.016,0.209279,0.9914,0.9296,0.9785,0.9861,0.9982,1.0,measured
chartqa,1792,64,chartqa_val_466,372.032,1842.327,434.594,22.345,0.201936,0.9954,0.9801,0.997,0.9781,0.9991,1.0,measured
chartqa,1792,64,chartqa_val_467,371.629,1884.217,434.745,23.007,0.197233,1.0032,1.008,1.0194,1.0066,1.0006,1.0,measured
chartqa,1792,64,chartqa_val_468,379.495,898.754,442.186,22.828,0.422245,0.9934,1.0252,0.9949,1.0375,0.9972,1.0,measured
chartqa,1792,64,chartqa_val_469,380.836,1889.963,443.216,22.964,0.201505,0.9927,0.9586,0.9981,0.9537,0.9985,1.0,measured
chartqa,1792,64,chartqa_val_470,365.81,1796.886,428.642,21.718,0.20358,0.995,0.7917,0.9957,0.9467,0.999,1.0,measured
chartqa,1792,64,chartqa_val_471,377.974,1850.035,440.912,22.367,0.204307,0.9965,0.9433,0.9971,0.937,0.9993,1.0,measured
chartqa,1792,64,chartqa_val_472,370.105,1050.275,433.132,22.041,0.352389,0.9949,0.975,0.9957,0.9692,0.9982,1.0,measured
chartqa,1792,64,chartqa_val_473,367.745,1471.639,430.494,22.152,0.249888,0.9945,1.0785,0.9964,1.0928,0.9986,1.0,measured
chartqa,1792,64,chartqa_val_474,373.199,864.45,435.923,22.554,0.431718,0.9937,0.9806,0.992,0.9759,0.9973,1.0,measured
chartqa,1792,64,chartqa_val_475,378.654,1933.719,441.382,23.688,0.195816,1.0035,1.0462,1.0034,1.0515,1.0007,1.0,measured
chartqa,1792,64,chartqa_val_476,359.158,980.452,421.89,22.342,0.366319,0.9896,0.4633,0.9931,1.0034,0.9961,1.0,measured
chartqa,1792,64,chartqa_val_477,366.699,1859.345,429.362,22.698,0.19722,0.9979,1.0129,0.9985,1.0146,0.9996,1.0,measured
chartqa,1792,64,chartqa_val_478,370.71,677.818,433.915,22.173,0.546917,0.9892,0.9986,0.9931,1.0027,0.994,1.0,measured
chartqa,1792,64,chartqa_val_479,363.53,1273.475,426.424,21.719,0.285463,0.9954,0.9009,1.0028,1.088,0.9987,1.0,measured
chartqa,1792,64,chartqa_val_480,385.147,1178.525,447.952,23.567,0.326805,0.9981,1.0131,1.0053,1.015,0.9994,1.0,measured
chartqa,1792,64,chartqa_val_481,358.568,879.683,421.568,20.823,0.407611,1.0012,1.0809,1.0037,1.1089,1.0005,1.0,measured
chartqa,1792,64,chartqa_val_482,366.047,1066.307,428.351,21.998,0.343285,0.9935,0.9876,0.985,0.9883,0.9978,1.0,measured
chartqa,1792,64,chartqa_val_483,369.579,1845.658,432.087,22.438,0.200243,0.9963,1.0105,0.9989,1.0119,0.9992,1.0,measured
chartqa,1792,64,chartqa_val_484,369.84,1219.258,432.598,22.476,0.303332,0.9946,1.0366,0.9822,1.0494,0.9984,1.0,measured
chartqa,1792,64,chartqa_val_485,368.42,676.415,431.61,22.255,0.544666,1.0421,1.1384,1.0406,1.2122,1.0225,1.0,measured
chartqa,1792,64,chartqa_val_486,369.984,995.902,433.529,22.495,0.371507,1.0127,1.0994,1.012,1.1273,1.0047,1.0,measured
chartqa,1792,64,chartqa_val_487,361.177,1487.251,423.908,22.153,0.242849,1.0149,1.0796,1.0292,1.0881,1.0036,1.0,measured
chartqa,1792,64,chartqa_val_488,371.494,924.309,434.536,22.262,0.401915,1.0025,1.105,1.0078,1.14,1.001,1.0,measured
chartqa,1792,64,chartqa_val_489,374.8,1852.208,437.586,22.454,0.202353,1.0005,1.034,1.0005,1.0415,1.0001,1.0,measured
chartqa,1792,64,chartqa_val_490,372.527,728.678,435.503,22.552,0.511236,0.9898,1.914,0.9928,1.0713,0.9947,1.0,measured
chartqa,1792,64,chartqa_val_491,362.634,1807.656,425.501,21.939,0.20061,0.9936,1.0507,1.0092,1.0559,0.9987,1.0,measured
chartqa,1792,64,chartqa_val_492,363.033,1779.844,425.772,21.493,0.203969,1.0145,1.0478,1.0112,1.0524,1.0029,1.0,measured
chartqa,1792,64,chartqa_val_493,489.437,2004.411,552.129,23.052,0.24418,1.0083,0.9656,1.0087,1.0723,1.002,1.0,measured
chartqa,1792,64,chartqa_val_494,372.727,1071.091,435.44,21.919,0.347988,1.0084,1.0662,1.0079,1.0825,1.0029,1.0,measured
chartqa,1792,64,chartqa_val_495,361.693,1549.808,803.282,21.329,0.233379,1.0167,1.0715,1.018,1.0838,1.0038,1.0,measured
chartqa,1792,64,chartqa_val_496,369.373,989.494,431.777,21.451,0.373295,0.9939,1.0909,0.9936,1.1218,0.9977,1.0,measured
chartqa,1792,64,chartqa_val_497,371.492,1798.49,434.249,21.655,0.206558,1.0006,1.0207,1.0005,0.9746,1.0001,1.0,measured
chartqa,1792,64,chartqa_val_498,373.053,1567.232,435.583,22.189,0.238033,1.011,1.1038,1.0142,1.1175,1.0026,1.0,measured
chartqa,1792,64,chartqa_val_499,379.555,1841.409,442.757,22.201,0.206122,1.0012,1.0674,1.0044,1.0755,1.0002,1.0,measured
docvqa,1792,1024,docvqa_49153,414.18,1246.123,477.919,25.607,0.332375,1.0121,,,,1.004,1.0,amdahl
docvqa,1792,1024,docvqa_24580,433.067,793.373,494.973,19.893,0.545856,0.9925,,,,0.9959,1.0,amdahl
docvqa,1792,1024,docvqa_57349,400.842,1055.264,830.549,22.471,0.37985,0.9923,,,,0.9971,1.0,amdahl
docvqa,1792,1024,docvqa_24581,399.049,689.532,461.124,28.551,0.578724,0.9854,,,,0.9915,1.0,amdahl
docvqa,1792,1024,docvqa_24582,396.92,1123.315,915.906,23.046,0.353347,1.0616,,,,1.0209,1.0,amdahl
docvqa,1792,1024,docvqa_39079,513.821,2363.237,576.434,49.633,0.217423,0.9941,,,,0.9987,1.0,amdahl
docvqa,1792,1024,docvqa_57357,339.289,1361.39,829.003,22.183,0.249223,0.9926,,,,0.9981,1.0,amdahl
docvqa,1792,1024,docvqa_24426,383.274,839.498,445.705,21.877,0.456552,1.0084,,,,1.0038,1.0,amdahl
docvqa,1792,1024,docvqa_49168,362.403,1435.074,867.084,24.695,0.252532,0.9974,,,,0.9994,1.0,amdahl
docvqa,1792,1024,docvqa_24423,401.981,1427.662,864.204,25.612,0.281566,1.0047,,,,1.0013,1.0,amdahl
docvqa,1792,1024,docvqa_49172,405.096,1615.241,871.549,23.99,0.250796,1.0053,,,,1.0013,1.0,amdahl
docvqa,1792,1024,docvqa_57364,424.377,1278.467,881.803,24.792,0.331942,1.018,,,,1.0059,1.0,amdahl
docvqa,1792,1024,docvqa_57366,398.267,1229.561,867.101,22.654,0.32391,1.0836,,,,1.0256,1.0,amdahl
docvqa,1792,1024,docvqa_57368,381.788,1255.43,876.539,23.681,0.304109,0.9913,,,,0.9973,1.0,amdahl
docvqa,1792,1024,docvqa_49177,358.558,1415.898,829.602,22.55,0.253237,0.9931,,,,0.9982,1.0,amdahl
docvqa,1792,1024,docvqa_57370,430.17,1113.165,492.548,23.87,0.386439,0.9852,,,,0.9942,1.0,amdahl
docvqa,1792,1024,docvqa_57371,425.736,3664.794,857.821,96.792,0.116169,1.0103,,,,1.0012,1.0,amdahl
docvqa,1792,1024,docvqa_57372,396.863,1026.884,459.316,23.649,0.386473,0.9851,,,,0.9942,1.0,amdahl
docvqa,1792,1024,docvqa_49181,380.051,1760.394,884.084,22.469,0.21589,0.9907,,,,0.998,1.0,amdahl
docvqa,1792,1024,docvqa_57373,383.745,894.67,446.835,20.356,0.428923,1.0165,,,,1.007,1.0,amdahl
docvqa,1792,1024,docvqa_57374,390.144,885.122,452.093,25.472,0.440779,1.0002,,,,1.0001,1.0,amdahl
docvqa,1792,1024,docvqa_57375,365.955,1170.737,428.569,23.941,0.312585,0.9929,,,,0.9978,1.0,amdahl
docvqa,1792,1024,docvqa_57376,353.172,866.792,415.801,25.055,0.407447,0.9989,,,,0.9995,1.0,amdahl
docvqa,1792,1024,docvqa_49187,349.208,1097.149,411.295,23.65,0.318287,1.095,,,,1.0284,1.0,amdahl
docvqa,1792,1024,docvqa_16424,397.537,976.129,459.795,27.175,0.407259,0.9918,,,,0.9966,1.0,amdahl
docvqa,1792,1024,docvqa_57386,380.416,874.085,442.56,23.974,0.435216,0.9866,,,,0.9941,1.0,amdahl
docvqa,1792,1024,docvqa_57387,372.263,911.505,434.481,25.107,0.408405,1.0088,,,,1.0036,1.0,amdahl
docvqa,1792,1024,docvqa_57388,375.823,926.895,438.087,25.727,0.405465,1.002,,,,1.0008,1.0,amdahl
docvqa,1792,1024,docvqa_16429,397.879,716.92,460.413,21.376,0.554983,0.9884,,,,0.9935,1.0,amdahl
docvqa,1792,1024,docvqa_16430,454.115,763.251,517.335,20.493,0.594975,1.0636,,,,1.0369,1.0,amdahl
docvqa,1792,1024,docvqa_57391,386.382,682.11,449.644,23.247,0.56645,1.0987,,,,1.0536,1.0,amdahl
docvqa,1792,1024,docvqa_57395,398.441,821.479,461.046,25.745,0.485029,1.0122,,,,1.0059,1.0,amdahl
docvqa,1792,1024,docvqa_16437,340.723,820.951,402.564,22.02,0.415034,1.0446,,,,1.0181,1.0,amdahl
docvqa,1792,1024,docvqa_16440,400.222,914.849,462.834,25.112,0.437473,1.0574,,,,1.0243,1.0,amdahl
docvqa,1792,1024,docvqa_57402,377.538,1151.893,439.648,22.976,0.327755,1.022,,,,1.0071,1.0,amdahl
docvqa,1792,1024,docvqa_57403,440.414,1205.12,503.732,22.625,0.365453,1.0622,,,,1.0219,1.0,amdahl
docvqa,1792,1024,docvqa_57404,497.014,1542.683,927.1,22.799,0.322175,0.9949,,,,0.9983,1.0,amdahl
docvqa,1792,1024,docvqa_16444,379.335,1049.238,442.234,26.391,0.361534,1.0015,,,,1.0005,1.0,amdahl
docvqa,1792,1024,docvqa_57407,402.751,952.488,464.997,24.375,0.422841,0.9962,,,,0.9984,1.0,amdahl
docvqa,1792,1024,docvqa_16447,401.675,1067.292,465.303,24.08,0.37635,1.0053,,,,1.002,1.0,amdahl
docvqa,1792,1024,docvqa_57409,368.031,697.242,430.549,26.669,0.527839,0.9986,,,,0.9993,1.0,amdahl
docvqa,1792,1024,docvqa_16450,423.186,754.12,485.42,26.87,0.561165,0.9924,,,,0.9957,1.0,amdahl
docvqa,1792,1024,docvqa_57410,414.006,862.135,476.254,24.118,0.48021,0.9924,,,,0.9963,1.0,amdahl
docvqa,1792,1024,docvqa_57411,560.235,1340.017,622.939,25.61,0.418081,0.987,,,,0.9945,1.0,amdahl
docvqa,1792,1024,docvqa_57413,371.925,1498.556,434.195,25.96,0.248189,1.0151,,,,1.0037,1.0,amdahl
docvqa,1792,1024,docvqa_57414,377.679,848.699,440.983,22.651,0.445009,0.9917,,,,0.9963,1.0,amdahl
docvqa,1792,1024,docvqa_57415,381.519,985.073,443.655,21.657,0.387301,1.0455,,,,1.0171,1.0,amdahl
docvqa,1792,1024,docvqa_57416,383.686,813.398,447.592,21.518,0.471708,1.0015,,,,1.0007,1.0,amdahl
docvqa,1792,1024,docvqa_57417,404.924,823.089,468.38,25.336,0.491956,0.9889,,,,0.9945,1.0,amdahl
docvqa,1792,1024,docvqa_57418,344.23,743.23,406.259,22.465,0.463154,1.017,,,,1.0078,1.0,amdahl
docvqa,1792,1024,docvqa_24437,356.336,809.123,418.528,26.04,0.440398,0.9912,,,,0.9961,1.0,amdahl
docvqa,1792,1024,docvqa_24438,367.487,696.233,429.87,22.197,0.527821,1.001,,,,1.0005,1.0,amdahl
docvqa,1792,1024,docvqa_16455,438.565,1511.46,887.161,24.012,0.29016,0.9973,,,,0.9992,1.0,amdahl
docvqa,1792,1024,docvqa_16456,397.02,727.652,459.166,22.374,0.545618,0.9886,,,,0.9937,1.0,amdahl
docvqa,1792,1024,docvqa_16463,391.458,759.173,453.905,25.439,0.515638,1.0008,,,,1.0004,1.0,amdahl
docvqa,1792,1024,docvqa_49234,370.335,793.301,432.316,25.785,0.466828,1.1068,,,,1.0472,1.0,amdahl
docvqa,1792,1024,docvqa_57428,402.32,865.777,465.097,25.043,0.464692,0.9934,,,,0.9969,1.0,amdahl
docvqa,1792,1024,docvqa_24440,371.537,2304.68,861.066,84.918,0.16121,1.0109,,,,1.0017,1.0,amdahl
docvqa,1792,1024,docvqa_16468,472.474,1116.942,535.86,23.243,0.423006,1.0769,,,,1.0311,1.0,amdahl
docvqa,1792,1024,docvqa_57431,375.57,829.646,437.676,19.599,0.452687,0.994,,,,0.9973,1.0,amdahl
docvqa,1792,1024,docvqa_16473,418.598,745.302,481.796,21.959,0.561649,0.9959,,,,0.9977,1.0,amdahl
docvqa,1792,1024,docvqa_49242,370.781,1054.941,815.373,21.779,0.35147,1.0094,,,,1.0033,1.0,amdahl
docvqa,1792,1024,docvqa_57439,401.301,5831.841,463.445,103.238,0.068812,1.0155,,,,1.0011,1.0,amdahl
docvqa,1792,1024,docvqa_57440,375.269,796.617,437.256,22.46,0.471079,1.0998,,,,1.0447,1.0,amdahl
docvqa,1792,1024,docvqa_32870,376.129,1460.82,438.75,24.335,0.257478,1.0135,,,,1.0034,1.0,amdahl
docvqa,1792,1024,docvqa_32871,397.071,1552.392,888.004,23.728,0.25578,0.999,,,,0.9997,1.0,amdahl
docvqa,1792,1024,docvqa_32872,345.561,746.047,407.654,21.15,0.463189,1.0089,,,,1.0041,1.0,amdahl
docvqa,1792,1024,docvqa_32873,371.87,950.188,434.289,24.567,0.391365,1.0125,,,,1.0048,1.0,amdahl
docvqa,1792,1024,docvqa_32874,344.439,698.073,406.575,24.292,0.493414,0.9973,,,,0.9987,1.0,amdahl
docvqa,1792,1024,docvqa_32875,372.171,1029.583,434.604,29.749,0.361478,1.0037,,,,1.0013,1.0,amdahl
docvqa,1792,1024,docvqa_32876,341.206,929.533,403.001,25.073,0.367073,0.9959,,,,0.9985,1.0,amdahl
docvqa,1792,1024,docvqa_32877,350.234,1039.106,412.277,23.216,0.337053,0.984,,,,0.9946,1.0,amdahl
docvqa,1792,1024,docvqa_32878,398.784,714.183,462.241,22.904,0.558377,1.0108,,,,1.006,1.0,amdahl
docvqa,1792,1024,docvqa_32879,429.139,888.57,492.568,23.294,0.482955,1.0063,,,,1.0031,1.0,amdahl
docvqa,1792,1024,docvqa_57449,408.092,725.186,470.58,25.461,0.562741,0.9912,,,,0.995,1.0,amdahl
docvqa,1792,1024,docvqa_32881,426.975,1124.013,490.839,26.382,0.379867,0.9903,,,,0.9963,1.0,amdahl
docvqa,1792,1024,docvqa_32882,384.65,1079.967,447.388,24.33,0.356169,1.1383,,,,1.0452,1.0,amdahl
docvqa,1792,1024,docvqa_32883,446.042,1019.374,509.16,23.192,0.437565,1.0116,,,,1.005,1.0,amdahl
docvqa,1792,1024,docvqa_57452,447.362,813.538,510.164,20.225,0.549897,1.0393,,,,1.0213,1.0,amdahl
docvqa,1792,1024,docvqa_32885,352.292,798.153,414.531,22.566,0.441384,1.006,,,,1.0026,1.0,amdahl
docvqa,1792,1024,docvqa_32886,486.184,1057.991,548.178,23.173,0.459535,0.9921,,,,0.9964,1.0,amdahl
docvqa,1792,1024,docvqa_57454,351.796,3809.794,414.174,60.636,0.09234,1.2099,,,,1.0163,1.0,amdahl
docvqa,1792,1024,docvqa_49263,354.695,1160.897,417.12,25.647,0.305535,0.9992,,,,0.9998,1.0,amdahl
docvqa,1792,1024,docvqa_32889,351.052,954.298,412.987,22.555,0.367864,0.9872,,,,0.9953,1.0,amdahl
docvqa,1792,1024,docvqa_32890,373.816,813.466,436.742,25.115,0.459535,0.9857,,,,0.9934,1.0,amdahl
docvqa,1792,1024,docvqa_32891,498.855,1405.533,561.903,24.813,0.354922,0.9928,,,,0.9974,1.0,amdahl
docvqa,1792,1024,docvqa_32892,410.824,878.203,472.9,25.331,0.467801,1.124,,,,1.0544,1.0,amdahl
docvqa,1792,1024,docvqa_32893,353.314,844.698,415.761,21.447,0.418272,0.9913,,,,0.9963,1.0,amdahl
docvqa,1792,1024,docvqa_32894,377.65,928.951,441.428,25.659,0.406534,0.9882,,,,0.9952,1.0,amdahl
docvqa,1792,1024,docvqa_49274,377.394,914.912,439.973,26.385,0.412492,0.999,,,,0.9996,1.0,amdahl
docvqa,1792,1024,docvqa_32896,342.107,641.904,404.206,19.808,0.532956,1.0088,,,,1.0047,1.0,amdahl
docvqa,1792,1024,docvqa_32897,380.734,745.628,442.501,23.317,0.510622,1.1581,,,,1.0749,1.0,amdahl
docvqa,1792,1024,docvqa_32898,373.979,1051.27,436.503,27.944,0.355741,1.0054,,,,1.0019,1.0,amdahl
docvqa,1792,1024,docvqa_57475,368.921,805.997,430.874,25.008,0.457719,0.9984,,,,0.9993,1.0,amdahl
docvqa,1792,1024,docvqa_32900,344.562,820.36,406.589,21.777,0.420013,1.0062,,,,1.0026,1.0,amdahl
docvqa,1792,1024,docvqa_57476,344.261,881.398,405.98,21.61,0.390585,0.9948,,,,0.998,1.0,amdahl
docvqa,1792,1024,docvqa_49279,390.031,658.086,453.082,20.5,0.592675,0.9882,,,,0.9929,1.0,amdahl
docvqa,1792,1024,docvqa_49285,411.871,768.062,474.781,26.662,0.536247,1.0026,,,,1.0014,1.0,amdahl
docvqa,1792,1024,docvqa_49292,370.122,1478.745,432.613,23.247,0.250294,0.9963,,,,0.9991,1.0,amdahl
docvqa,1792,1024,docvqa_16529,395.371,764.628,457.621,21.929,0.517076,0.9929,,,,0.9963,1.0,amdahl
docvqa,1792,1024,docvqa_49297,393.195,904.159,455.502,24.925,0.434874,1.0006,,,,1.0003,1.0,amdahl
docvqa,1792,1024,docvqa_16533,367.781,995.774,429.849,25.724,0.369342,1.0057,,,,1.0021,1.0,amdahl
docvqa,1792,1024,docvqa_49304,402.745,805.773,464.714,24.361,0.499824,0.9929,,,,0.9964,1.0,amdahl
docvqa,1792,1024,docvqa_16539,346.105,893.203,407.926,22.058,0.387488,0.989,,,,0.9957,1.0,amdahl
docvqa,1792,1024,docvqa_16553,420.286,947.221,482.746,24.446,0.443704,0.9911,,,,0.996,1.0,amdahl
docvqa,1792,1024,docvqa_49322,403.942,867.009,467.216,24.987,0.465903,1.0093,,,,1.0043,1.0,amdahl
docvqa,1792,1024,docvqa_57515,380.44,906.05,442.786,27.251,0.419888,1.0658,,,,1.0266,1.0,amdahl
docvqa,1792,1024,docvqa_49323,405.217,754.217,467.675,23.878,0.537268,1.0328,,,,1.0174,1.0,amdahl
docvqa,1792,1024,docvqa_57517,398.865,691.896,461.905,25.555,0.576482,1.1077,,,,1.0594,1.0,amdahl
docvqa,1792,1024,docvqa_49324,363.351,759.507,425.39,25.701,0.478404,1.0042,,,,1.002,1.0,amdahl
docvqa,1792,1024,docvqa_57519,352.476,635.007,414.482,22.052,0.555074,1.0012,,,,1.0007,1.0,amdahl
docvqa,1792,1024,docvqa_49325,382.156,708.407,443.841,20.351,0.539459,1.0216,,,,1.0115,1.0,amdahl
docvqa,1792,1024,docvqa_57521,374.942,714.541,438.129,21.262,0.524731,0.9922,,,,0.9959,1.0,amdahl
docvqa,1792,1024,docvqa_49326,411.334,854.748,474.016,22.396,0.481235,1.0719,,,,1.0334,1.0,amdahl
docvqa,1792,1024,docvqa_57523,407.251,804.051,469.416,22.309,0.506499,0.996,,,,0.998,1.0,amdahl
docvqa,1792,1024,docvqa_57524,377.171,804.682,439.898,26.056,0.46872,1.0056,,,,1.0026,1.0,amdahl
docvqa,1792,1024,docvqa_57525,375.434,1379.499,835.208,22.679,0.272153,1.0944,,,,1.024,1.0,amdahl
docvqa,1792,1024,docvqa_57526,431.145,699.423,493.754,20.567,0.61643,0.9966,,,,0.9979,1.0,amdahl
docvqa,1792,1024,docvqa_57527,493.96,1029.366,556.018,27.844,0.479868,1.002,,,,1.001,1.0,amdahl
docvqa,1792,1024,docvqa_57528,371.893,1078.08,434.342,23.842,0.344958,1.0147,,,,1.005,1.0,amdahl
docvqa,1792,1024,docvqa_57529,391.111,1061.932,453.833,20.969,0.368301,0.9906,,,,0.9965,1.0,amdahl
docvqa,1792,1024,docvqa_57530,409.839,737.674,473.538,26.414,0.555582,0.9993,,,,0.9996,1.0,amdahl
docvqa,1792,1024,docvqa_57531,402.632,848.846,465.27,25.572,0.474329,0.9978,,,,0.9989,1.0,amdahl
docvqa,1792,1024,docvqa_57532,419.058,1537.223,926.211,27.773,0.272607,0.9893,,,,0.9971,1.0,amdahl
docvqa,1792,1024,docvqa_57533,446.603,929.77,510.336,23.302,0.480337,0.995,,,,0.9976,1.0,amdahl
docvqa,1792,1024,docvqa_16568,414.981,715.25,477.68,23.757,0.580191,0.9922,,,,0.9955,1.0,amdahl
docvqa,1792,1024,docvqa_16574,400.067,1102.431,462.528,25.596,0.362895,1.0036,,,,1.0013,1.0,amdahl
docvqa,1792,1024,docvqa_57537,447.08,940.897,510.592,22.648,0.475164,1.0018,,,,1.0009,1.0,amdahl
docvqa,1792,1024,docvqa_57539,415.999,912.381,478.412,22.84,0.455949,1.022,,,,1.0099,1.0,amdahl
docvqa,1792,1024,docvqa_57540,405.549,928.179,468.449,24.196,0.436929,0.9924,,,,0.9967,1.0,amdahl
docvqa,1792,1024,docvqa_57543,429.3,947.671,495.765,23.785,0.453006,0.9917,,,,0.9962,1.0,amdahl
docvqa,1792,1024,docvqa_57550,383.605,656.016,446.749,26.158,0.584749,0.9894,,,,0.9938,1.0,amdahl
docvqa,1792,1024,docvqa_49361,384.754,730.465,447.542,28.292,0.526725,1.0334,,,,1.0173,1.0,amdahl
docvqa,1792,1024,docvqa_49362,411.9,942.829,474.298,27.561,0.436876,0.992,,,,0.9965,1.0,amdahl
docvqa,1792,1024,docvqa_57557,400.689,1060.891,463.528,23.895,0.377691,1.0612,,,,1.0223,1.0,amdahl
docvqa,1792,1024,docvqa_49366,432.22,806.115,494.441,22.262,0.536177,1.1169,,,,1.0595,1.0,amdahl
docvqa,1792,1024,docvqa_32984,373.672,867.783,436.11,25.393,0.430606,0.9922,,,,0.9966,1.0,amdahl
docvqa,1792,1024,docvqa_49369,370.855,716.383,433.501,25.717,0.517677,0.9893,,,,0.9944,1.0,amdahl
docvqa,1792,1024,docvqa_57562,410.252,730.868,472.465,25.84,0.561321,1.0021,,,,1.0012,1.0,amdahl
docvqa,1792,1024,docvqa_32986,363.118,819.94,426.249,23.158,0.442859,1.0183,,,,1.008,1.0,amdahl
docvqa,1792,1024,docvqa_57564,368.694,10642.912,430.908,127.65,0.034642,0.992,,,,0.9997,1.0,amdahl
docvqa,1792,1024,docvqa_49373,407.152,821.27,469.916,25.097,0.49576,1.0088,,,,1.0043,1.0,amdahl
docvqa,1792,1024,docvqa_16606,434.192,780.225,497.452,28.277,0.556496,1.0095,,,,1.0053,1.0,amdahl
docvqa,1792,1024,docvqa_223,412.324,841.085,474.823,28.174,0.490229,0.9882,,,,0.9942,1.0,amdahl
docvqa,1792,1024,docvqa_224,379.968,836.694,442.307,26.293,0.45413,1.0008,,,,1.0004,1.0,amdahl
docvqa,1792,1024,docvqa_16609,396.554,914.576,459.878,26.747,0.433594,0.9863,,,,0.994,1.0,amdahl
docvqa,1792,1024,docvqa_57566,347.75,785.895,409.586,23.519,0.44249,0.9951,,,,0.9978,1.0,amdahl
docvqa,1792,1024,docvqa_16611,383.725,1020.987,446.317,30.246,0.375837,0.9787,,,,0.9919,1.0,amdahl
docvqa,1792,1024,docvqa_49376,348.386,726.532,410.358,26.348,0.479519,0.9954,,,,0.9978,1.0,amdahl
docvqa,1792,1024,docvqa_49381,350.378,783.567,412.556,23.188,0.447157,1.0036,,,,1.0016,1.0,amdahl
docvqa,1792,1024,docvqa_32989,355.005,817.234,417.236,25.0,0.434399,0.9947,,,,0.9977,1.0,amdahl
docvqa,1792,1024,docvqa_231,350.509,776.671,412.557,24.274,0.451296,0.9963,,,,0.9983,1.0,amdahl
docvqa,1792,1024,docvqa_232,416.024,850.821,478.188,23.29,0.488968,1.0178,,,,1.0086,1.0,amdahl
docvqa,1792,1024,docvqa_32994,386.453,774.69,448.545,20.384,0.498849,1.0448,,,,1.0219,1.0,amdahl
docvqa,1792,1024,docvqa_234,380.473,6694.0,442.896,76.233,0.056838,0.9917,,,,0.9995,1.0,amdahl
docvqa,1792,1024,docvqa_4931,513.382,991.955,576.937,20.751,0.517545,1.0102,,,,1.0052,1.0,amdahl
docvqa,1792,1024,docvqa_32995,479.934,898.578,543.03,22.222,0.534104,0.9938,,,,0.9967,1.0,amdahl
docvqa,1792,1024,docvqa_237,405.501,920.211,469.003,26.542,0.440661,1.01,,,,1.0044,1.0,amdahl
docvqa,1792,1024,docvqa_49390,373.964,634.767,436.097,28.381,0.589135,1.1942,,,,1.106,1.0,amdahl
