benchmark,resolution,max_new_tokens,sample_id,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,ve_speedup_measured,e2e_speedup_measured,ttft_speedup_measured,tpot_speedup_measured,e2e_speedup_amdahl,tpot_speedup,method
chartqa,1792,32,chartqa_val_154,403.826,1170.571,466.303,22.718,0.344982,1.0186,,,,1.0064,1.0,amdahl
chartqa,1792,32,chartqa_val_155,519.042,948.002,582.029,26.141,0.547511,0.9986,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_156,370.928,1211.918,433.615,25.107,0.306067,1.0059,,,,1.0018,1.0,amdahl
chartqa,1792,32,chartqa_val_157,388.091,1194.419,450.515,23.997,0.32492,0.994,,,,0.998,1.0,amdahl
chartqa,1792,32,chartqa_val_158,398.454,1150.926,460.695,22.266,0.346203,0.9941,,,,0.9979,1.0,amdahl
chartqa,1792,32,chartqa_val_159,406.469,830.221,470.932,22.456,0.489591,0.9941,,,,0.9971,1.0,amdahl
chartqa,1792,32,chartqa_val_160,422.471,1118.527,485.831,26.362,0.377703,0.9953,,,,0.9982,1.0,amdahl
chartqa,1792,32,chartqa_val_161,372.4,1231.237,434.844,25.69,0.30246,1.0051,,,,1.0015,1.0,amdahl
chartqa,1792,32,chartqa_val_162,383.373,1210.744,446.442,24.655,0.316643,1.0007,,,,1.0002,1.0,amdahl
chartqa,1792,32,chartqa_val_163,433.827,1261.829,496.594,24.685,0.343808,0.997,,,,0.999,1.0,amdahl
chartqa,1792,32,chartqa_val_164,379.256,1223.598,441.815,25.219,0.309951,0.9857,,,,0.9955,1.0,amdahl
chartqa,1792,32,chartqa_val_165,391.858,1239.854,455.109,25.314,0.316052,1.007,,,,1.0022,1.0,amdahl
chartqa,1792,32,chartqa_val_166,434.099,1227.058,497.764,25.148,0.353772,1.001,,,,1.0004,1.0,amdahl
chartqa,1792,32,chartqa_val_167,371.998,2202.122,878.097,42.71,0.168927,0.9912,,,,0.9985,1.0,amdahl
chartqa,1792,32,chartqa_val_168,369.033,696.869,431.863,26.501,0.529558,1.0412,,,,1.0214,1.0,amdahl
chartqa,1792,32,chartqa_val_169,375.794,1269.985,438.363,26.826,0.295905,0.998,,,,0.9994,1.0,amdahl
chartqa,1792,32,chartqa_val_170,394.963,1254.103,457.292,25.704,0.314937,1.011,,,,1.0034,1.0,amdahl
chartqa,1792,32,chartqa_val_171,402.422,1195.69,465.35,23.559,0.336561,0.9945,,,,0.9981,1.0,amdahl
chartqa,1792,32,chartqa_val_172,391.468,1174.295,454.158,23.23,0.333364,1.0264,,,,1.0087,1.0,amdahl
chartqa,1792,32,chartqa_val_173,433.136,1702.339,927.891,24.982,0.254435,1.0192,,,,1.0048,1.0,amdahl
chartqa,1792,32,chartqa_val_174,392.574,1155.467,455.71,22.573,0.339753,1.0042,,,,1.0014,1.0,amdahl
chartqa,1792,32,chartqa_val_175,393.933,1255.684,458.444,25.717,0.31372,1.007,,,,1.0022,1.0,amdahl
chartqa,1792,32,chartqa_val_176,355.882,1151.842,417.999,23.672,0.308967,0.9991,,,,0.9997,1.0,amdahl
chartqa,1792,32,chartqa_val_177,395.223,1177.552,457.775,23.219,0.335631,1.0192,,,,1.0064,1.0,amdahl
chartqa,1792,32,chartqa_val_178,355.319,1156.025,418.326,23.797,0.307363,1.013,,,,1.004,1.0,amdahl
chartqa,1792,32,chartqa_val_179,440.317,1199.066,503.736,22.43,0.367217,0.9927,,,,0.9973,1.0,amdahl
chartqa,1792,32,chartqa_val_180,432.678,876.804,496.315,22.382,0.493471,0.9924,,,,0.9962,1.0,amdahl
chartqa,1792,32,chartqa_val_181,421.408,1161.442,484.176,21.847,0.362831,0.9955,,,,0.9984,1.0,amdahl
chartqa,1792,32,chartqa_val_182,414.84,1696.722,889.874,26.027,0.244495,1.0115,,,,1.0028,1.0,amdahl
chartqa,1792,32,chartqa_val_183,357.887,1216.263,420.381,25.674,0.294252,0.99,,,,0.997,1.0,amdahl
chartqa,1792,32,chartqa_val_184,430.865,903.427,493.922,21.553,0.476923,0.9923,,,,0.9963,1.0,amdahl
chartqa,1792,32,chartqa_val_185,430.372,514.931,492.93,22.002,0.835786,1.0023,,,,1.0019,1.0,amdahl
chartqa,1792,32,chartqa_val_186,368.237,1199.81,430.652,24.812,0.306913,1.0044,,,,1.0014,1.0,amdahl
chartqa,1792,32,chartqa_val_187,408.835,1239.144,471.339,24.768,0.329934,0.9904,,,,0.9968,1.0,amdahl
chartqa,1792,32,chartqa_val_188,400.352,1265.657,462.837,25.897,0.31632,0.994,,,,0.9981,1.0,amdahl
chartqa,1792,32,chartqa_val_189,429.824,1227.161,492.469,23.7,0.350258,0.9997,,,,0.9999,1.0,amdahl
chartqa,1792,32,chartqa_val_190,401.341,1232.424,464.106,24.784,0.325652,0.9984,,,,0.9995,1.0,amdahl
chartqa,1792,32,chartqa_val_191,432.012,891.506,495.302,23.306,0.484587,1.0071,,,,1.0034,1.0,amdahl
chartqa,1792,32,chartqa_val_192,426.8,1250.585,489.597,24.548,0.34128,0.9943,,,,0.998,1.0,amdahl
chartqa,1792,32,chartqa_val_193,527.373,1021.467,969.009,26.229,0.516289,1.0275,,,,1.014,1.0,amdahl
chartqa,1792,32,chartqa_val_194,399.658,1156.087,463.44,23.884,0.345699,0.9891,,,,0.9962,1.0,amdahl
chartqa,1792,32,chartqa_val_195,376.835,509.485,439.81,34.837,0.739639,0.9966,,,,0.9975,1.0,amdahl
chartqa,1792,32,chartqa_val_196,371.433,878.732,434.313,24.69,0.422692,1.1568,,,,1.0608,1.0,amdahl
chartqa,1792,32,chartqa_val_197,454.324,1343.886,517.364,26.662,0.338067,0.9924,,,,0.9974,1.0,amdahl
chartqa,1792,32,chartqa_val_198,393.198,814.115,457.093,22.314,0.482976,0.9994,,,,0.9997,1.0,amdahl
chartqa,1792,32,chartqa_val_199,414.607,1212.748,477.405,23.721,0.341874,1.0106,,,,1.0036,1.0,amdahl
chartqa,1792,32,chartqa_val_200,442.831,1174.914,505.584,21.591,0.376905,1.0279,,,,1.0103,1.0,amdahl
chartqa,1792,32,chartqa_val_201,440.481,1168.937,503.075,21.479,0.376822,0.9991,,,,0.9996,1.0,amdahl
chartqa,1792,32,chartqa_val_202,400.678,642.886,463.026,22.483,0.623249,0.9844,,,,0.9902,1.0,amdahl
chartqa,1792,32,chartqa_val_203,359.129,1121.795,421.589,22.587,0.320137,0.9984,,,,0.9995,1.0,amdahl
chartqa,1792,32,chartqa_val_204,372.041,1161.063,434.545,23.436,0.320431,1.0108,,,,1.0034,1.0,amdahl
chartqa,1792,32,chartqa_val_205,378.973,1199.655,441.311,24.463,0.315902,1.033,,,,1.0102,1.0,amdahl
chartqa,1792,32,chartqa_val_206,369.719,1194.572,431.881,24.603,0.309499,0.9877,,,,0.9962,1.0,amdahl
chartqa,1792,32,chartqa_val_207,357.782,1136.452,421.11,23.076,0.314824,0.9986,,,,0.9996,1.0,amdahl
chartqa,1792,32,chartqa_val_208,369.791,587.333,432.476,22.122,0.629611,1.0168,,,,1.0105,1.0,amdahl
chartqa,1792,32,chartqa_val_209,413.683,679.552,475.74,29.116,0.608758,0.993,,,,0.9957,1.0,amdahl
chartqa,1792,32,chartqa_val_210,366.787,1219.529,429.468,25.486,0.300761,0.9929,,,,0.9978,1.0,amdahl
chartqa,1792,32,chartqa_val_211,398.342,1195.083,461.092,23.677,0.333318,0.9946,,,,0.9982,1.0,amdahl
chartqa,1792,32,chartqa_val_212,423.075,758.644,486.052,24.781,0.557672,0.9957,,,,0.9976,1.0,amdahl
chartqa,1792,32,chartqa_val_213,403.139,1146.273,465.437,21.962,0.351695,0.9893,,,,0.9962,1.0,amdahl
chartqa,1792,32,chartqa_val_214,413.048,744.98,476.361,22.385,0.554441,0.9949,,,,0.9971,1.0,amdahl
chartqa,1792,32,chartqa_val_215,372.843,1215.656,435.384,25.17,0.306702,0.9975,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_216,398.236,589.526,460.878,21.441,0.675519,1.003,,,,1.002,1.0,amdahl
chartqa,1792,32,chartqa_val_217,389.97,1144.424,452.689,22.314,0.340757,1.0143,,,,1.0048,1.0,amdahl
chartqa,1792,32,chartqa_val_218,397.564,591.448,460.465,21.83,0.672188,0.9976,,,,0.9984,1.0,amdahl
chartqa,1792,32,chartqa_val_219,396.788,1223.479,459.133,24.656,0.324311,0.9951,,,,0.9984,1.0,amdahl
chartqa,1792,32,chartqa_val_220,366.062,1163.046,429.023,23.678,0.314744,0.9974,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_221,376.697,1177.143,439.709,23.788,0.32001,0.9938,,,,0.998,1.0,amdahl
chartqa,1792,32,chartqa_val_222,376.351,1214.377,439.233,25.005,0.309913,1.0091,,,,1.0028,1.0,amdahl
chartqa,1792,32,chartqa_val_223,388.665,811.036,451.737,22.456,0.47922,1.1897,,,,1.0828,1.0,amdahl
chartqa,1792,32,chartqa_val_224,371.27,653.132,434.196,24.326,0.568445,1.0213,,,,1.012,1.0,amdahl
chartqa,1792,32,chartqa_val_225,368.889,862.528,431.151,23.965,0.427684,0.9938,,,,0.9973,1.0,amdahl
chartqa,1792,32,chartqa_val_226,402.772,1186.216,464.938,23.267,0.339544,0.9911,,,,0.997,1.0,amdahl
chartqa,1792,32,chartqa_val_227,370.945,1156.745,433.003,23.347,0.32068,0.9934,,,,0.9979,1.0,amdahl
chartqa,1792,32,chartqa_val_228,389.686,598.229,452.0,20.89,0.651399,0.9902,,,,0.9936,1.0,amdahl
chartqa,1792,32,chartqa_val_229,359.287,907.836,421.507,23.158,0.395762,0.9946,,,,0.9979,1.0,amdahl
chartqa,1792,32,chartqa_val_230,500.856,1285.969,563.438,23.307,0.389477,0.9954,,,,0.9982,1.0,amdahl
chartqa,1792,32,chartqa_val_231,446.696,954.945,509.489,22.273,0.467771,0.9988,,,,0.9994,1.0,amdahl
chartqa,1792,32,chartqa_val_232,400.488,1184.91,464.262,23.247,0.33799,1.0077,,,,1.0026,1.0,amdahl
chartqa,1792,32,chartqa_val_233,374.817,1197.046,437.692,24.495,0.313119,0.9928,,,,0.9977,1.0,amdahl
chartqa,1792,32,chartqa_val_234,393.646,1184.358,456.829,23.469,0.332371,1.0201,,,,1.0066,1.0,amdahl
chartqa,1792,32,chartqa_val_235,392.203,1185.101,454.448,23.569,0.330945,1.0038,,,,1.0013,1.0,amdahl
chartqa,1792,32,chartqa_val_236,369.433,604.887,431.469,21.677,0.610747,0.9967,,,,0.998,1.0,amdahl
chartqa,1792,32,chartqa_val_237,410.941,1008.206,473.565,23.245,0.407596,0.9965,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_238,393.536,1018.004,455.684,20.827,0.386576,1.0046,,,,1.0018,1.0,amdahl
chartqa,1792,32,chartqa_val_239,425.263,1213.79,489.354,23.369,0.350359,0.9969,,,,0.9989,1.0,amdahl
chartqa,1792,32,chartqa_val_240,386.09,1197.885,449.39,24.145,0.322309,1.0935,,,,1.0283,1.0,amdahl
chartqa,1792,32,chartqa_val_241,381.074,1194.077,444.091,24.193,0.319137,0.992,,,,0.9974,1.0,amdahl
chartqa,1792,32,chartqa_val_242,354.539,1040.713,416.732,23.11,0.34067,1.0089,,,,1.003,1.0,amdahl
chartqa,1792,32,chartqa_val_243,364.088,1182.253,426.353,24.384,0.307962,1.0034,,,,1.001,1.0,amdahl
chartqa,1792,32,chartqa_val_244,375.615,1193.006,437.679,24.365,0.314848,0.9921,,,,0.9975,1.0,amdahl
chartqa,1792,32,chartqa_val_245,404.312,999.697,466.793,24.223,0.404434,1.0288,,,,1.0114,1.0,amdahl
chartqa,1792,32,chartqa_val_246,432.611,1247.404,495.789,24.246,0.346809,1.0274,,,,1.0093,1.0,amdahl
chartqa,1792,32,chartqa_val_247,407.151,1170.371,470.859,22.565,0.347882,1.0088,,,,1.003,1.0,amdahl
chartqa,1792,32,chartqa_val_248,366.859,1107.919,429.668,21.879,0.331124,0.9975,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_249,438.757,1244.605,501.813,23.961,0.352527,0.9902,,,,0.9965,1.0,amdahl
chartqa,1792,32,chartqa_val_250,373.88,819.061,436.543,23.907,0.456474,1.0071,,,,1.0032,1.0,amdahl
chartqa,1792,32,chartqa_val_251,408.704,1217.383,478.306,23.841,0.335724,0.996,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_252,372.558,593.232,435.422,22.544,0.628013,0.9899,,,,0.9937,1.0,amdahl
chartqa,1792,32,chartqa_val_253,395.921,1032.839,458.571,23.928,0.383333,1.0198,,,,1.0075,1.0,amdahl
chartqa,1792,32,chartqa_val_254,406.751,1261.561,470.512,25.518,0.322419,1.0099,,,,1.0032,1.0,amdahl
chartqa,1792,32,chartqa_val_255,367.499,1147.38,429.717,23.15,0.320294,1.0156,,,,1.005,1.0,amdahl
chartqa,1792,32,chartqa_val_256,369.744,936.864,431.782,24.052,0.394661,0.9932,,,,0.9973,1.0,amdahl
chartqa,1792,32,chartqa_val_257,408.808,1161.026,471.43,22.245,0.352109,1.0078,,,,1.0027,1.0,amdahl
chartqa,1792,32,chartqa_val_258,396.001,759.574,458.25,21.523,0.521346,0.9985,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_259,389.073,1156.556,451.357,22.748,0.336406,1.0213,,,,1.0071,1.0,amdahl
chartqa,1792,32,chartqa_val_260,436.257,1244.698,499.812,24.029,0.350492,1.0084,,,,1.0029,1.0,amdahl
chartqa,1792,32,chartqa_val_261,368.89,1199.658,431.14,24.791,0.307496,1.0477,,,,1.0142,1.0,amdahl
chartqa,1792,32,chartqa_val_262,402.371,1233.844,465.447,24.787,0.326112,0.9964,,,,0.9988,1.0,amdahl
chartqa,1792,32,chartqa_val_263,397.689,1261.974,459.93,25.872,0.315133,1.0587,,,,1.0178,1.0,amdahl
chartqa,1792,32,chartqa_val_264,367.75,1213.88,429.958,25.288,0.302954,1.0157,,,,1.0047,1.0,amdahl
chartqa,1792,32,chartqa_val_265,360.8,1174.459,423.125,24.237,0.307205,1.0119,,,,1.0036,1.0,amdahl
chartqa,1792,32,chartqa_val_266,412.172,1158.672,475.122,22.05,0.355728,0.993,,,,0.9975,1.0,amdahl
chartqa,1792,32,chartqa_val_267,387.824,1195.207,449.858,24.044,0.324482,1.0093,,,,1.003,1.0,amdahl
chartqa,1792,32,chartqa_val_268,548.211,1111.286,610.952,26.333,0.493312,0.9934,,,,0.9968,1.0,amdahl
chartqa,1792,32,chartqa_val_269,399.038,1189.966,462.13,23.479,0.335335,1.0032,,,,1.0011,1.0,amdahl
chartqa,1792,32,chartqa_val_270,460.212,938.82,522.82,21.895,0.490202,0.9938,,,,0.997,1.0,amdahl
chartqa,1792,32,chartqa_val_271,414.749,1218.986,477.94,23.905,0.340241,0.9937,,,,0.9979,1.0,amdahl
chartqa,1792,32,chartqa_val_272,419.031,1149.367,481.788,21.535,0.364575,0.9977,,,,0.9991,1.0,amdahl
chartqa,1792,32,chartqa_val_273,401.55,1195.32,465.137,23.554,0.335935,0.9998,,,,0.9999,1.0,amdahl
chartqa,1792,32,chartqa_val_274,444.961,1225.755,507.505,23.169,0.363009,0.9927,,,,0.9973,1.0,amdahl
chartqa,1792,32,chartqa_val_275,409.635,1289.498,471.8,26.377,0.31767,0.9969,,,,0.999,1.0,amdahl
chartqa,1792,32,chartqa_val_276,408.309,788.72,471.162,22.683,0.517686,0.9964,,,,0.9981,1.0,amdahl
chartqa,1792,32,chartqa_val_277,443.664,1216.98,506.324,25.381,0.364562,0.9962,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_278,361.463,743.965,423.629,24.641,0.48586,0.9975,,,,0.9988,1.0,amdahl
chartqa,1792,32,chartqa_val_279,410.128,1259.812,474.011,25.348,0.325547,0.9962,,,,0.9988,1.0,amdahl
chartqa,1792,32,chartqa_val_280,410.368,1142.472,473.018,21.595,0.359193,0.994,,,,0.9978,1.0,amdahl
chartqa,1792,32,chartqa_val_281,371.192,1142.967,433.918,22.873,0.324762,0.9958,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_282,366.785,921.256,429.5,25.882,0.398136,1.0086,,,,1.0034,1.0,amdahl
chartqa,1792,32,chartqa_val_283,365.331,1143.207,427.819,23.077,0.319567,0.9912,,,,0.9972,1.0,amdahl
chartqa,1792,32,chartqa_val_284,397.622,996.711,460.172,22.356,0.398934,1.0567,,,,1.0219,1.0,amdahl
chartqa,1792,32,chartqa_val_285,412.839,806.039,475.42,20.664,0.512182,1.0001,,,,1.0,1.0,amdahl
chartqa,1792,32,chartqa_val_286,441.653,1117.698,504.02,22.729,0.395145,0.9928,,,,0.9971,1.0,amdahl
chartqa,1792,32,chartqa_val_287,376.908,1235.345,439.408,26.531,0.305103,0.9987,,,,0.9996,1.0,amdahl
chartqa,1792,32,chartqa_val_288,357.95,1201.442,420.762,25.183,0.297933,1.0082,,,,1.0024,1.0,amdahl
chartqa,1792,32,chartqa_val_289,405.263,918.143,468.033,25.006,0.441395,0.9948,,,,0.9977,1.0,amdahl
chartqa,1792,32,chartqa_val_290,400.366,1145.391,462.597,22.026,0.349545,0.9957,,,,0.9985,1.0,amdahl
chartqa,1792,32,chartqa_val_291,404.216,893.891,847.481,23.205,0.452198,0.9955,,,,0.998,1.0,amdahl
chartqa,1792,32,chartqa_val_292,439.322,1116.364,501.507,21.959,0.393529,1.0078,,,,1.0031,1.0,amdahl
chartqa,1792,32,chartqa_val_293,358.588,1139.667,421.872,23.155,0.314643,0.9898,,,,0.9968,1.0,amdahl
chartqa,1792,32,chartqa_val_294,404.807,713.149,467.246,22.355,0.567633,0.9935,,,,0.9963,1.0,amdahl
chartqa,1792,32,chartqa_val_295,371.296,3128.22,882.728,72.435,0.118692,0.9923,,,,0.9991,1.0,amdahl
chartqa,1792,32,chartqa_val_296,391.193,925.442,453.487,21.453,0.422709,0.9994,,,,0.9997,1.0,amdahl
chartqa,1792,32,chartqa_val_297,401.02,1228.556,463.244,24.687,0.326416,1.0101,,,,1.0033,1.0,amdahl
chartqa,1792,32,chartqa_val_298,350.223,786.839,413.059,26.699,0.445101,0.9969,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_299,402.538,1179.341,464.741,23.052,0.341324,0.995,,,,0.9983,1.0,amdahl
chartqa,1792,32,chartqa_val_300,368.414,950.348,430.922,22.584,0.387662,0.9924,,,,0.997,1.0,amdahl
chartqa,1792,32,chartqa_val_301,380.992,1119.847,443.254,21.826,0.340217,0.9987,,,,0.9996,1.0,amdahl
chartqa,1792,32,chartqa_val_302,412.98,1580.486,852.226,80.918,0.261299,1.0106,,,,1.0028,1.0,amdahl
chartqa,1792,32,chartqa_val_303,401.586,1239.372,466.441,24.933,0.324024,0.9904,,,,0.9969,1.0,amdahl
chartqa,1792,32,chartqa_val_304,355.205,1085.891,417.516,23.871,0.327109,1.0208,,,,1.0067,1.0,amdahl
chartqa,1792,32,chartqa_val_305,352.721,1096.649,415.408,21.976,0.321636,1.0089,,,,1.0029,1.0,amdahl
chartqa,1792,32,chartqa_val_306,534.441,1312.276,597.168,23.068,0.407263,0.9898,,,,0.9958,1.0,amdahl
chartqa,1792,32,chartqa_val_307,453.897,1213.812,516.49,22.494,0.373943,0.9975,,,,0.999,1.0,amdahl
chartqa,1792,32,chartqa_val_308,397.461,1144.659,462.062,22.019,0.347231,0.9961,,,,0.9987,1.0,amdahl
chartqa,1792,32,chartqa_val_309,398.581,988.086,461.576,21.938,0.403387,0.9889,,,,0.9955,1.0,amdahl
chartqa,1792,32,chartqa_val_310,415.008,1253.572,478.621,24.998,0.331061,0.999,,,,0.9997,1.0,amdahl
chartqa,1792,32,chartqa_val_311,393.29,1187.307,456.153,23.586,0.331246,0.9928,,,,0.9976,1.0,amdahl
chartqa,1792,32,chartqa_val_312,408.158,1268.846,471.563,25.719,0.321677,0.9902,,,,0.9968,1.0,amdahl
chartqa,1792,32,chartqa_val_313,375.036,1224.554,437.874,25.377,0.306263,0.9953,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_314,393.985,997.433,456.288,24.597,0.394999,1.008,,,,1.0032,1.0,amdahl
chartqa,1792,32,chartqa_val_315,417.146,1154.234,479.702,21.759,0.361405,0.9978,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_316,413.536,1188.031,476.219,22.962,0.348085,1.0675,,,,1.0225,1.0,amdahl
chartqa,1792,32,chartqa_val_317,402.237,1144.722,466.037,21.893,0.351384,0.9939,,,,0.9978,1.0,amdahl
chartqa,1792,32,chartqa_val_318,403.404,785.374,466.591,24.522,0.513646,0.9909,,,,0.9953,1.0,amdahl
chartqa,1792,32,chartqa_val_319,386.673,1188.424,449.731,23.829,0.325366,0.9891,,,,0.9964,1.0,amdahl
chartqa,1792,32,chartqa_val_320,392.573,796.045,455.363,24.334,0.493155,0.9921,,,,0.9961,1.0,amdahl
chartqa,1792,32,chartqa_val_321,408.197,1250.815,471.214,25.148,0.326345,1.0321,,,,1.0103,1.0,amdahl
chartqa,1792,32,chartqa_val_322,403.695,1052.017,467.196,22.493,0.383735,0.9983,,,,0.9994,1.0,amdahl
chartqa,1792,32,chartqa_val_323,397.806,1191.688,460.163,23.598,0.333817,0.9961,,,,0.9987,1.0,amdahl
chartqa,1792,32,chartqa_val_324,377.001,1250.025,439.314,26.152,0.301595,0.9914,,,,0.9974,1.0,amdahl
chartqa,1792,32,chartqa_val_325,394.292,1219.915,456.978,24.611,0.323213,1.0036,,,,1.0012,1.0,amdahl
chartqa,1792,32,chartqa_val_326,404.31,1233.133,467.069,24.712,0.327872,1.0068,,,,1.0022,1.0,amdahl
chartqa,1792,32,chartqa_val_327,368.287,1193.565,432.527,24.55,0.308561,0.9917,,,,0.9974,1.0,amdahl
chartqa,1792,32,chartqa_val_328,406.485,1244.852,470.074,24.993,0.326533,1.0246,,,,1.0079,1.0,amdahl
chartqa,1792,32,chartqa_val_329,440.172,1338.95,503.05,26.965,0.328744,1.1356,,,,1.0409,1.0,amdahl
chartqa,1792,32,chartqa_val_330,374.458,1183.409,437.464,24.865,0.316423,0.9957,,,,0.9986,1.0,amdahl
chartqa,1792,32,chartqa_val_331,355.796,1200.576,418.288,25.235,0.296354,0.9959,,,,0.9988,1.0,amdahl
chartqa,1792,32,chartqa_val_332,401.601,1256.408,464.157,25.556,0.319642,0.9979,,,,0.9993,1.0,amdahl
chartqa,1792,32,chartqa_val_333,398.788,1128.505,461.592,24.7,0.353377,1.0052,,,,1.0018,1.0,amdahl
chartqa,1792,32,chartqa_val_334,368.358,1226.934,430.637,25.687,0.300226,0.9956,,,,0.9987,1.0,amdahl
chartqa,1792,32,chartqa_val_335,368.603,1203.555,431.48,24.906,0.306261,1.0023,,,,1.0007,1.0,amdahl
chartqa,1792,32,chartqa_val_336,414.415,1171.568,477.444,25.708,0.353727,0.9937,,,,0.9978,1.0,amdahl
chartqa,1792,32,chartqa_val_337,403.28,1220.624,466.265,24.334,0.330388,0.9856,,,,0.9952,1.0,amdahl
chartqa,1792,32,chartqa_val_338,394.967,1218.635,458.618,24.517,0.324106,1.0108,,,,1.0035,1.0,amdahl
chartqa,1792,32,chartqa_val_339,392.398,1099.315,454.805,20.791,0.356947,1.025,,,,1.0088,1.0,amdahl
chartqa,1792,32,chartqa_val_340,422.215,805.017,484.616,24.646,0.524479,1.0024,,,,1.0013,1.0,amdahl
chartqa,1792,32,chartqa_val_341,368.455,1171.459,431.569,23.867,0.314527,0.9979,,,,0.9993,1.0,amdahl
chartqa,1792,32,chartqa_val_342,423.883,958.291,486.498,24.831,0.442333,0.9953,,,,0.9979,1.0,amdahl
chartqa,1792,32,chartqa_val_343,571.048,1438.609,639.669,25.772,0.396944,1.0017,,,,1.0007,1.0,amdahl
chartqa,1792,32,chartqa_val_344,352.938,1210.509,415.075,25.659,0.291561,1.0128,,,,1.0037,1.0,amdahl
chartqa,1792,32,chartqa_val_345,357.938,1162.307,420.255,23.937,0.307955,0.9897,,,,0.9968,1.0,amdahl
chartqa,1792,32,chartqa_val_346,375.119,1170.06,437.155,23.642,0.320599,1.0033,,,,1.0011,1.0,amdahl
chartqa,1792,32,chartqa_val_347,360.427,1154.033,422.34,23.603,0.31232,0.9941,,,,0.9982,1.0,amdahl
chartqa,1792,32,chartqa_val_348,387.088,986.752,450.782,24.362,0.392285,1.0099,,,,1.0039,1.0,amdahl
chartqa,1792,32,chartqa_val_349,360.791,1175.74,424.015,24.249,0.306863,0.9946,,,,0.9983,1.0,amdahl
chartqa,1792,32,chartqa_val_350,356.53,1118.798,418.753,22.582,0.318673,0.997,,,,0.999,1.0,amdahl
chartqa,1792,32,chartqa_val_351,423.159,1184.013,485.771,22.524,0.357394,0.9982,,,,0.9993,1.0,amdahl
chartqa,1792,32,chartqa_val_352,460.922,1234.175,524.402,22.896,0.373466,1.0008,,,,1.0003,1.0,amdahl
chartqa,1792,32,chartqa_val_353,391.966,1171.645,454.602,23.13,0.334544,1.0015,,,,1.0005,1.0,amdahl
chartqa,1792,32,chartqa_val_354,398.128,862.086,460.08,25.125,0.46182,1.0009,,,,1.0004,1.0,amdahl
chartqa,1792,32,chartqa_val_355,428.494,1193.547,490.96,22.664,0.359008,1.0129,,,,1.0046,1.0,amdahl
chartqa,1792,32,chartqa_val_356,394.124,1132.466,456.868,25.022,0.348023,0.99,,,,0.9965,1.0,amdahl
chartqa,1792,32,chartqa_val_357,394.597,1168.873,457.278,22.955,0.337588,0.9937,,,,0.9979,1.0,amdahl
chartqa,1792,32,chartqa_val_358,382.603,1183.899,446.902,23.774,0.323172,0.9902,,,,0.9968,1.0,amdahl
chartqa,1792,32,chartqa_val_359,420.721,1232.211,484.27,24.127,0.341436,1.1822,,,,1.0556,1.0,amdahl
chartqa,1792,32,chartqa_val_360,452.783,715.504,515.581,22.214,0.632817,0.9901,,,,0.9937,1.0,amdahl
chartqa,1792,32,chartqa_val_361,366.711,1154.64,429.134,23.403,0.317598,0.9972,,,,0.9991,1.0,amdahl
chartqa,1792,32,chartqa_val_362,385.249,1180.976,448.004,23.644,0.326213,0.99,,,,0.9967,1.0,amdahl
chartqa,1792,32,chartqa_val_363,393.084,1231.591,455.666,25.03,0.319168,0.993,,,,0.9977,1.0,amdahl
chartqa,1792,32,chartqa_val_364,358.048,1183.039,420.481,25.419,0.302652,0.991,,,,0.9973,1.0,amdahl
chartqa,1792,32,chartqa_val_365,393.332,1160.224,456.077,22.714,0.339014,0.9882,,,,0.996,1.0,amdahl
chartqa,1792,32,chartqa_val_366,415.378,1083.41,478.412,22.407,0.383399,1.0541,,,,1.0201,1.0,amdahl
chartqa,1792,32,chartqa_val_367,403.436,1227.531,465.968,24.567,0.328657,1.0383,,,,1.0123,1.0,amdahl
chartqa,1792,32,chartqa_val_368,391.581,1053.713,454.346,24.974,0.37162,0.9929,,,,0.9974,1.0,amdahl
chartqa,1792,32,chartqa_val_369,401.114,1146.699,464.537,22.005,0.349799,1.0189,,,,1.0065,1.0,amdahl
chartqa,1792,32,chartqa_val_370,357.306,857.64,419.252,24.355,0.416616,0.9981,,,,0.9992,1.0,amdahl
chartqa,1792,32,chartqa_val_371,386.953,1187.812,449.633,23.812,0.32577,0.9918,,,,0.9973,1.0,amdahl
chartqa,1792,32,chartqa_val_372,391.719,605.366,454.82,25.091,0.647079,0.9938,,,,0.996,1.0,amdahl
chartqa,1792,32,chartqa_val_373,395.411,822.823,457.62,21.483,0.480554,1.0102,,,,1.0049,1.0,amdahl
chartqa,1792,32,chartqa_val_374,402.656,773.146,465.583,25.63,0.520802,0.9985,,,,0.9992,1.0,amdahl
