benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_prefill_ms,sdpa_ttft_ms,sdpa_decode_ms,sdpa_e2e_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_prefill_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,guide_ve_ms,guide_prefill_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms
docvqa,1792,32,docvqa_60404,approximated,362.432,422.633,425.186,684.913,1110.099,22.094,0.326486,159.747,226.14,228.572,913.485,22.094,156.54,223.388,225.95,910.863,22.094
docvqa,1792,32,docvqa_809,approximated,372.721,432.828,436.157,294.614,730.771,21.044,0.510038,159.935,225.929,228.282,522.896,21.044,156.549,222.944,225.341,519.955,21.044
docvqa,1792,32,docvqa_25385,approximated,412.183,472.36,476.144,278.109,754.253,27.811,0.546479,157.033,223.104,225.323,503.432,27.811,156.664,222.956,225.548,503.657,27.811
docvqa,1792,32,docvqa_25386,approximated,403.668,464.258,466.885,230.47,697.355,23.047,0.578855,174.626,240.711,243.857,474.327,23.047,157.097,223.412,226.454,456.924,23.047
docvqa,1792,32,docvqa_25387,approximated,394.031,453.758,456.171,235.181,691.352,21.38,0.569943,156.856,223.036,225.35,460.531,21.38,156.772,223.298,225.572,460.753,21.38
docvqa,1792,32,docvqa_60406,approximated,560.427,620.951,624.547,619.464,1244.011,24.779,0.4505,157.858,224.61,227.35,846.814,24.779,157.054,223.053,225.536,845.0,24.779
docvqa,1792,32,docvqa_815,approximated,381.53,441.093,443.813,479.479,923.292,25.236,0.413228,163.291,229.588,232.862,712.341,25.236,157.542,228.007,231.95,711.429,25.236
docvqa,1792,32,docvqa_60407,approximated,394.139,453.736,456.422,432.259,888.681,28.817,0.443511,154.771,221.271,224.086,656.345,28.817,156.552,223.188,225.6,657.859,28.817
docvqa,1792,32,docvqa_25396,approximated,391.146,450.749,453.382,710.175,1163.557,22.909,0.336164,157.665,224.031,226.596,936.771,22.909,156.688,223.0,225.469,935.644,22.909
docvqa,1792,32,docvqa_822,approximated,413.931,474.298,477.234,325.842,803.076,25.065,0.515432,154.544,220.66,223.115,548.957,25.065,157.155,223.21,226.575,552.417,25.065
docvqa,1792,32,docvqa_824,approximated,381.08,441.123,443.658,525.364,969.022,23.88,0.393263,157.735,224.994,227.132,752.496,23.88,156.889,223.769,226.473,751.837,23.88
docvqa,1792,32,docvqa_826,approximated,404.653,464.429,467.677,311.797,779.474,25.983,0.519136,157.449,225.164,227.576,539.373,25.983,156.695,222.964,225.363,537.16,25.983
docvqa,1792,64,docvqa_49153,measured,366.825,426.952,429.704,830.368,1260.072,27.679,0.291114,159.129,228.293,230.608,1060.976,27.679,157.222,223.652,227.598,1057.966,27.679
docvqa,1792,64,docvqa_24580,measured,402.491,462.456,464.98,442.421,907.401,29.495,0.443565,155.524,221.95,224.648,667.069,29.495,156.707,223.132,225.785,668.206,29.495
docvqa,1792,64,docvqa_57349,measured,382.11,907.537,910.608,275.863,1186.471,27.586,0.322056,155.305,224.141,226.671,502.534,27.586,156.503,224.866,227.208,503.071,27.586
docvqa,1792,64,docvqa_24581,measured,380.207,440.164,442.711,177.865,620.576,22.233,0.612669,154.96,221.272,223.764,401.629,22.233,157.263,223.631,227.467,405.332,22.233
docvqa,1792,64,docvqa_24582,measured,436.336,898.354,901.827,191.455,1093.282,21.273,0.399107,166.498,234.263,237.725,429.18,21.273,156.833,224.456,227.318,418.773,21.273
docvqa,1792,64,docvqa_39079,measured,572.639,633.12,635.646,1963.029,2598.675,54.529,0.220358,155.766,227.471,229.766,2192.795,54.529,156.686,223.106,225.254,2188.283,54.529
docvqa,1792,64,docvqa_57357,measured,400.951,888.802,891.666,641.656,1533.322,26.736,0.261491,155.492,224.206,226.937,868.593,26.736,156.656,224.761,227.452,869.108,26.736
docvqa,1792,64,docvqa_24426,measured,395.664,456.06,458.644,470.249,928.893,26.125,0.425952,157.898,228.03,230.304,700.553,26.125,156.585,227.662,230.005,700.254,26.125
docvqa,1792,64,docvqa_49168,measured,389.8,855.524,858.061,533.203,1391.264,23.183,0.280177,156.31,224.466,226.848,760.051,23.183,156.712,224.722,227.214,760.417,23.183
docvqa,1792,64,docvqa_24423,measured,398.316,820.544,823.485,525.579,1349.064,23.89,0.295254,157.281,225.577,228.237,753.816,23.89,156.544,224.76,227.592,753.171,23.89
docvqa,1792,64,docvqa_49172,measured,362.734,813.073,815.632,790.885,1606.517,25.512,0.225789,157.4,225.645,228.323,1019.208,25.512,156.575,224.341,226.639,1017.524,25.512
docvqa,1792,64,docvqa_57364,measured,407.552,860.366,863.56,347.703,1211.263,21.731,0.336468,159.224,231.982,234.334,582.037,21.731,156.408,230.078,232.562,580.265,21.731
docvqa,1792,64,docvqa_57366,measured,379.337,798.904,801.294,383.247,1184.541,23.953,0.320239,169.84,238.54,240.867,624.114,23.953,156.737,226.457,228.882,612.129,23.953
docvqa,1792,64,docvqa_57368,measured,367.9,798.178,801.528,380.981,1182.509,23.811,0.311118,155.183,222.958,225.233,606.214,23.811,156.547,224.815,227.313,608.294,23.811
docvqa,1792,64,docvqa_49177,measured,390.492,816.211,820.197,524.826,1345.023,20.186,0.290324,156.593,224.362,226.931,751.757,20.186,157.688,226.399,228.877,753.703,20.186
docvqa,1792,64,docvqa_57370,measured,365.139,425.054,427.484,639.978,1067.462,24.615,0.342063,154.977,221.209,223.836,863.814,24.615,157.298,224.26,227.972,867.95,24.615
docvqa,1792,64,docvqa_57371,measured,391.512,840.629,843.235,2651.973,3495.208,91.447,0.112014,158.223,226.185,228.597,2880.57,91.447,156.613,227.642,230.05,2882.023,91.447
docvqa,1792,64,docvqa_57372,measured,368.634,428.653,431.478,595.012,1026.49,24.792,0.359121,156.789,225.131,227.488,822.5,24.792,159.158,225.297,228.976,823.988,24.792
docvqa,1792,64,docvqa_49181,measured,348.041,778.349,780.799,931.492,1712.291,23.884,0.203261,155.179,223.052,225.355,1156.847,23.884,156.634,227.422,229.693,1161.185,23.884
docvqa,1792,64,docvqa_57373,measured,345.605,405.366,408.182,501.649,909.831,22.802,0.379856,159.242,225.667,228.431,730.08,22.802,156.65,223.469,225.737,727.386,22.802
docvqa,1792,64,docvqa_57374,measured,344.788,404.505,406.918,406.988,813.906,23.94,0.423621,156.7,224.15,226.635,633.623,23.94,156.671,231.835,234.364,641.352,23.94
docvqa,1792,64,docvqa_57375,measured,383.265,443.203,445.659,689.218,1134.877,22.233,0.337715,155.606,222.046,224.703,913.921,22.233,156.717,236.807,239.399,928.617,22.233
docvqa,1792,64,docvqa_57376,measured,413.058,472.77,475.158,379.513,854.671,21.084,0.483294,156.53,222.535,224.954,604.467,21.084,156.705,223.281,225.85,605.363,21.084
docvqa,1792,64,docvqa_49187,measured,405.765,465.608,468.128,685.278,1153.406,23.63,0.351797,172.226,238.232,242.295,927.573,23.63,157.286,224.342,227.031,912.309,23.63
docvqa,1792,64,docvqa_16424,measured,393.214,453.331,455.721,492.43,948.151,25.917,0.414717,155.08,221.039,223.307,715.737,25.917,156.36,222.713,224.956,717.386,25.917
docvqa,1792,64,docvqa_57386,measured,368.52,428.324,430.801,449.405,880.206,24.967,0.418675,155.028,221.149,223.634,673.039,24.967,157.139,223.729,227.469,676.874,24.967
docvqa,1792,64,docvqa_57387,measured,350.905,410.839,413.415,436.506,849.921,22.974,0.412868,158.365,226.77,229.063,665.569,22.974,156.989,223.19,227.987,664.493,22.974
docvqa,1792,64,docvqa_57388,measured,344.489,404.394,406.868,409.017,815.885,21.527,0.422228,156.818,223.188,225.748,634.765,21.527,156.504,222.714,224.986,634.003,21.527
docvqa,1792,64,docvqa_16429,measured,408.264,468.325,471.329,272.15,743.479,22.679,0.549126,154.797,221.098,223.796,495.946,22.679,156.613,222.859,225.247,497.397,22.679
docvqa,1792,64,docvqa_16430,measured,342.633,402.633,405.096,270.015,675.111,22.501,0.507521,166.426,232.532,234.88,504.895,22.501,156.475,222.92,225.367,495.382,22.501
docvqa,1792,64,docvqa_57391,measured,412.859,473.176,475.475,233.645,709.12,23.364,0.582214,172.164,241.139,244.065,477.71,23.364,156.702,222.975,225.564,459.209,23.364
docvqa,1792,64,docvqa_57395,measured,430.661,491.114,493.636,317.129,810.765,22.652,0.531178,158.563,225.548,229.445,546.574,22.652,156.652,223.212,225.812,542.941,22.652
docvqa,1792,64,docvqa_16437,measured,368.962,429.195,431.643,452.673,884.316,23.825,0.417229,163.616,230.079,232.359,685.032,23.825,156.626,223.173,225.702,678.375,23.825
docvqa,1792,64,docvqa_16440,measured,354.808,414.918,418.36,371.881,790.241,20.66,0.448987,165.834,232.661,236.429,608.31,20.66,156.83,226.424,229.033,600.914,20.66
docvqa,1792,64,docvqa_57402,measured,346.018,405.793,408.135,683.181,1091.316,22.038,0.317065,160.609,227.159,229.892,913.073,22.038,157.144,223.736,227.34,910.521,22.038
docvqa,1792,64,docvqa_57403,measured,340.378,400.33,402.604,664.187,1066.791,21.425,0.319067,166.303,232.936,238.06,902.247,21.425,156.566,223.791,226.1,890.287,21.425
docvqa,1792,64,docvqa_57404,measured,346.777,773.58,776.002,647.029,1423.031,23.964,0.243689,156.203,227.157,229.723,876.752,23.964,157.006,227.799,231.218,878.247,23.964
docvqa,1792,64,docvqa_16444,measured,350.632,410.571,413.362,525.657,939.019,22.855,0.373402,157.295,224.183,226.832,752.489,22.855,157.067,223.811,227.36,753.017,22.855
docvqa,1792,64,docvqa_57407,measured,364.362,424.119,426.839,447.311,874.15,22.366,0.416818,156.093,222.895,225.627,672.938,22.366,156.685,223.446,225.934,673.245,22.366
docvqa,1792,64,docvqa_16447,measured,367.502,427.904,431.308,606.004,1037.312,24.24,0.354283,157.565,223.965,226.594,832.598,24.24,156.736,224.248,226.917,832.921,24.24
docvqa,1792,64,docvqa_57409,measured,346.884,407.289,410.024,262.395,672.419,26.24,0.515875,156.467,222.627,225.146,487.541,26.24,156.683,222.807,225.384,487.779,26.24
docvqa,1792,64,docvqa_16450,measured,398.329,458.669,461.483,233.077,694.56,23.308,0.573499,155.554,223.187,225.485,458.562,23.308,156.742,223.303,226.901,459.978,23.308
docvqa,1792,64,docvqa_57410,measured,406.27,466.396,469.798,393.064,862.862,24.567,0.470841,155.412,221.676,224.392,617.456,24.567,156.607,223.575,225.99,619.054,24.567
docvqa,1792,64,docvqa_57411,measured,537.726,597.98,600.454,748.122,1348.576,26.719,0.398736,154.396,220.609,223.124,971.246,26.719,156.426,222.982,225.488,973.61,26.719
docvqa,1792,64,docvqa_57413,measured,381.125,441.462,444.623,979.321,1423.944,23.886,0.267654,158.836,225.133,227.814,1207.135,23.886,156.48,223.763,226.033,1205.354,23.886
docvqa,1792,64,docvqa_57414,measured,354.715,414.716,417.392,363.581,780.973,20.199,0.454196,155.241,221.61,223.963,587.544,20.199,156.54,225.098,227.365,590.946,20.199
docvqa,1792,64,docvqa_57415,measured,404.394,464.251,466.708,550.026,1016.734,22.001,0.397738,163.842,230.107,232.658,782.684,22.001,156.715,223.812,226.447,776.473,22.001
docvqa,1792,64,docvqa_57416,measured,418.251,478.038,480.592,380.397,860.989,22.376,0.485779,156.934,229.078,231.521,611.918,22.376,156.704,222.994,225.44,605.837,22.376
docvqa,1792,64,docvqa_57417,measured,397.253,457.167,459.669,317.59,777.259,22.685,0.511095,154.826,221.388,224.05,541.64,22.685,156.559,223.469,226.408,543.998,22.685
docvqa,1792,64,docvqa_57418,measured,399.559,459.533,463.291,331.26,794.551,22.084,0.502874,159.335,225.7,228.252,559.512,22.084,156.677,223.185,225.871,557.131,22.084
docvqa,1792,64,docvqa_24437,measured,425.386,485.17,487.813,333.003,820.816,22.2,0.518248,155.285,222.913,225.326,558.329,22.2,156.662,223.032,225.626,558.629,22.2
docvqa,1792,64,docvqa_24438,measured,416.922,476.58,479.432,251.643,731.075,20.97,0.570286,156.691,229.379,231.692,483.335,20.97,156.533,225.413,228.866,480.509,20.97
docvqa,1792,64,docvqa_16455,measured,358.924,854.949,857.2,584.727,1441.927,22.49,0.248919,156.121,223.936,226.356,811.083,22.49,156.551,224.52,227.016,811.743,22.49
docvqa,1792,64,docvqa_16456,measured,362.839,422.605,425.943,248.833,674.776,20.736,0.537717,155.112,223.215,225.624,474.457,20.736,156.9,223.114,226.581,475.414,20.736
docvqa,1792,64,docvqa_16463,measured,417.033,477.327,480.329,274.371,754.7,22.864,0.552582,156.778,222.966,225.47,499.841,22.864,156.645,222.96,225.244,499.615,22.864
docvqa,1792,64,docvqa_49234,measured,382.386,442.379,444.89,288.217,733.107,20.587,0.521596,173.5,248.014,252.052,540.269,20.587,156.756,225.445,227.649,515.866,20.587
docvqa,1792,64,docvqa_57428,measured,408.722,469.191,472.041,368.709,840.75,23.044,0.486139,155.606,222.077,224.684,593.393,23.044,156.647,223.012,225.208,593.917,23.044
docvqa,1792,64,docvqa_24440,measured,436.053,871.066,874.555,1468.33,2342.885,86.372,0.186118,158.316,227.526,230.191,1698.521,86.372,156.606,224.465,227.093,1695.423,86.372
docvqa,1792,64,docvqa_16468,measured,371.671,431.705,434.34,620.691,1055.031,24.828,0.352284,168.265,234.802,238.391,859.082,24.828,156.255,222.372,224.763,845.454,24.828
docvqa,1792,64,docvqa_57431,measured,417.229,478.073,480.467,466.93,947.397,23.346,0.440395,155.953,222.339,224.733,691.663,23.346,156.899,223.23,225.788,692.718,23.346
docvqa,1792,64,docvqa_16473,measured,417.331,478.141,480.686,285.858,766.544,23.821,0.544432,155.99,222.175,224.67,510.528,23.821,156.63,224.362,226.933,512.791,23.821
docvqa,1792,64,docvqa_49242,measured,379.291,866.888,869.655,323.044,1192.699,29.368,0.318011,157.575,225.214,227.628,550.672,29.368,156.104,226.487,228.787,551.831,29.368
docvqa,1792,64,docvqa_57439,measured,397.625,458.616,461.069,5345.494,5806.563,102.798,0.068479,159.233,225.819,228.307,5573.801,102.798,156.802,223.31,226.181,5571.675,102.798
docvqa,1792,64,docvqa_57440,measured,407.814,468.064,470.632,366.47,837.102,22.904,0.487174,172.264,238.822,245.066,611.536,22.904,156.633,222.981,225.588,592.058,22.904
docvqa,1792,64,docvqa_32870,measured,408.193,468.126,470.856,905.609,1376.465,21.562,0.296552,158.842,225.641,228.05,1133.659,21.562,156.729,222.909,225.256,1130.865,21.562
docvqa,1792,64,docvqa_32871,measured,379.064,815.43,817.905,569.587,1387.492,20.342,0.273201,157.09,225.431,227.828,797.415,20.342,157.251,225.39,228.861,798.448,20.342
docvqa,1792,64,docvqa_32872,measured,408.516,468.78,472.882,425.038,897.92,26.565,0.454958,157.896,225.495,227.983,653.021,26.565,156.507,224.026,226.494,651.532,26.565
docvqa,1792,64,docvqa_32873,measured,380.6,440.52,443.003,575.582,1018.585,27.409,0.373656,158.685,224.947,227.793,803.375,27.409,156.732,223.195,225.959,801.541,27.409
docvqa,1792,64,docvqa_32874,measured,385.297,445.18,447.848,289.125,736.973,24.094,0.52281,156.222,222.106,224.318,513.443,24.094,156.643,222.792,225.39,514.515,24.094
docvqa,1792,64,docvqa_32875,measured,406.171,466.279,468.91,488.022,956.932,24.401,0.424452,157.298,224.414,227.011,715.033,24.401,156.724,224.041,226.701,714.723,24.401
docvqa,1792,64,docvqa_32876,measured,368.518,428.336,430.759,522.507,953.266,24.881,0.386585,155.992,223.586,226.109,748.616,24.881,156.632,223.306,225.865,748.372,24.881
docvqa,1792,64,docvqa_32877,measured,380.61,441.047,443.507,654.317,1097.824,24.234,0.346695,154.574,221.018,223.375,877.692,24.234,157.087,223.379,227.125,881.442,24.234
docvqa,1792,64,docvqa_32878,measured,382.761,442.79,446.347,243.413,689.76,22.128,0.554919,158.583,224.749,227.077,470.49,22.128,156.887,223.139,225.761,469.174,22.128
docvqa,1792,64,docvqa_32879,measured,382.797,442.786,445.767,385.831,831.598,22.696,0.460315,157.786,224.088,226.602,612.433,22.696,156.791,224.294,226.564,612.395,22.696
docvqa,1792,64,docvqa_57449,measured,382.17,442.2,444.596,279.074,723.67,27.907,0.528099,155.222,221.367,223.659,502.733,27.907,156.599,222.84,225.205,504.279,27.907
docvqa,1792,64,docvqa_32881,measured,397.157,457.918,460.512,561.262,1021.774,23.386,0.388693,155.274,221.996,224.599,785.861,23.386,156.8,223.914,226.419,787.681,23.386
docvqa,1792,64,docvqa_32882,measured,379.199,439.387,442.01,588.5,1030.51,22.635,0.367972,178.533,245.636,249.006,837.506,22.635,156.841,224.139,226.652,815.152,22.635
docvqa,1792,64,docvqa_32883,measured,405.59,465.685,468.025,529.321,997.346,24.06,0.40667,158.545,224.731,227.351,756.672,24.06,156.731,223.093,225.612,754.933,24.06
docvqa,1792,64,docvqa_57452,measured,417.287,477.432,479.898,351.676,831.574,23.445,0.501804,163.007,229.409,232.003,583.679,23.445,156.838,223.183,225.751,577.427,23.445
docvqa,1792,64,docvqa_32885,measured,429.945,491.183,493.563,396.968,890.531,23.351,0.482796,157.613,224.651,227.004,623.972,23.351,156.671,222.979,225.557,622.525,23.351
docvqa,1792,64,docvqa_32886,measured,509.363,569.172,573.126,543.339,1116.465,24.697,0.456229,155.32,221.827,224.009,767.348,24.697,156.55,222.601,224.811,768.15,24.697
docvqa,1792,64,docvqa_57454,measured,393.17,453.331,455.799,3378.931,3834.73,60.338,0.102529,189.34,255.865,258.217,3637.148,60.338,156.492,222.825,225.389,3604.32,60.338
docvqa,1792,64,docvqa_49263,measured,375.287,435.458,438.106,731.842,1169.948,25.236,0.320773,156.351,222.771,225.266,957.108,25.236,156.478,222.594,224.898,956.74,25.236
docvqa,1792,64,docvqa_32889,measured,377.0,437.068,439.511,622.762,1062.273,25.948,0.354899,154.809,221.189,223.782,846.544,25.948,156.816,223.463,225.944,848.706,25.948
docvqa,1792,64,docvqa_32890,measured,378.012,437.902,440.515,308.373,748.888,20.558,0.504765,154.71,220.939,223.273,531.646,20.558,156.952,223.413,226.333,534.706,20.558
docvqa,1792,64,docvqa_32891,measured,404.437,464.491,466.906,892.095,1359.001,26.238,0.297599,157.786,224.029,226.446,1118.541,26.238,158.928,228.851,232.019,1124.114,26.238
docvqa,1792,64,docvqa_32892,measured,377.006,437.07,439.839,473.611,913.45,29.601,0.412727,176.156,243.64,247.417,721.028,29.601,156.723,223.02,225.688,699.299,29.601
docvqa,1792,64,docvqa_32893,measured,379.389,439.337,442.76,418.713,861.473,20.936,0.440395,155.206,222.729,225.115,643.828,20.936,156.576,223.808,226.206,644.919,20.936
docvqa,1792,64,docvqa_32894,measured,373.663,433.786,436.298,522.125,958.423,27.48,0.389873,154.67,221.086,223.499,745.624,27.48,156.522,222.969,225.304,747.429,27.48
docvqa,1792,64,docvqa_49274,measured,371.43,431.575,433.962,444.161,878.123,24.676,0.422982,156.403,226.688,229.304,673.465,24.676,156.559,223.578,225.862,670.023,24.676
docvqa,1792,64,docvqa_32896,measured,378.103,438.342,440.909,260.036,700.945,21.67,0.539419,158.411,224.423,226.971,487.007,21.67,157.022,223.22,225.686,485.722,21.67
docvqa,1792,64,docvqa_32897,measured,398.113,458.085,460.666,316.863,777.529,24.374,0.512024,181.219,248.33,250.761,567.624,24.374,156.484,222.671,224.772,541.635,24.374
docvqa,1792,64,docvqa_32898,measured,434.607,494.436,496.84,467.175,964.015,21.235,0.450831,158.06,227.349,230.056,697.231,21.235,157.212,224.319,227.79,694.965,21.235
docvqa,1792,64,docvqa_57475,measured,364.198,424.079,426.462,312.064,738.526,20.804,0.493142,156.882,223.234,225.733,537.797,20.804,157.127,223.444,226.939,539.003,20.804
docvqa,1792,64,docvqa_32900,measured,384.864,444.974,447.613,377.511,825.124,19.869,0.466432,157.683,224.8,227.103,604.614,19.869,156.713,224.404,226.927,604.438,19.869
docvqa,1792,64,docvqa_57476,measured,345.901,405.743,408.033,501.865,909.898,22.812,0.380153,155.922,223.608,226.247,728.112,22.812,156.74,223.216,226.76,728.625,22.812
docvqa,1792,64,docvqa_49279,measured,407.737,468.166,470.424,227.378,697.802,22.738,0.584317,155.155,221.872,224.291,451.669,22.738,157.014,223.379,226.658,454.036,22.738
docvqa,1792,64,docvqa_49285,measured,375.494,435.559,438.132,270.211,708.343,24.565,0.530102,157.074,223.261,225.603,495.814,24.565,156.664,222.921,225.208,495.419,24.565
docvqa,1792,64,docvqa_49292,measured,381.126,441.45,444.312,1056.866,1501.178,23.486,0.253885,156.126,222.437,224.793,1281.659,23.486,156.712,222.808,224.967,1281.833,23.486
docvqa,1792,64,docvqa_16529,measured,372.394,432.354,435.051,315.613,750.664,22.544,0.496086,155.493,221.899,224.615,540.228,22.544,156.599,222.856,225.15,540.763,22.544
docvqa,1792,64,docvqa_49297,measured,376.557,436.979,440.132,408.515,848.647,22.695,0.443715,157.442,223.815,226.466,634.981,22.695,157.351,223.837,227.945,636.46,22.695
docvqa,1792,64,docvqa_16533,measured,349.335,409.159,411.873,530.956,942.829,24.134,0.370518,157.727,224.228,227.053,758.009,24.134,156.837,223.254,225.66,756.616,24.134
docvqa,1792,64,docvqa_49304,measured,351.694,411.511,414.754,285.27,700.024,20.376,0.502402,155.638,221.955,224.459,509.729,20.376,156.749,223.047,225.816,511.086,20.376
docvqa,1792,64,docvqa_16539,measured,374.172,434.018,436.351,533.878,970.229,24.267,0.385654,155.041,221.112,223.559,757.437,24.267,156.76,223.161,225.787,759.665,24.267
docvqa,1792,64,docvqa_16553,measured,377.742,437.391,439.866,382.07,821.936,20.109,0.459575,155.236,221.803,224.437,606.507,20.109,156.636,223.18,225.793,607.863,20.109
docvqa,1792,64,docvqa_49322,measured,375.956,435.932,438.326,357.929,796.255,22.371,0.472155,157.97,224.193,226.635,584.564,22.371,156.518,225.25,227.77,585.699,22.371
docvqa,1792,64,docvqa_57515,measured,408.909,469.068,471.59,379.859,851.449,22.345,0.480251,166.949,233.136,236.216,616.075,22.345,156.648,223.243,225.543,605.402,22.345
docvqa,1792,64,docvqa_49323,measured,369.966,429.764,432.128,306.192,738.32,25.516,0.501091,162.151,229.269,234.049,540.241,25.516,157.001,223.386,226.441,532.633,25.516
docvqa,1792,64,docvqa_57517,measured,374.088,434.289,436.744,205.049,641.793,22.783,0.582879,173.929,241.314,244.812,449.861,22.783,157.02,223.205,226.483,431.532,22.783
docvqa,1792,64,docvqa_49324,measured,370.802,430.824,433.343,372.272,805.615,28.636,0.460272,157.602,223.772,226.203,598.475,28.636,156.948,223.329,226.438,598.71,28.636
docvqa,1792,64,docvqa_57519,measured,350.547,410.515,412.999,208.347,621.346,20.835,0.564174,156.829,222.74,225.094,433.441,20.835,156.642,222.92,225.914,434.261,20.835
docvqa,1792,64,docvqa_49325,measured,399.238,460.01,462.259,281.586,743.845,21.66,0.536722,160.065,226.576,230.094,511.68,21.66,156.68,222.853,225.236,506.822,21.66
docvqa,1792,64,docvqa_57521,measured,373.277,433.321,436.032,293.854,729.886,22.604,0.511419,155.658,223.167,225.553,519.407,22.604,156.879,223.046,225.25,519.104,22.604
docvqa,1792,64,docvqa_49326,measured,401.453,462.194,464.793,403.781,868.574,23.752,0.462198,167.762,233.954,236.253,640.034,23.752,156.504,222.575,224.799,628.58,23.752
docvqa,1792,64,docvqa_57523,measured,347.687,407.704,410.171,346.773,756.944,23.118,0.459329,155.83,222.416,224.54,571.313,23.118,156.457,223.058,225.223,571.996,23.118
docvqa,1792,64,docvqa_57524,measured,346.696,406.625,409.172,284.907,694.079,20.351,0.499504,157.533,223.548,225.713,510.62,20.351,156.649,223.09,225.784,510.691,20.351
docvqa,1792,64,docvqa_57525,measured,389.984,823.947,826.355,532.471,1358.826,22.186,0.287,171.47,239.198,242.474,774.945,22.186,156.678,224.361,226.813,759.284,22.186
docvqa,1792,64,docvqa_57526,measured,355.572,415.294,417.677,206.237,623.914,20.624,0.569906,156.003,222.407,224.639,430.876,20.624,156.531,222.824,225.193,431.43,20.624
docvqa,1792,64,docvqa_57527,measured,569.499,629.609,631.873,433.458,1065.331,25.498,0.534575,156.802,223.067,225.363,658.821,25.498,156.491,222.628,224.925,658.383,25.498
docvqa,1792,64,docvqa_57528,measured,378.891,438.541,441.423,574.053,1015.476,21.261,0.373117,158.86,225.038,227.342,801.395,21.261,156.559,223.695,226.024,800.077,21.261
docvqa,1792,64,docvqa_57529,measured,388.589,448.407,450.848,649.495,1100.343,22.396,0.353153,155.39,221.712,223.957,873.452,22.396,156.871,223.403,225.721,875.216,22.396
docvqa,1792,64,docvqa_57530,measured,351.612,411.426,413.929,206.927,620.856,20.693,0.566335,156.822,223.005,225.608,432.535,20.693,156.93,228.958,233.17,440.097,20.693
docvqa,1792,64,docvqa_57531,measured,413.076,473.43,476.483,353.35,829.833,23.557,0.497782,156.38,222.897,225.508,578.858,23.557,156.732,223.545,226.348,579.698,23.557
docvqa,1792,64,docvqa_57532,measured,385.189,837.387,840.614,607.371,1447.985,27.608,0.266017,154.887,222.948,225.515,832.886,27.608,156.567,224.634,227.043,834.414,27.608
docvqa,1792,64,docvqa_57533,measured,349.978,409.848,412.522,431.556,844.078,23.975,0.414627,155.831,225.909,228.281,659.837,23.975,156.611,222.827,225.776,657.332,23.975
docvqa,1792,64,docvqa_16568,measured,358.369,418.32,420.775,214.226,635.001,21.423,0.56436,155.422,222.793,225.426,439.652,21.423,156.642,222.901,225.158,439.384,21.423
docvqa,1792,64,docvqa_16574,measured,351.359,411.228,414.511,557.714,972.225,22.309,0.361397,157.326,223.977,226.349,784.063,22.309,156.768,224.888,227.803,785.517,22.309
docvqa,1792,64,docvqa_57537,measured,400.742,460.816,463.521,510.58,974.101,26.873,0.411397,156.93,223.254,225.828,736.408,26.873,156.648,223.042,225.466,736.046,26.873
docvqa,1792,64,docvqa_57539,measured,349.464,409.243,411.618,440.362,851.98,23.177,0.410179,160.069,226.474,229.116,669.478,23.177,156.62,223.589,225.909,666.271,23.177
docvqa,1792,64,docvqa_57540,measured,379.597,439.734,442.304,432.735,875.039,22.776,0.433806,155.626,223.211,225.902,658.637,22.776,156.814,223.088,225.853,658.588,22.776
docvqa,1792,64,docvqa_57543,measured,376.034,436.435,438.715,467.023,905.738,24.58,0.415168,155.437,223.047,225.682,692.705,24.58,156.734,227.301,229.776,696.799,24.58
docvqa,1792,64,docvqa_57550,measured,431.827,491.909,495.009,172.263,667.272,21.533,0.647153,155.395,222.022,225.09,397.353,21.533,157.061,223.674,227.255,399.518,21.533
docvqa,1792,64,docvqa_49361,measured,420.394,480.766,483.775,267.737,751.512,26.774,0.559398,161.976,230.166,232.66,500.397,26.774,156.74,223.098,225.567,493.304,26.774
docvqa,1792,64,docvqa_49362,measured,423.069,483.371,487.036,402.58,889.616,23.681,0.475564,155.377,222.107,224.489,627.069,23.681,156.635,223.037,225.274,627.854,23.681
docvqa,1792,64,docvqa_57557,measured,376.751,437.186,440.148,661.782,1101.93,26.471,0.341901,166.093,238.749,242.888,904.67,26.471,156.518,223.122,225.481,887.263,26.471
docvqa,1792,64,docvqa_49366,measured,361.233,421.212,423.832,302.943,726.775,21.639,0.497035,174.92,243.842,246.629,549.572,21.639,156.612,227.613,229.86,532.803,21.639
docvqa,1792,64,docvqa_32984,measured,417.67,477.696,480.777,351.129,831.906,20.655,0.502064,155.444,223.147,225.83,576.959,20.655,156.659,222.916,225.065,576.194,20.655
docvqa,1792,64,docvqa_49369,measured,391.642,451.921,455.131,288.147,743.278,26.195,0.526912,154.973,221.203,223.493,511.64,26.195,156.65,227.721,229.805,517.952,26.195
docvqa,1792,64,docvqa_57562,measured,408.014,468.276,471.469,269.648,741.117,26.965,0.550539,157.335,223.729,226.433,496.081,26.965,157.013,223.06,226.045,495.693,26.965
docvqa,1792,64,docvqa_32986,measured,406.021,466.092,469.32,377.813,847.133,22.224,0.479289,159.422,227.064,229.39,607.203,22.224,156.56,223.069,225.654,603.467,22.224
